Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
GOBP_PANTOTHENATE_METABOLIC_PROCESS,7,1,0.000664798880338657,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,7,1,0.000664798880338657,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,8,1,0.000759752103876354,1,VNN1,1,2,0.5
GOBP_NUCLEOSIDE_BISPHOSPHATE_CATABOLIC_PROCESS,12,1,0.00113951988532002,1,VNN1,1,2,0.5
GOBP_CHRONIC_INFLAMMATORY_RESPONSE,18,1,0.00170903621936791,1,VNN1,1,2,0.5
GOBP_COENZYME_A_METABOLIC_PROCESS,18,1,0.00170903621936791,1,VNN1,1,2,0.5
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,21,1,0.00199373348423826,1,VNN1,1,2,0.5
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,35,1,0.00332178387910087,1,VNN1,1,2,0.5
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,52,1,0.00493322778163141,1,VNN1,1,2,0.5
GOCC_AZUROPHIL_GRANULE_MEMBRANE,55,1,0.00521746489690123,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,57,1,0.00540693375072809,1,VNN1,1,2,0.5
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,58,1,0.0055016614107356,1,VNN1,1,2,0.5
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES,62,1,0.00588052693805974,1,VNN1,1,2,0.5
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,78,1,0.00739526724406125,1,VNN1,1,2,0.5
GOBP_ACUTE_INFLAMMATORY_RESPONSE,85,1,0.00805760297065405,1,VNN1,1,2,0.5
GOBP_VITAMIN_METABOLIC_PROCESS,91,1,0.00862514336817954,1,VNN1,1,2,0.5
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,110,1,0.0104212832002447,1,VNN1,1,2,0.5
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS,114,1,0.0107992103832848,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,125,1,0.0118381379568203,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,126,1,0.0119325588504273,1,VNN1,1,2,0.5
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,134,1,0.0126877635935413,1,VNN1,1,2,0.5
GOBP_LIPID_HOMEOSTASIS,137,1,0.0129708909362438,1,TLCD4,1,2,0.5
GOCC_AZUROPHIL_GRANULE,138,1,0.0130652576946034,1,VNN1,1,2,0.5
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,157,1,0.0148573689620252,1,VNN1,1,2,0.5
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,158,1,0.0149516454949732,1,VNN1,1,2,0.5
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,162,1,0.0153287065140583,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS,173,1,0.0163652521367188,1,VNN1,1,2,0.5
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,194,1,0.0183425961748755,1,VNN1,1,2,0.5
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS,206,1,0.0194716138222444,1,VNN1,1,2,0.5
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,236,1,0.0222913158401897,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,250,1,0.0236057873105539,1,VNN1,1,2,0.5
GOCC_SECRETORY_GRANULE_MEMBRANE,278,1,0.02623207762417,1,VNN1,1,2,0.5
GOBP_T_CELL_DIFFERENTIATION,284,1,0.0267943939703437,1,VNN1,1,2,0.5
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,286,1,0.0269817966622364,1,VNN1,1,2,0.5
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,287,1,0.0270754912412777,1,VNN1,1,2,0.5
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,288,1,0.0271691813090477,1,VNN1,1,2,0.5
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,329,1,0.031006589883638,1,VNN1,1,2,0.5
