,Set,N,DE,P.DE,FDR
1,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,2,0.000126138997485549,0.218851160637428
2,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,37,2,0.000907560471663535,0.787308709168117
3,REACTOME_IRON_UPTAKE_AND_TRANSPORT,54,2,0.00192563054500092,0.866119463859265
4,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,55,2,0.0019968172077447,0.866119463859265
5,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,70,2,0.00321150916050948,0.926912943883344
6,REACTOME_PREDNISONE_ADME,4,1,0.00481558638699009,0.926912943883344
7,REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA,5,1,0.00601599440155487,0.926912943883344
8,REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,5,1,0.00601599440155487,0.926912943883344
9,REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA,6,1,0.00721501008985193,0.926912943883344
10,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS,6,1,0.00721501008985193,0.926912943883344
11,REACTOME_MRNA_EDITING_C_TO_U_CONVERSION,6,1,0.00721501008985193,0.926912943883344
12,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,6,1,0.00721501008985193,0.926912943883344
13,REACTOME_METABOLISM_OF_LIPIDS,659,4,0.0075732905652678,0.926912943883344
14,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,109,2,0.00760503370828997,0.926912943883344
15,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,112,2,0.00801365657536032,0.926912943883344
16,REACTOME_MRNA_EDITING,8,1,0.00960887068760141,1
17,REACTOME_METABOLISM_OF_STEROIDS,132,2,0.0109832716366819,1
18,REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT,11,1,0.013189257843551,1
19,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,11,1,0.013189257843551,1
20,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,11,1,0.013189257843551,1
