Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
HALLMARK_COMPLEMENT,185,4,0.000150763111626361,0.00753815558131806,"LGMN,GATA3,CTSB,ME1",4,31,0.129032258064516
HALLMARK_ADIPOGENESIS,190,3,0.00269907635604527,0.0674769089011318,"APLP2,ACADM,ME1",3,31,0.0967741935483871
HALLMARK_COAGULATION,112,2,0.0117914592019349,0.196524320032249,"LGMN,CTSB",2,31,0.0645161290322581
HALLMARK_FATTY_ACID_METABOLISM,141,2,0.0182356113340833,0.227945141676042,"ACADM,ME1",2,31,0.0645161290322581
HALLMARK_KRAS_SIGNALING_UP,170,2,0.0258513846208592,0.258513846208592,"HSD11B1,GPNMB",2,31,0.0645161290322581
HALLMARK_MTORC1_SIGNALING,196,2,0.0335907882154839,0.279923235129033,"LGMN,ME1",2,31,0.0645161290322581
HALLMARK_APICAL_SURFACE,35,1,0.0502998113538218,0.359284366813013,GATA3,1,31,0.032258064516129
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,1,0.0697264445585819,0.435790278491137,FTL,1,31,0.032258064516129
HALLMARK_CHOLESTEROL_HOMEOSTASIS,70,1,0.0981471703666763,0.545262057592646,LGMN,1,31,0.032258064516129
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,160,1,0.210717618215569,0.753724361264107,EMP3,1,31,0.032258064516129
HALLMARK_XENOBIOTIC_METABOLISM,163,1,0.214225367139692,0.753724361264107,HSD11B1,1,31,0.032258064516129
HALLMARK_ESTROGEN_RESPONSE_EARLY,178,1,0.231539035262543,0.753724361264107,SH3BP5,1,31,0.032258064516129
HALLMARK_HEME_METABOLISM,178,1,0.231539035262543,0.753724361264107,CTSB,1,31,0.032258064516129
HALLMARK_GLYCOLYSIS,180,1,0.233819442747324,0.753724361264107,ME1,1,31,0.032258064516129
HALLMARK_INFLAMMATORY_RESPONSE,189,1,0.244000489200881,0.753724361264107,EMP3,1,31,0.032258064516129
HALLMARK_IL2_STAT5_SIGNALING,191,1,0.246245099096176,0.753724361264107,SERPINB6,1,31,0.032258064516129
HALLMARK_OXIDATIVE_PHOSPHORYLATION,200,1,0.256266282829796,0.753724361264107,ACADM,1,31,0.032258064516129
HALLMARK_ALLOGRAFT_REJECTION,184,0,1,1,"",0,31,0
HALLMARK_ANDROGEN_RESPONSE,97,0,1,1,"",0,31,0
HALLMARK_ANGIOGENESIS,27,0,1,1,"",0,31,0
HALLMARK_APICAL_JUNCTION,163,0,1,1,"",0,31,0
HALLMARK_APOPTOSIS,151,0,1,1,"",0,31,0
HALLMARK_BILE_ACID_METABOLISM,95,0,1,1,"",0,31,0
HALLMARK_DNA_REPAIR,148,0,1,1,"",0,31,0
HALLMARK_E2F_TARGETS,198,0,1,1,"",0,31,0
HALLMARK_ESTROGEN_RESPONSE_LATE,171,0,1,1,"",0,31,0
HALLMARK_G2M_CHECKPOINT,193,0,1,1,"",0,31,0
HALLMARK_HEDGEHOG_SIGNALING,30,0,1,1,"",0,31,0
HALLMARK_HYPOXIA,176,0,1,1,"",0,31,0
HALLMARK_IL6_JAK_STAT3_SIGNALING,82,0,1,1,"",0,31,0
HALLMARK_INTERFERON_ALPHA_RESPONSE,96,0,1,1,"",0,31,0
HALLMARK_INTERFERON_GAMMA_RESPONSE,195,0,1,1,"",0,31,0
HALLMARK_KRAS_SIGNALING_DN,117,0,1,1,"",0,31,0
HALLMARK_MITOTIC_SPINDLE,198,0,1,1,"",0,31,0
HALLMARK_MYC_TARGETS_V1,195,0,1,1,"",0,31,0
HALLMARK_MYC_TARGETS_V2,57,0,1,1,"",0,31,0
HALLMARK_MYOGENESIS,152,0,1,1,"",0,31,0
HALLMARK_NOTCH_SIGNALING,31,0,1,1,"",0,31,0
HALLMARK_P53_PATHWAY,194,0,1,1,"",0,31,0
HALLMARK_PANCREAS_BETA_CELLS,21,0,1,1,"",0,31,0
HALLMARK_PEROXISOME,95,0,1,1,"",0,31,0
HALLMARK_PI3K_AKT_MTOR_SIGNALING,99,0,1,1,"",0,31,0
HALLMARK_PROTEIN_SECRETION,94,0,1,1,"",0,31,0
HALLMARK_SPERMATOGENESIS,93,0,1,1,"",0,31,0
HALLMARK_TGF_BETA_SIGNALING,52,0,1,1,"",0,31,0
HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,0,1,1,"",0,31,0
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,0,1,1,"",0,31,0
HALLMARK_UV_RESPONSE_DN,130,0,1,1,"",0,31,0
HALLMARK_UV_RESPONSE_UP,143,0,1,1,"",0,31,0
HALLMARK_WNT_BETA_CATENIN_SIGNALING,39,0,1,1,"",0,31,0
