Set,N,DE,P.DE,FDR,DEG.GENES
GOCC_VACUOLAR_LUMEN,151,6,7.81724104088449e-08,0.00125779408347831,"PSAP,FTL,LGMN,PADI2,NPC2,CTSB"
GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY,125,5,1.02147653851297e-06,0.00821777875233681,"RARRES1,SERPINB6,LGMN,APLP2,WFDC2"
GOMF_PEPTIDASE_REGULATOR_ACTIVITY,166,5,4.12687489743426e-06,0.0221338056999058,"RARRES1,SERPINB6,LGMN,APLP2,WFDC2"
GOCC_LYSOSOMAL_LUMEN,84,4,6.83035200717427e-06,0.0274750909488585,"PSAP,LGMN,NPC2,CTSB"
GOCC_ENDOLYSOSOME_LUMEN,5,2,2.09196768989359e-05,0.0673195202607756,"LGMN,CTSB"
GOCC_AZUROPHIL_GRANULE,138,4,4.84389576674646e-05,0.109755290840811,"PSAP,FTL,PADI2,NPC2"
HP_SUPRANUCLEAR_GAZE_PALSY,50,3,5.40398622302959e-05,0.109755290840811,"PSAP,FTL,NPC2"
GOBP_GLYCOLIPID_TRANSPORT,8,2,5.84139306666379e-05,0.109755290840811,"PSAP,NPC2"
GOMF_ENZYME_INHIBITOR_ACTIVITY,298,5,6.89836785869557e-05,0.109755290840811,"RARRES1,SERPINB6,APLP2,SH3BP5,WFDC2"
GOCC_SECRETORY_GRANULE,723,7,6.99473650140062e-05,0.109755290840811,"PSAP,SERPINB6,FTL,APLP2,PADI2,NPC2,CTSB"
GOCC_PEPTIDASE_INHIBITOR_COMPLEX,9,2,7.50346923088207e-05,0.109755290840811,"SERPINB6,CTSB"
GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,66,3,0.000124171107702642,0.166492760244626,"SERPINB6,APLP2,WFDC2"
GOBP_HUMORAL_IMMUNE_RESPONSE,188,4,0.000160372842692025,0.172740481755873,"GATA3,CXCL5,DEFB1,WFDC2"
GOMF_ENZYME_REGULATOR_ACTIVITY,1120,8,0.000164543324689936,0.172740481755873,"PSAP,RARRES1,SERPINB6,LGMN,SH3PXD2B,APLP2,SH3BP5,WFDC2"
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,580,6,0.000174220500340815,0.172740481755873,"PSAP,APLP2,CXCL5,AGRP,DEFB1,PADI2"
GOBP_TAXIS,368,5,0.000185479623925306,0.172740481755873,"LGMN,CXCL5,DEFB1,PADI2,GPNMB"
