,Set,NGenes,Direction,PValue,FDR
1,REACTOME_METALLOTHIONEINS_BIND_METALS,7,Down,4.56176751354339e-10,7.71851063291541e-07
2,REACTOME_RESPONSE_TO_METAL_IONS,9,Down,3.37977768771222e-06,0.00285929192380454
3,REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC,2,Up,0.000529572488635844,0.226848691445221
4,REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,2,Down,0.000571669440118918,0.226848691445221
5,REACTOME_LAMININ_INTERACTIONS,10,Up,0.000761756435243662,0.226848691445221
6,REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION,2,Up,0.000841056364908407,0.226848691445221
7,REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,9,Up,0.00101433970810173,0.226848691445221
8,REACTOME_FASL_CD95L_SIGNALING,4,Up,0.00107257064513107,0.226848691445221
9,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS,4,Down,0.00170268115134776,0.320104056453379
10,REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS,6,Up,0.00304700946598809,0.487648310018557
11,REACTOME_CA2_ACTIVATED_K_CHANNELS,3,Down,0.00325420290996832,0.487648310018557
12,REACTOME_CGMP_EFFECTS,6,Down,0.00345849865261388,0.487648310018557
13,REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,6,Up,0.0039678742174777,0.516434090459405
14,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,65,Up,0.00528778860221151,0.639067022495849
15,REACTOME_FREE_FATTY_ACID_RECEPTORS,2,Up,0.0075470676719301,0.699629106200309
16,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,50,Up,0.00767991413641854,0.699629106200309
17,REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA,2,Down,0.00789818380844966,0.699629106200309
18,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,64,Down,0.00840581846111153,0.699629106200309
