Set,N,DE,P.DE,FDR,DEG.GENES
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT,317,2,0.000307922775677846,1,"PCSK1N,SULF2"
GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION,7,1,0.00077605318645102,1,SULF2
GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY,7,1,0.00077605318645102,1,SULF2
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,7,1,0.00077605318645102,1,SULF2
GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT,8,1,0.000886893335848016,1,SULF2
GOMF_ARYLSULFATASE_ACTIVITY,9,1,0.000997727337364029,1,SULF2
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,10,1,0.00110855519099862,1,SULF2
GOBP_REGULATION_OF_HEPATOCYTE_PROLIFERATION,10,1,0.00110855519099862,1,SULF2
GOMF_SULFURIC_ESTER_HYDROLASE_ACTIVITY,12,1,0.0013301924546244,1,SULF2
GOBP_INNERVATION,14,1,0.00155180512672548,1,SULF2
GOBP_CHONDROCYTE_DEVELOPMENT,17,1,0.00188417802576824,1,SULF2
GOBP_LIVER_MORPHOGENESIS,17,1,0.00188417802576824,1,SULF2
GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,18,1,0.00199495669635408,1,SULF2
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,19,1,0.00210572921905805,1,SULF2
GOBP_RENAL_FILTRATION,22,1,0.00243800989988396,1,SULF2
GOBP_RESPONSE_TO_DIETARY_EXCESS,24,1,0.00265949961436152,1,PCSK1N
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,24,1,0.00265949961436152,1,SULF2
GOBP_LIVER_REGENERATION,25,1,0.00277023524977971,1,SULF2
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING,27,1,0.00299168807697015,1,PCSK1N
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY,36,1,0.00398792147921234,1,PCSK1N
GOBP_RESPONSE_TO_COLD,36,1,0.00398792147921234,1,PCSK1N
GOCC_ORGANELLE_SUBCOMPARTMENT,1219,2,0.0045640086831198,1,"PCSK1N,SULF2"
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,44,1,0.00487304422528712,1,SULF2
GOBP_GLOMERULUS_DEVELOPMENT,45,1,0.00498365690308111,1,SULF2
GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,46,1,0.00509426343299468,1,PCSK1N
GOCC_GOLGI_APPARATUS,1293,2,0.00513518987786288,1,"PCSK1N,SULF2"
GOBP_ANIMAL_ORGAN_REGENERATION,48,1,0.00531545804917633,1,SULF2
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,55,1,0.00608944554755841,1,SULF2
GOBP_NERVE_DEVELOPMENT,55,1,0.00608944554755841,1,SULF2
GOBP_ENERGY_HOMEOSTASIS,59,1,0.00653158886467664,1,PCSK1N
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS,60,1,0.00664210932425369,1,SULF2
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,61,1,0.00675262363594975,1,SULF2
GOBP_SMOOTH_MUSCLE_CONTRACTION,63,1,0.00697363381569738,1,SULF2
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,68,1,0.00752605167714582,1,SULF2
GOBP_CHONDROCYTE_DIFFERENTIATION,72,1,0.00796787530444532,1,SULF2
GOBP_RENAL_SYSTEM_PROCESS,72,1,0.00796787530444532,1,SULF2
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,78,1,0.0086304263089575,1,SULF2
GOBP_GLAND_MORPHOGENESIS,83,1,0.00918238307931929,1,SULF2
GOBP_NEPHRON_DEVELOPMENT,97,1,0.0107270443681392,1,SULF2
GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY,98,1,0.0108373312082317,1,PCSK1N
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,102,1,0.0112784170897916,1,SULF2
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,109,1,0.0120500806890957,1,SULF2
GOCC_GOLGI_STACK,119,1,0.0131519346896325,1,SULF2
GOBP_CARTILAGE_DEVELOPMENT,121,1,0.0133722317151656,1,SULF2
GOMF_GLYCOSAMINOGLYCAN_BINDING,131,1,0.0144733479699632,1,SULF2
GOBP_HORMONE_METABOLIC_PROCESS,132,1,0.0145834257820963,1,PCSK1N
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,132,1,0.0145834257820963,1,PCSK1N
GOBP_REGENERATION,133,1,0.0146934974463486,1,SULF2
GOMF_PEPTIDASE_REGULATOR_ACTIVITY,137,1,0.0151337226245457,1,PCSK1N
GOBP_BONE_DEVELOPMENT,141,1,0.0155738494366442,1,SULF2
