Set,N,DE,P.DE,FDR,DEG.GENES
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,10,1,0.000554415922825791,0.958585130565792,GZMH
REACTOME_PEPTIDE_HORMONE_METABOLISM,47,1,0.00260575483727854,1,GZMH
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,64,1,0.00354826190608193,1,GZMH
REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1,""
REACTOME_ABACAVIR_ADME,5,0,1,1,""
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1,""
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,90,0,1,1,""
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,13,0,1,1,""
REACTOME_ABC_TRANSPORTER_DISORDERS,70,0,1,1,""
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1,""
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1,""
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1,""
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,4,0,1,1,""
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,3,0,1,1,""
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,9,0,1,1,""
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,10,0,1,1,""
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,3,0,1,1,""
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,28,0,1,1,""
