Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,46,0,1,1,"",0,1,0
WP_10Q22Q23_COPY_NUMBER_VARIATION,40,0,1,1,"",0,1,0
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,45,0,1,1,"",0,1,0
WP_13Q1212_COPY_NUMBER_VARIATION,22,0,1,1,"",0,1,0
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,"",0,1,0
WP_15Q11Q13_COPY_NUMBER_VARIATION,44,0,1,1,"",0,1,0
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,16,0,1,1,"",0,1,0
WP_15Q25_COPY_NUMBER_VARIATION,34,0,1,1,"",0,1,0
WP_16P112_DISTAL_DELETION_SYNDROME,26,0,1,1,"",0,1,0
WP_16P112_PROXIMAL_DELETION_SYNDROME,66,0,1,1,"",0,1,0
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,"",0,1,0
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,64,0,1,1,"",0,1,0
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,88,0,1,1,"",0,1,0
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,18,0,1,1,"",0,1,0
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,88,0,1,1,"",0,1,0
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,31,0,1,1,"",0,1,0
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,48,0,1,1,"",0,1,0
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,10,0,1,1,"",0,1,0
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,102,0,1,1,"",0,1,0
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,59,0,1,1,"",0,1,0
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,"",0,1,0
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,"",0,1,0
WP_5Q35_COPY_NUMBER_VARIATION,86,0,1,1,"",0,1,0
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,"",0,1,0
WP_7OXOC_AND_7BETAHC_PATHWAYS,19,0,1,1,"",0,1,0
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1,"",0,1,0
WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION,18,0,1,1,"",0,1,0
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,36,0,1,1,"",0,1,0
WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,16,0,1,1,"",0,1,0
WP_ACETAMINOPHEN_IN_ANALGESIA_AND_ANTIPYRESIS,4,0,1,1,"",0,1,0
WP_ACETYLCHOLINE_SYNTHESIS,5,0,1,1,"",0,1,0
WP_ACE_INHIBITOR_PATHWAY,7,0,1,1,"",0,1,0
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME,8,0,1,1,"",0,1,0
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,7,0,1,1,"",0,1,0
WP_ACUTE_MYELOID_LEUKEMIA,61,0,1,1,"",0,1,0
WP_ACUTE_VIRAL_MYOCARDITIS,78,0,1,1,"",0,1,0
WP_ADHD_AND_AUTISM_ASD_PATHWAYS,234,0,1,1,"",0,1,0
WP_ADIPOGENESIS,96,0,1,1,"",0,1,0
WP_AEROBIC_GLYCOLYSIS,11,0,1,1,"",0,1,0
WP_AEROBIC_GLYCOLYSIS_AUGMENTED,12,0,1,1,"",0,1,0
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,48,0,1,1,"",0,1,0
WP_AFLATOXIN_B1_METABOLISM,5,0,1,1,"",0,1,0
WP_AGERAGE_PATHWAY,60,0,1,1,"",0,1,0
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,14,0,1,1,"",0,1,0
WP_ALANINE_AND_ASPARTATE_METABOLISM,7,0,1,1,"",0,1,0
WP_ALLOGRAFT_REJECTION,67,0,1,1,"",0,1,0
WP_ALPHA_6_BETA_4_SIGNALING,32,0,1,1,"",0,1,0
WP_ALSTROM_SYNDROME,32,0,1,1,"",0,1,0
WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT,9,0,1,1,"",0,1,0
WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS,5,0,1,1,"",0,1,0
