Set,N,DE,P.DE,FDR,DEG.GENES
GOBP_DEDIFFERENTIATION,5,1,0.000277207961412729,1,CDK6
GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION,5,1,0.000277207961412729,1,CDK6
GOBP_LATERAL_VENTRICLE_DEVELOPMENT,9,1,0.000498974330542801,1,CDK6
GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,13,1,0.000720740699672318,1,CDK6
GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION,13,1,0.000720740699672318,1,CDK6
GOBP_DENTATE_GYRUS_DEVELOPMENT,14,1,0.000776182291955418,1,CDK6
GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION,15,1,0.00083162388423752,1,CDK6
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION,15,1,0.00083162388423752,1,CDK6
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,16,1,0.00088706547652051,1,CDK6
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE,18,1,0.000997948661085157,1,CDK6
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT,22,1,0.00121971503021567,1,CDK6
GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT,22,1,0.00121971503021567,1,CDK6
GOBP_MONOCYTE_DIFFERENTIATION,26,1,0.00144148139934519,1,CDK6
GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT,26,1,0.00144148139934519,1,CDK6
GOMF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,27,1,0.00149692299162818,1,CDK6
GOBP_ASTROCYTE_DEVELOPMENT,28,1,0.00155236458391084,1,CDK6
GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,31,1,0.00171868936075847,1,CDK6
GOMF_CYCLIN_BINDING,32,1,0.00177413095304135,1,CDK6
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT,34,1,0.001885014137606,1,CDK6
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,34,1,0.001885014137606,1,CDK6
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,36,1,0.00199589732217109,1,CDK6
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,36,1,0.00199589732217109,1,CDK6
HP_HYPOPLASIA_OF_THE_FRONTAL_LOBES,36,1,0.00199589732217109,1,CDK6
GOBP_REGULATION_OF_CELLULAR_SENESCENCE,39,1,0.00216222209901873,1,CDK6
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION,40,1,0.00221766369130116,1,CDK6
GOBP_PANCREAS_DEVELOPMENT,40,1,0.00221766369130116,1,CDK6
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,40,1,0.00221766369130116,1,CDK6
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,41,1,0.00227310528358371,1,CDK6
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION,42,1,0.00232854687586626,1,CDK6
GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX,54,1,0.00299384598325669,1,CDK6
GOBP_ASTROCYTE_DIFFERENTIATION,56,1,0.00310472916782201,1,CDK6
HP_CEREBRAL_HYPOPLASIA,56,1,0.00310472916782201,1,CDK6
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,58,1,0.00321561235238632,1,CDK6
GOBP_HIPPOCAMPUS_DEVELOPMENT,61,1,0.00338193712923429,1,CDK6
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION,64,1,0.00354826190608193,1,CDK6
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT,68,1,0.00377002827521211,1,CDK6
HP_PRIMARY_MICROCEPHALY,68,1,0.00377002827521211,1,CDK6
HP_ABNORMAL_CORTICAL_BONE_MORPHOLOGY,70,1,0.00388091145977709,1,CDK6
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION,71,1,0.00393635305205964,1,CDK6
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION,72,1,0.00399179464434263,1,CDK6
GOBP_LIMBIC_SYSTEM_DEVELOPMENT,74,1,0.00410267782890728,1,CDK6
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,76,1,0.00421356101347226,1,CDK6
HP_SIMPLIFIED_GYRAL_PATTERN,78,1,0.00432444419803779,1,CDK6
HP_UNILATERAL_RENAL_AGENESIS,80,1,0.00443532738260244,1,CDK6
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,85,1,0.00471253534401506,1,CDK6
GOBP_FIBROBLAST_PROLIFERATION,86,1,0.00476797693629805,1,CDK6
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,86,1,0.00476797693629805,1,CDK6
GOBP_CELLULAR_SENESCENCE,88,1,0.00487886012086258,1,CDK6
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,91,1,0.00504518489771022,1,CDK6
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,91,1,0.00504518489771022,1,CDK6
