Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_METASTATIC_BRAIN_TUMOR,6,1,0.000332649553695163,0.205863386080658,CDK6,1,1,1
WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE,14,1,0.000776182291955418,0.205863386080658,CDK6,1,1,1
WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1,25,1,0.00138603980706375,0.205863386080658,CDK6,1,1,1
WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING,29,1,0.00160780617619372,0.205863386080658,CDK6,1,1,1
WP_WNT_SIGNALING_WP363,44,1,0.00243943006043135,0.205863386080658,CDK6,1,1,1
WP_SENESCENCEASSOCIATED_SECRETORY_PHENOTYPE_SASP,51,1,0.00282752120640872,0.205863386080658,CDK6,1,1,1
WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT,55,1,0.00304928757553868,0.205863386080658,CDK6,1,1,1
WP_MELANOMA,58,1,0.00321561235238632,0.205863386080658,CDK6,1,1,1
WP_G1_TO_S_CELL_CYCLE_CONTROL,62,1,0.00343737872151684,0.205863386080658,CDK6,1,1,1
WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,63,1,0.00349282031379938,0.205863386080658,CDK6,1,1,1
WP_DNA_DAMAGE_RESPONSE,67,1,0.00371458668292946,0.205863386080658,CDK6,1,1,1
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,67,1,0.00371458668292946,0.205863386080658,CDK6,1,1,1
WP_NONSMALL_CELL_LUNG_CANCER,67,1,0.00371458668292946,0.205863386080658,CDK6,1,1,1
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,69,1,0.00382546986749455,0.205863386080658,CDK6,1,1,1
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME,76,1,0.00421356101347226,0.205863386080658,CDK6,1,1,1
WP_GLIOBLASTOMA_SIGNALING,77,1,0.00426900260575436,0.205863386080658,CDK6,1,1,1
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,83,1,0.00460165215944997,0.205863386080658,CDK6,1,1,1
WP_SMALL_CELL_LUNG_CANCER,83,1,0.00460165215944997,0.205863386080658,CDK6,1,1,1
WP_RETINOBLASTOMA_GENE_IN_CANCER,85,1,0.00471253534401506,0.205863386080658,CDK6,1,1,1
WP_BREAST_CANCER_PATHWAY,113,1,0.00626489992792634,0.248907548624815,CDK6,1,1,1
WP_MEASLES_VIRUS_INFECTION,118,1,0.00654210788933862,0.248907548624815,CDK6,1,1,1
WP_CELL_CYCLE,119,1,0.00659754948162161,0.248907548624815,CDK6,1,1,1
WP_PI3KAKT_SIGNALING,232,1,0.0128624494095471,0.464166652605394,CDK6,1,1,1
WP_CANCER_PATHWAYS,395,1,0.0218994289516,0.757355251242834,CDK6,1,1,1
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,46,0,1,1,"",0,1,0
WP_10Q22Q23_COPY_NUMBER_VARIATION,40,0,1,1,"",0,1,0
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,45,0,1,1,"",0,1,0
WP_13Q1212_COPY_NUMBER_VARIATION,22,0,1,1,"",0,1,0
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,"",0,1,0
WP_15Q11Q13_COPY_NUMBER_VARIATION,44,0,1,1,"",0,1,0
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,16,0,1,1,"",0,1,0
WP_15Q25_COPY_NUMBER_VARIATION,34,0,1,1,"",0,1,0
WP_16P112_DISTAL_DELETION_SYNDROME,26,0,1,1,"",0,1,0
WP_16P112_PROXIMAL_DELETION_SYNDROME,66,0,1,1,"",0,1,0
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,"",0,1,0
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,64,0,1,1,"",0,1,0
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,88,0,1,1,"",0,1,0
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,18,0,1,1,"",0,1,0
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,88,0,1,1,"",0,1,0
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,31,0,1,1,"",0,1,0
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,48,0,1,1,"",0,1,0
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,10,0,1,1,"",0,1,0
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,102,0,1,1,"",0,1,0
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,59,0,1,1,"",0,1,0
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,"",0,1,0
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,"",0,1,0
WP_5Q35_COPY_NUMBER_VARIATION,86,0,1,1,"",0,1,0
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,"",0,1,0
WP_7OXOC_AND_7BETAHC_PATHWAYS,19,0,1,1,"",0,1,0
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1,"",0,1,0
