Set,N,DE,P.DE,FDR,DEG.GENES
GOCC_CYTOLYTIC_GRANULE,14,1,0.000776182291955418,1,GZMH
GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,43,1,0.00238398846814925,1,GZMH
GOMF_SERINE_HYDROLASE_ACTIVITY,97,1,0.00537783445140494,1,GZMH
GOBP_CELL_KILLING,160,1,0.00887065476520499,1,GZMH
GOMF_ENDOPEPTIDASE_ACTIVITY,234,1,0.0129733325941122,1,GZMH
GOMF_PEPTIDASE_ACTIVITY,387,1,0.0214558962133392,1,GZMH
GOCC_VACUOLE,720,1,0.0399179464434218,1,GZMH
GOBP_PROTEOLYSIS,1253,1,0.0694683151300114,1,GZMH
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,1300,1,0.0720740699672888,1,GZMH
GOBP_APOPTOTIC_PROCESS,1493,1,0.0827742972778178,1,GZMH
GOBP_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS,5,0,1,1,""
GOBP_2FE_2S_CLUSTER_ASSEMBLY,11,0,1,1,""
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,14,0,1,1,""
GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS,12,0,1,1,""
GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION,17,0,1,1,""
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION,18,0,1,1,""
GOBP_4FE_4S_CLUSTER_ASSEMBLY,5,0,1,1,""
GOBP_4_HYDROXYPROLINE_METABOLIC_PROCESS,10,0,1,1,""
GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III,6,0,1,1,""
GOBP_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS,5,0,1,1,""
GOBP_7_METHYLGUANOSINE_CAP_HYPERMETHYLATION,8,0,1,1,""
GOBP_7_METHYLGUANOSINE_RNA_CAPPING,8,0,1,1,""
GOBP_ABSCISSION,6,0,1,1,""
GOBP_ACETATE_ESTER_METABOLIC_PROCESS,3,0,1,1,""
GOBP_ACETATE_ESTER_TRANSPORT,4,0,1,1,""
GOBP_ACETYLCHOLINE_SECRETION,2,0,1,1,""
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,17,0,1,1,""
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE,10,0,1,1,""
GOBP_ACETYL_COA_METABOLIC_PROCESS,29,0,1,1,""
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,41,0,1,1,""
GOBP_ACID_SECRETION,24,0,1,1,""
GOBP_ACINAR_CELL_DIFFERENTIATION,4,0,1,1,""
GOBP_ACROSOMAL_VESICLE_EXOCYTOSIS,5,0,1,1,""
GOBP_ACROSOME_ASSEMBLY,15,0,1,1,""
GOBP_ACROSOME_REACTION,19,0,1,1,""
GOBP_ACTIN_CROSSLINK_FORMATION,13,0,1,1,""
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,86,0,1,1,""
GOBP_ACTIN_FILAMENT_BASED_PROCESS,616,0,1,1,""
GOBP_ACTIN_FILAMENT_BASED_TRANSPORT,10,0,1,1,""
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,139,0,1,1,""
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,50,0,1,1,""
GOBP_ACTIN_FILAMENT_NETWORK_FORMATION,9,0,1,1,""
GOBP_ACTIN_FILAMENT_ORGANIZATION,377,0,1,1,""
GOBP_ACTIN_FILAMENT_SEVERING,16,0,1,1,""
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,63,0,1,1,""
GOBP_ACTIN_MODIFICATION,5,0,1,1,""
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,6,0,1,1,""
GOBP_ACTIN_NUCLEATION,49,0,1,1,""
GOBP_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY,7,0,1,1,""
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,164,0,1,1,""
