Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING,4,1,0.000221766369130072,1,AREG,1,1,1
GOBP_THELARCHE,4,1,0.000221766369130072,1,AREG,1,1,1
GOBP_ERBB2_EGFR_SIGNALING_PATHWAY,5,1,0.000277207961412729,1,AREG,1,1,1
GOBP_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS,6,1,0.000332649553695163,1,AREG,1,1,1
GOBP_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT,7,1,0.000388091145977931,1,AREG,1,1,1
GOBP_DEVELOPMENT_OF_SECONDARY_SEXUAL_CHARACTERISTICS,8,1,0.000443532738260255,1,AREG,1,1,1
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION,9,1,0.000498974330542801,1,AREG,1,1,1
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVATOR_ACTIVITY,9,1,0.000498974330542801,1,AREG,1,1,1
GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM,12,1,0.000665299107390327,1,AREG,1,1,1
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS,15,1,0.00083162388423752,1,AREG,1,1,1
GOBP_ERBB2_SIGNALING_PATHWAY,17,1,0.000942507068802945,1,AREG,1,1,1
GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT,17,1,0.000942507068802945,1,AREG,1,1,1
GOBP_AXIS_ELONGATION,18,1,0.000997948661085157,1,AREG,1,1,1
GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS,21,1,0.00116427343793313,1,AREG,1,1,1
GOMF_PROTEIN_TYROSINE_KINASE_ACTIVATOR_ACTIVITY,21,1,0.00116427343793313,1,AREG,1,1,1
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION,24,1,0.00133059821478043,1,AREG,1,1,1
GOMF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_BINDING,28,1,0.00155236458391084,1,AREG,1,1,1
GOBP_MAMMARY_GLAND_MORPHOGENESIS,29,1,0.00160780617619372,1,AREG,1,1,1
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,34,1,0.001885014137606,1,AREG,1,1,1
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION,35,1,0.00194045572988843,1,AREG,1,1,1
GOBP_GLIAL_CELL_PROLIFERATION,40,1,0.00221766369130116,1,AREG,1,1,1
GOBP_KERATINOCYTE_PROLIFERATION,44,1,0.00243943006043135,1,AREG,1,1,1
GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT,51,1,0.00282752120640872,1,AREG,1,1,1
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE,51,1,0.00282752120640872,1,AREG,1,1,1
GOBP_RESPONSE_TO_CAMP,54,1,0.00299384598325669,1,AREG,1,1,1
GOCC_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE,58,1,0.00321561235238632,1,AREG,1,1,1
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE,62,1,0.00343737872151684,1,AREG,1,1,1
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE,71,1,0.00393635305205964,1,AREG,1,1,1
GOMF_GROWTH_FACTOR_ACTIVITY,72,1,0.00399179464434263,1,AREG,1,1,1
GOBP_RESPONSE_TO_ESTRADIOL,74,1,0.00410267782890728,1,AREG,1,1,1
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,82,1,0.00454621056716753,1,AREG,1,1,1
GOBP_GLAND_MORPHOGENESIS,83,1,0.00460165215944997,1,AREG,1,1,1
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,85,1,0.00471253534401506,1,AREG,1,1,1
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,86,1,0.00476797693629805,1,AREG,1,1,1
GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,88,1,0.00487886012086258,1,AREG,1,1,1
GOBP_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,90,1,0.00498974330542779,1,AREG,1,1,1
GOMF_GROWTH_FACTOR_RECEPTOR_BINDING,91,1,0.00504518489771022,1,AREG,1,1,1
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE,93,1,0.00515606808227476,1,AREG,1,1,1
GOBP_MAMMARY_GLAND_DEVELOPMENT,95,1,0.00526695126684029,1,AREG,1,1,1
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,96,1,0.00532239285912295,1,AREG,1,1,1
GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE,101,1,0.00559960082053557,1,AREG,1,1,1
GOBP_RESPONSE_TO_CORTICOSTEROID,104,1,0.00576592559738265,1,AREG,1,1,1
GOBP_ERBB_SIGNALING_PATHWAY,107,1,0.00593225037423073,1,AREG,1,1,1
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,110,1,0.00609857515107837,1,AREG,1,1,1
GOMF_KINASE_ACTIVATOR_ACTIVITY,117,1,0.00648666629705608,1,AREG,1,1,1
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT,120,1,0.00665299107390316,1,AREG,1,1,1
GOMF_CYTOKINE_ACTIVITY,120,1,0.00665299107390316,1,AREG,1,1,1
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,125,1,0.00693019903531644,1,AREG,1,1,1
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,127,1,0.00704108221988131,1,AREG,1,1,1
GOBP_OSTEOBLAST_DIFFERENTIATION,156,1,0.00864888839607458,1,AREG,1,1,1
