Set,N,DE,P.DE,FDR,DEG.GENES
WP_MAMMARY_GLAND_DEVELOPMENT_PUBERTY_STAGE_2_OF_4,10,1,0.000554415922825791,0.222413187706797,AREG
WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING,21,1,0.00116427343793313,0.222413187706797,AREG
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,23,1,0.00127515662249811,0.222413187706797,AREG
WP_PANCREATIC_CANCER_SUBTYPES,23,1,0.00127515662249811,0.222413187706797,AREG
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,25,1,0.00138603980706375,0.222413187706797,AREG
WP_PROSTAGLANDIN_SIGNALING,29,1,0.00160780617619372,0.222413187706797,AREG
WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,64,1,0.00354826190608193,0.420722483149714,AREG
WP_ERBB_SIGNALING,77,1,0.00426900260575436,0.442909020347015,AREG
WP_PLEURAL_MESOTHELIOMA,315,1,0.017464101568997,1,AREG
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,46,0,1,1,""
WP_10Q22Q23_COPY_NUMBER_VARIATION,40,0,1,1,""
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,45,0,1,1,""
WP_13Q1212_COPY_NUMBER_VARIATION,22,0,1,1,""
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,""
WP_15Q11Q13_COPY_NUMBER_VARIATION,44,0,1,1,""
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,16,0,1,1,""
WP_15Q25_COPY_NUMBER_VARIATION,34,0,1,1,""
WP_16P112_DISTAL_DELETION_SYNDROME,26,0,1,1,""
WP_16P112_PROXIMAL_DELETION_SYNDROME,66,0,1,1,""
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,""
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,64,0,1,1,""
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,88,0,1,1,""
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,18,0,1,1,""
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,88,0,1,1,""
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,31,0,1,1,""
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,48,0,1,1,""
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,10,0,1,1,""
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,102,0,1,1,""
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,59,0,1,1,""
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,""
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,""
WP_5Q35_COPY_NUMBER_VARIATION,86,0,1,1,""
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,""
WP_7OXOC_AND_7BETAHC_PATHWAYS,19,0,1,1,""
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1,""
WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION,18,0,1,1,""
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,36,0,1,1,""
WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,16,0,1,1,""
WP_ACETAMINOPHEN_IN_ANALGESIA_AND_ANTIPYRESIS,4,0,1,1,""
WP_ACETYLCHOLINE_SYNTHESIS,5,0,1,1,""
WP_ACE_INHIBITOR_PATHWAY,7,0,1,1,""
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME,8,0,1,1,""
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,7,0,1,1,""
WP_ACUTE_MYELOID_LEUKEMIA,61,0,1,1,""
WP_ACUTE_VIRAL_MYOCARDITIS,78,0,1,1,""
WP_ADHD_AND_AUTISM_ASD_PATHWAYS,234,0,1,1,""
WP_ADIPOGENESIS,96,0,1,1,""
WP_AEROBIC_GLYCOLYSIS,11,0,1,1,""
WP_AEROBIC_GLYCOLYSIS_AUGMENTED,12,0,1,1,""
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,48,0,1,1,""
