,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,29,Up,1.26661393963336e-105,1.93918594157867e-102
2,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,29,Up,3.46098900346396e-46,2.64938708215166e-43
3,REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,117,Up,3.07503217337867e-35,1.56929141914758e-32
4,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,144,Up,3.45492283079416e-32,1.32237171348646e-29
5,REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,11,Up,2.29786335156087e-29,7.03605758247938e-27
6,REACTOME_G0_AND_EARLY_G1,27,Up,4.25030095822939e-28,9.45514945119843e-26
7,REACTOME_CELL_CYCLE_MITOTIC,482,Up,4.32305984052181e-28,9.45514945119843e-26
8,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,108,Up,2.61448287775771e-26,5.00346660730882e-24
9,REACTOME_MITOTIC_PROMETAPHASE,193,Up,7.53939044859271e-25,1.2825340863106e-22
10,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,179,Up,1.21036922886571e-23,1.8530752893934e-21
11,REACTOME_CELL_CYCLE,590,Up,1.68878126805805e-23,2.35047647399715e-21
12,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,224,Up,6.72529803579708e-23,8.5803594106711e-21
13,REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,131,Up,2.57699653016918e-22,3.03490899053001e-20
14,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,7,Up,1.67881572454783e-21,1.83590491020194e-19
15,REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,13,Up,3.7846247459339e-21,3.86284032401654e-19
16,REACTOME_CELL_CYCLE_CHECKPOINTS,250,Up,6.5145782172308e-20,6.23363703161272e-18
17,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,28,Up,3.58406726309262e-19,3.16359227980264e-17
18,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,19,Up,3.71944226234144e-19,3.16359227980264e-17
19,REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,46,Up,9.78211879044177e-19,7.8823283516665e-17
20,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,34,Up,1.93628688450375e-18,1.48222761008762e-16
21,REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,11,Up,5.81602889443805e-18,4.24016201780222e-16
22,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,28,Up,3.40196508198368e-17,2.36745842750773e-15
23,REACTOME_M_PHASE,343,Up,1.9846064628227e-16,1.32105760633981e-14
24,REACTOME_METABOLISM_OF_NUCLEOTIDES,89,Up,7.04949027619401e-15,4.49698733868876e-13
25,REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,5,Up,3.56155258027997e-13,2.18109480016345e-11
26,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,35,Up,4.03209062262929e-13,2.3742810550944e-11
27,REACTOME_S_PHASE,156,Up,4.78800836320411e-13,2.71497807557981e-11
28,REACTOME_DNA_STRAND_ELONGATION,29,Up,7.14312519625425e-13,3.90575881266616e-11
29,REACTOME_PHOSPHORYLATION_OF_EMI1,6,Up,1.31675742191399e-12,6.95157107913901e-11
30,REACTOME_CHROMOSOME_MAINTENANCE,67,Up,2.01610025851922e-12,1.02495622759358e-10
31,REACTOME_PHOSPHORYLATION_OF_THE_APC_C,19,Up,2.07535225704775e-12,1.02495622759358e-10
32,REACTOME_KINESINS,46,Up,2.17801573312373e-12,1.04204440231638e-10
33,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,84,Up,4.25906119853358e-12,1.97594627119846e-10
34,REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,22,Up,9.41732292081759e-12,4.24056511522698e-10
