,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_PD_1_SIGNALING,13,Up,3.22828402132152e-27,4.94250283664325e-24
2,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,24,Up,9.97016512878027e-25,7.6321614060813e-22
3,REACTOME_ALPHA_DEFENSINS,1,Up,2.53236971022455e-23,1.29235267545126e-20
4,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,Up,8.31643137394004e-21,3.18311410837555e-18
5,REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,22,Up,6.22146773414481e-11,1.58751118349595e-08
6,REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,27,Up,7.7441281061698e-09,1.69375144722085e-06
7,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,1.8765955097038e-06,2.87306772535652e-04
8,REACTOME_OTHER_INTERLEUKIN_SIGNALING,21,Up,1.33879613511681e-05,0.00157668990989526
9,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,6,Up,1.5222665137302e-05,0.00166470716608638
10,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,59,Up,2.48174231150419e-05,0.00253303165260861
11,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,3.48631164865001e-05,0.00333596445880198
12,REACTOME_TCR_SIGNALING,107,Up,1.17141429652865e-04,0.0099635293776965
13,REACTOME_DEFENSINS,7,Up,2.91606976688301e-04,0.023497383226831
14,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,5,Up,3.40175607608716e-04,0.0260404427624472
15,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,13,Up,4.31488635522622e-04,0.0314575762373874
16,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,20,Up,0.00112118456573103,0.0746318943536609
17,REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,9,Up,0.00159012545260211,0.101436752830576
18,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,98,Up,0.00199661772713872,0.122272869609975
19,REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,92,Up,0.00272055325345067,0.160198731962807
20,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,13,Up,0.0047425725909719,0.268921430991777
21,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,27,Up,0.00669156476149959,0.353268470684685
22,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,131,Up,0.00809932606829804,0.41333560701881
23,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,9,Up,0.00917381135349974,0.453067909103487
24,REACTOME_FCGR_ACTIVATION,12,Up,0.0119037057830779,0.544545953850415
25,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,0.0122745786525742,0.544545953850415
26,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,104,Up,0.0124487971161101,0.544545953850415
27,REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,14,Up,0.0138646850422337,0.589634244434996
28,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,109,Up,0.0329058291209053,0.995213064726397
29,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,17,Up,0.0510805186222869,0.995213064726397
30,REACTOME_GAP_JUNCTION_DEGRADATION,11,Up,0.0647530172572009,0.995213064726397
31,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,25,Up,0.0677059505704707,0.995213064726397
32,REACTOME_PARASITE_INFECTION,58,Up,0.0727621901703111,0.995213064726397
33,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,19,Up,0.0907611063982163,0.995213064726397
34,REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,24,Up,0.0960633087076954,0.995213064726397
35,REACTOME_CELL_CELL_COMMUNICATION,96,Up,0.117678443317477,0.995213064726397
36,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,111,Up,0.119916430760492,0.995213064726397
37,REACTOME_AMYLOID_FIBER_FORMATION,38,Up,0.123468847913485,0.995213064726397
38,REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,13,Up,0.147126166015345,0.995213064726397
39,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,67,Up,0.147262886399154,0.995213064726397
40,REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,10,Up,0.153752487618536,0.995213064726397
41,REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,14,Up,0.165157603978665,0.995213064726397
42,REACTOME_ARACHIDONIC_ACID_METABOLISM,41,Up,0.167408289776441,0.995213064726397
43,REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,20,Up,0.19505963287752,0.995213064726397
44,REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,20,Up,0.19505963287752,0.995213064726397
