,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,1.53140882139421e-173,2.34458690555453e-170
2,REACTOME_INTERLEUKIN_7_SIGNALING,22,Up,3.39711358036204e-19,2.60049044576714e-16
3,REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS,8,Up,1.03688578321873e-13,3.17494426821575e-11
4,REACTOME_RUNX3_REGULATES_WNT_SIGNALING,8,Up,1.03688578321873e-13,3.17494426821575e-11
5,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,1.58659572617381e-13,4.0484634279535e-11
6,REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,34,Up,4.87426526062336e-12,9.32812514251796e-10
7,REACTOME_REPRESSION_OF_WNT_TARGET_GENES,14,Up,3.78777973981561e-10,6.44343420184188e-08
8,REACTOME_PROTEIN_METHYLATION,16,Up,8.14811743710949e-09,1.13406979965587e-06
9,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,26,Up,1.07719373618118e-08,1.37431967507782e-06
10,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,3.85849433484188e-08,4.31947636253268e-06
11,REACTOME_NONSENSE_MEDIATED_DECAY_NMD,30,Up,3.94988040989272e-08,4.31947636253268e-06
12,REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,37,Up,4.31867181649963e-08,4.40792436737396e-06
13,REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,7,Up,4.03437643559297e-07,3.86039395180802e-05
14,REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,16,Up,1.5672923740995e-06,1.4114850733802e-04
15,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,8,Up,2.36115088657828e-06,1.64314636697789e-04
16,REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,8,Up,2.36115088657828e-06,1.64314636697789e-04
17,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,8,Up,2.36115088657828e-06,1.64314636697789e-04
18,REACTOME_REGULATION_OF_PTEN_LOCALIZATION,8,Up,2.36115088657828e-06,1.64314636697789e-04
19,REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,8,Up,2.36115088657828e-06,1.64314636697789e-04
20,REACTOME_TRANSLATION,187,Up,2.47056418072486e-06,1.6445364176912e-04
21,REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,92,Up,4.90679687144129e-06,3.00492240407065e-04
22,REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX,9,Up,9.3778061626046e-06,5.52208509036448e-04
23,REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,10,Up,2.83766359346371e-05,0.00135764467549779
24,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,10,Up,2.83766359346371e-05,0.00135764467549779
25,REACTOME_JOSEPHIN_DOMAIN_DUBS,10,Up,2.83766359346371e-05,0.00135764467549779
26,REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX,10,Up,2.83766359346371e-05,0.00135764467549779
27,REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,10,Up,2.83766359346371e-05,0.00135764467549779
28,REACTOME_PEXOPHAGY,10,Up,2.83766359346371e-05,0.00135764467549779
29,REACTOME_HSF1_ACTIVATION,24,Up,3.79932871366012e-05,0.00176265826079201
30,REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION,6,Up,5.84758785794464e-05,0.00263313441485684
31,REACTOME_SELENOAMINO_ACID_METABOLISM,22,Up,6.33285894868225e-05,0.00277017344298072
32,REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,11,Up,7.04249260602061e-05,0.00283738320521515
33,REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,11,Up,7.04249260602061e-05,0.00283738320521515
34,REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,11,Up,7.04249260602061e-05,0.00283738320521515
35,REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,29,Up,8.14177612271056e-05,0.00319616903688971
36,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,12,Up,1.50583736937875e-04,0.00536148142446249
37,REACTOME_GLYCOGEN_STORAGE_DISEASES,12,Up,1.50583736937875e-04,0.00536148142446249
38,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,Up,1.60308347984807e-04,0.00557800183556226
39,REACTOME_REGULATION_OF_TNFR1_SIGNALING,32,Up,2.06562432829255e-04,0.00689252867079663
40,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,25,Up,2.07090998600029e-04,0.00689252867079663
41,REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,13,Up,2.87038292685681e-04,0.00813806715003292
42,REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,13,Up,2.87038292685681e-04,0.00813806715003292
43,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,13,Up,2.87038292685681e-04,0.00813806715003292
44,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,13,Up,2.87038292685681e-04,0.00813806715003292
45,REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER,13,Up,2.87038292685681e-04,0.00813806715003292
46,REACTOME_GLYCOGEN_SYNTHESIS,13,Up,2.87038292685681e-04,0.00813806715003292
47,REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,13,Up,2.87038292685681e-04,0.00813806715003292
48,REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,13,Up,2.87038292685681e-04,0.00813806715003292
49,REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,29,Up,3.28505212977855e-04,0.00898109787623387
50,REACTOME_PINK_PARKIN_MEDIATED_MITOPHAGY,21,Up,3.8945728604631e-04,0.0104606860515246
