Set,N,DE,P.DE,FDR,DEG.GENES
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,115,3,0.000848760732074245,1,"LILRA5,LILRB2,LILRB4"
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,174,3,0.00277944326309907,1,"P2RY11,CCL20,PTGER3"
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,64,2,0.00482808194943404,1,"IFIT3,IFIT2"
REACTOME_NEUTROPHIL_DEGRANULATION,443,4,0.00551473853694865,1,"CDA,LILRB2,CLEC4D,GSDMD"
REACTOME_GPCR_LIGAND_BINDING,240,3,0.00681518247308768,1,"P2RY11,CCL20,PTGER3"
REACTOME_PROSTANOID_LIGAND_RECEPTORS,7,1,0.0112934189103759,1,PTGER3
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,7,1,0.0112934189103759,1,GSDMD
REACTOME_INTERLEUKIN_1_PROCESSING,9,1,0.0144973076547609,1,GSDMD
REACTOME_METALLOTHIONEINS_BIND_METALS,9,1,0.0144973076547609,1,MT1E
REACTOME_P2Y_RECEPTORS,9,1,0.0144973076547609,1,P2RY11
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,9,1,0.0144973076547609,1,AQP3
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,10,1,0.016095470944837,1,CCT5
REACTOME_PYRIMIDINE_SALVAGE,10,1,0.016095470944837,1,CDA
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,11,1,0.0176911186428039,1,HES1
REACTOME_RESPONSE_TO_METAL_IONS,11,1,0.0176911186428039,1,MT1E
REACTOME_MUSCLE_CONTRACTION,128,2,0.0182485750846152,1,"TNNI2,CLIC2"
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,12,1,0.019284254588527,1,PTGER3
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,13,1,0.0208748826161943,1,P2RY11
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,14,1,0.0224630065543231,1,HES1
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,14,1,0.0224630065543231,1,HES1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,697,4,0.0254480480750118,1,"CCL20,IFIT3,GSDMD,IFIT2"
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,16,1,0.0256317574477298,1,GSDMD
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,707,4,0.0266399225729677,1,"LILRA5,LILRB2,ERAP2,LILRB4"
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,18,1,0.0287905377837883,1,HES1
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,20,1,0.0319393779873335,1,GSDMD
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,21,1,0.0335100800225721,1,CCT5
REACTOME_DECTIN_2_FAMILY,21,1,0.0335100800225721,1,CLEC4D
REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,21,1,0.0335100800225721,1,AQP3
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,21,1,0.0335100800225721,1,CCT5
REACTOME_NUCLEOTIDE_SALVAGE,21,1,0.0335100800225721,1,CDA
REACTOME_SIGNALING_BY_GPCR,441,3,0.034131872542544,1,"P2RY11,CCL20,PTGER3"
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,22,1,0.0350783083932523,1,HES1
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,23,1,0.0366440668772223,1,HES1
REACTOME_STRIATED_MUSCLE_CONTRACTION,24,1,0.0382073592467418,1,TNNI2
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,25,1,0.0397681892684889,1,GSDMD
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,26,1,0.0413265607035664,1,HES1
REACTOME_PYROPTOSIS,27,1,0.0428824773075127,1,GSDMD
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,27,1,0.0428824773075127,1,HES1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,204,2,0.0430798627226752,1,"CCL20,PTGER3"
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,28,1,0.0444359428303092,1,CCT5
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,29,1,0.0459869610163868,1,ERAP2
REACTOME_SIGNALING_BY_NOTCH2,30,1,0.0475355356046355,1,HES1
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,31,1,0.0490816703284085,1,CCT5
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,33,1,0.0521666350883345,1,AQP3
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,35,1,0.0552418850526325,1,CCT5
REACTOME_ION_HOMEOSTASIS,35,1,0.0552418850526325,1,CLIC2
REACTOME_INNATE_IMMUNE_SYSTEM,914,4,0.0590039455881009,1,"CDA,LILRB2,CLEC4D,GSDMD"
REACTOME_INTERFERON_SIGNALING,245,2,0.059699574308058,1,"IFIT3,IFIT2"
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,39,1,0.0613633591802978,1,AQP3
REACTOME_INTERLEUKIN_10_SIGNALING,43,1,0.0674463290069922,1,CCL20
