Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,156,4,1.2999649108621e-05,0.209151354508603,"PDE9A,SMPDL3A,NEIL2,GPD1",4,20,0.2
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS,205,4,3.79725880924819e-05,0.305470484909971,"PDE9A,SMPDL3A,NEIL2,GPD1",4,20,0.2
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS,892,6,0.000134958269382974,0.72378119870089,"PDE9A,SMPDL3A,NEIL2,MTMR11,NR1H3,GPD1",6,20,0.3
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER,25,2,0.000255744925052579,1,"HRH4,LPAR3",2,20,0.1
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,199,3,0.000851324900945111,1,"GBP3,GPD1,CTSK",3,20,0.15
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,1288,6,0.000973133528010367,1,"HRH4,NR1H3,GBP3,GPD1,CTSK,IGFBP2",6,20,0.3
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,230,3,0.00129249129196052,1,"IGFBP2,CD1D,CD300A",3,20,0.15
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,236,3,0.0013916878233207,1,"PDE9A,NEIL2,GPD1",3,20,0.15
GOCC_PLASMA_MEMBRANE_REGION,921,5,0.00144215461226099,1,"PDE9A,CTSK,IGFBP2,CD1D,PSD3",5,20,0.25
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,60,2,0.00147901326362161,1,"NR1H3,CD300A",2,20,0.1
GOBP_REGULATION_OF_CELL_ACTIVATION,547,4,0.00158959097485883,1,"NR1H3,IGFBP2,CD1D,CD300A",4,20,0.2
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,552,4,0.00164361735901073,1,"PDE9A,SMPDL3A,NEIL2,GPD1",4,20,0.2
GOBP_DEFENSE_RESPONSE,1447,6,0.00178214357662331,1,"HRH4,NR1H3,GBP3,CD1D,CD300A,METRNL",6,20,0.3
GOMF_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_ACTIVITY,2,1,0.00190616840669844,1,HRH4,1,20,0.05
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS,584,4,0.00202027153618286,1,"PDE9A,SMPDL3A,NEIL2,GPD1",4,20,0.2
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,1502,6,0.00215802702916277,1,"PDE9A,SMPDL3A,NEIL2,BCAT1,NR1H3,GPD1",6,20,0.3
GOMF_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY,73,2,0.00217971855809563,1,"PDE9A,SMPDL3A",2,20,0.1
GOBP_LEUKOCYTE_PROLIFERATION,294,3,0.00260399777660518,1,"IGFBP2,CD1D,CD300A",3,20,0.15
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,82,2,0.00274039412026195,1,"GPD1,CTSK",2,20,0.1
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,3,1,0.00285795768967501,1,HRH4,1,20,0.05
GOBP_CGMP_CATABOLIC_PROCESS,3,1,0.00285795768967501,1,PDE9A,1,20,0.05
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY,3,1,0.00285795768967501,1,NR1H3,1,20,0.05
GOBP_INTRACELLULAR_SIGNALING_CASSETTE,1588,6,0.00286441961252213,1,"PDE9A,CLIC2,HRH4,LPAR3,CD300A,PSD3",6,20,0.3
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,84,2,0.00287326629401872,1,"CLIC2,SLC37A1",2,20,0.1
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,88,2,0.00314796013387727,1,"NR1H3,GBP3",2,20,0.1
GOCC_RUFFLE_MEMBRANE,89,2,0.00321849027192161,1,"PDE9A,PSD3",2,20,0.1
GOBP_LIPID_METABOLIC_PROCESS,1107,5,0.00323586764743491,1,"SMPDL3A,BCAT1,MTMR11,NR1H3,GPD1",5,20,0.25
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,91,2,0.00336176922834953,1,"IGFBP2,CD1D",2,20,0.1
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,327,3,0.00351549604551685,1,"CLIC2,NR1H3,CD300A",3,20,0.15
GOBP_REGULATION_OF_DEFENSE_RESPONSE,688,4,0.00365590773313091,1,"NR1H3,CD1D,CD300A,METRNL",4,20,0.2
