,Set,N,DE,P.DE,FDR
1,HALLMARK_FATTY_ACID_METABOLISM,143,3,0.000743738545354966,0.0271525678862708
2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,163,3,0.00108610271545083,0.0271525678862708
3,HALLMARK_COAGULATION,113,2,0.00877426135060786,0.146237689176798
4,HALLMARK_UV_RESPONSE_UP,145,2,0.0141248040661579,0.176560050826973
5,HALLMARK_ALLOGRAFT_REJECTION,185,2,0.0223329328303243,0.223329328303243
6,HALLMARK_KRAS_SIGNALING_DN,120,1,0.139977114352824,0.728848845550725
7,HALLMARK_XENOBIOTIC_METABOLISM,168,1,0.190510438208093,0.728848845550725
8,HALLMARK_APICAL_JUNCTION,172,1,0.194589985525066,0.728848845550725
9,HALLMARK_HEME_METABOLISM,178,1,0.200672207138029,0.728848845550725
10,HALLMARK_ESTROGEN_RESPONSE_EARLY,183,1,0.205706915715225,0.728848845550725
11,HALLMARK_COMPLEMENT,187,1,0.209712681881611,0.728848845550725
12,HALLMARK_INFLAMMATORY_RESPONSE,191,1,0.2136989908118,0.728848845550725
13,HALLMARK_IL2_STAT5_SIGNALING,192,1,0.214692538511542,0.728848845550725
14,HALLMARK_INTERFERON_GAMMA_RESPONSE,195,1,0.217665933397559,0.728848845550725
15,HALLMARK_MTORC1_SIGNALING,196,1,0.218654653665218,0.728848845550725
16,HALLMARK_ADIPOGENESIS,191,0,1,1
17,HALLMARK_ANDROGEN_RESPONSE,97,0,1,1
18,HALLMARK_ANGIOGENESIS,27,0,1,1
19,HALLMARK_APICAL_SURFACE,38,0,1,1
20,HALLMARK_APOPTOSIS,153,0,1,1
