Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_LIVER_X_RECEPTOR_PATHWAY,6,1,0.00570815474407738,1,NR1H3,1,20,0.05
WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS,8,1,0.00760398451204059,1,GPD1,1,20,0.05
WP_OSTEOCLAST_SIGNALING,13,1,0.012328546360646,1,CTSK,1,20,0.05
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,15,1,0.0142123815263061,1,NR1H3,1,20,0.05
WP_PPARALPHA_PATHWAY,17,1,0.0160928028899735,1,NR1H3,1,20,0.05
WP_TRIACYLGLYCERIDE_SYNTHESIS,20,1,0.018907046875735,1,GPD1,1,20,0.05
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY,22,1,0.0207789593568255,1,NR1H3,1,20,0.05
WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM,23,1,0.0217136427345211,1,BCAT1,1,20,0.05
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,28,1,0.0263743601290841,1,GPD1,1,20,0.05
WP_NUCLEAR_RECEPTORS,30,1,0.0282327342249871,1,NR1H3,1,20,0.05
WP_WHITE_FAT_CELL_DIFFERENTIATION,30,1,0.0282327342249871,1,NR1H3,1,20,0.05
WP_BASE_EXCISION_REPAIR,31,1,0.0291606571333422,1,NEIL2,1,20,0.05
WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA,34,1,0.0319393779873332,1,CTSK,1,20,0.05
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,36,1,0.0337876592251086,1,IGFBP2,1,20,0.05
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,38,1,0.0356325877325268,1,PDE9A,1,20,0.05
WP_IL26_SIGNALING,40,1,0.0374741692718036,1,CTSK,1,20,0.05
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,41,1,0.0383937067265239,1,NEIL2,1,20,0.05
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,44,1,0.0411473144480443,1,NR1H3,1,20,0.05
WP_PHOSPHOINOSITIDES_METABOLISM,46,1,0.0429788895627283,1,MTMR11,1,20,0.05
WP_GPCRS_OTHER,48,1,0.0448071406647399,1,HRH4,1,20,0.05
WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES,49,1,0.0457200214974772,1,CTSK,1,20,0.05
WP_PPAR_SIGNALING,52,1,0.0484536936838186,1,NR1H3,1,20,0.05
WP_RANKLRANK_SIGNALING,53,1,0.0493632633500382,1,CTSK,1,20,0.05
WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS,53,1,0.0493632633500382,1,BCAT1,1,20,0.05
WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,65,1,0.060213873249686,1,CTSK,1,20,0.05
WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,67,1,0.0620108299882993,1,CD1D,1,20,0.05
WP_AMINO_ACID_METABOLISM,73,1,0.0673821359105185,1,BCAT1,1,20,0.05
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES,93,1,0.0850762378698389,1,NR1H3,1,20,0.05
WP_ADIPOGENESIS,107,1,0.0972718468170809,1,NR1H3,1,20,0.05
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY,114,1,0.103311582981215,1,NR1H3,1,20,0.05
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK,119,1,0.107602155615281,1,NEIL2,1,20,0.05
WP_EBOLA_VIRUS_INFECTION_IN_HOST,121,1,0.109312917666947,1,CD300A,1,20,0.05
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,124,1,0.111873220079883,1,IGFBP2,1,20,0.05
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,139,1,0.124570203253457,1,NR1H3,1,20,0.05
WP_SMITHMAGENIS_AND_POTOCKILUPSKI_SYNDROME_COPY_NUMBER_VARIATION,149,1,0.132938849685124,1,NR1H3,1,20,0.05
WP_CIRCADIAN_RHYTHM_GENES,155,1,0.137923498130767,1,NR1H3,1,20,0.05
WP_IL18_SIGNALING,234,1,0.201067609777369,1,NR1H3,1,20,0.05
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,237,1,0.203376661501089,1,LPAR3,1,20,0.05
WP_NUCLEAR_RECEPTORS_METAPATHWAY,246,1,0.210265837857401,1,NR1H3,1,20,0.05
WP_PI3KAKT_SIGNALING,253,1,0.215584916704139,1,LPAR3,1,20,0.05
WP_CANCER_PATHWAYS,423,1,0.3347859478773,1,LPAR3,1,20,0.05
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,52,0,1,1,"",0,20,0
WP_10Q22Q23_COPY_NUMBER_VARIATION,46,0,1,1,"",0,20,0
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,49,0,1,1,"",0,20,0
WP_13Q1212_COPY_NUMBER_VARIATION,25,0,1,1,"",0,20,0
