,Set,N,DE,P.DE,FDR
1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,53,1,0.00252681764004736,1
2,WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,52,0,1,1
3,WP_10Q22Q23_COPY_NUMBER_VARIATION,46,0,1,1
4,WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,49,0,1,1
5,WP_13Q1212_COPY_NUMBER_VARIATION,25,0,1,1
6,WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1
7,WP_15Q11Q13_COPY_NUMBER_VARIATION,49,0,1,1
8,WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1
9,WP_15Q25_COPY_NUMBER_VARIATION,38,0,1,1
10,WP_16P112_DISTAL_DELETION_SYNDROME,28,0,1,1
11,WP_16P112_PROXIMAL_DELETION_SYNDROME,70,0,1,1
12,WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1
13,WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,68,0,1,1
14,WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,93,0,1,1
15,WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1
16,WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,92,0,1,1
17,WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,29,0,1,1
18,WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,51,0,1,1
19,WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,11,0,1,1
20,WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,105,0,1,1
