,Set,N,DE,P.DE,FDR
1,REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,52,1,0.00247914183551901,1
2,REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,66,1,0.00314660309892734,1
3,REACTOME_RHOB_GTPASE_CYCLE,67,1,0.00319427890345636,1
4,REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,69,1,0.00328963051251485,1
5,REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,88,1,0.00419547079856963,1
6,REACTOME_RHOA_GTPASE_CYCLE,140,1,0.00667461263408831,1
7,REACTOME_DEATH_RECEPTOR_SIGNALING,145,1,0.0069129916567342,1
8,REACTOME_RHO_GTPASE_CYCLE,421,1,0.0200715137067938,1
9,REACTOME_SIGNALING_BY_GPCR,441,1,0.021025029797378,1
10,REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,621,1,0.0296066746126341,1
11,REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1
12,REACTOME_ABACAVIR_ADME,5,0,1,1
13,REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1
14,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,94,0,1,1
15,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1
16,REACTOME_ABC_TRANSPORTER_DISORDERS,71,0,1,1
17,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1
18,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1
19,REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1
20,REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,7,0,1,1
