,NGenes,Direction,PValue,FDR
HALLMARK_CHOLESTEROL_HOMEOSTASIS,62,Up,0.0017167210064145,0.0858360503207252
HALLMARK_ESTROGEN_RESPONSE_EARLY,112,Down,0.023396139718051,0.584903492951276
HALLMARK_UV_RESPONSE_UP,115,Down,0.0581357608413369,0.773428324190009
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,85,Down,0.0801111501481444,0.773428324190009
HALLMARK_INTERFERON_GAMMA_RESPONSE,176,Down,0.132333852061423,0.773428324190009
HALLMARK_PEROXISOME,80,Up,0.133288758998766,0.773428324190009
HALLMARK_IL6_JAK_STAT3_SIGNALING,67,Down,0.148878602099702,0.773428324190009
HALLMARK_PANCREAS_BETA_CELLS,11,Down,0.180119835308008,0.773428324190009
HALLMARK_P53_PATHWAY,161,Down,0.198590618511098,0.773428324190009
HALLMARK_COAGULATION,70,Down,0.203316800356383,0.773428324190009
HALLMARK_HYPOXIA,132,Down,0.219816234651648,0.773428324190009
HALLMARK_APOPTOSIS,124,Down,0.227196391703772,0.773428324190009
HALLMARK_G2M_CHECKPOINT,162,Up,0.23575754073133,0.773428324190009
HALLMARK_INTERFERON_ALPHA_RESPONSE,92,Up,0.248403119932353,0.773428324190009
HALLMARK_MYC_TARGETS_V2,56,Down,0.261282744959625,0.773428324190009
HALLMARK_GLYCOLYSIS,137,Down,0.261732662099568,0.773428324190009
HALLMARK_BILE_ACID_METABOLISM,72,Up,0.280412110262793,0.773428324190009
HALLMARK_XENOBIOTIC_METABOLISM,129,Down,0.281923097739718,0.773428324190009
HALLMARK_FATTY_ACID_METABOLISM,128,Up,0.296672738659289,0.773428324190009
HALLMARK_ALLOGRAFT_REJECTION,133,Down,0.323110629194311,0.773428324190009
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,48,Down,0.332294890891073,0.773428324190009
HALLMARK_PI3K_AKT_MTOR_SIGNALING,86,Up,0.340308462643604,0.773428324190009
HALLMARK_KRAS_SIGNALING_UP,114,Up,0.374401317449191,0.791803134657086
HALLMARK_DNA_REPAIR,141,Down,0.380065504635401,0.791803134657086
HALLMARK_HEME_METABOLISM,142,Down,0.408973349585254,0.799898680128787
HALLMARK_MITOTIC_SPINDLE,175,Down,0.415947313666969,0.799898680128787
HALLMARK_HEDGEHOG_SIGNALING,17,Up,0.433861066011332,0.803446418539504
HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Down,0.483196418251246,0.806112792556255
HALLMARK_COMPLEMENT,141,Down,0.49097101059651,0.806112792556255
HALLMARK_ESTROGEN_RESPONSE_LATE,106,Down,0.503429168440038,0.806112792556255
HALLMARK_PROTEIN_SECRETION,90,Down,0.530902617570304,0.806112792556255
HALLMARK_APICAL_JUNCTION,102,Down,0.536517143526527,0.806112792556255
HALLMARK_TNFA_SIGNALING_VIA_NFKB,167,Up,0.542142178358842,0.806112792556255
HALLMARK_INFLAMMATORY_RESPONSE,129,Down,0.549866955817614,0.806112792556255
HALLMARK_ANDROGEN_RESPONSE,82,Up,0.564278954789379,0.806112792556255
HALLMARK_MTORC1_SIGNALING,180,Up,0.601658817127007,0.835637246009731
HALLMARK_TGF_BETA_SIGNALING,45,Down,0.659247688911523,0.883011383216646
HALLMARK_MYOGENESIS,94,Down,0.671088651244651,0.883011383216646
HALLMARK_MYC_TARGETS_V1,191,Up,0.698536483174712,0.895559593813733
HALLMARK_ADIPOGENESIS,170,Up,0.716737088440277,0.895921360550346
HALLMARK_E2F_TARGETS,176,Down,0.856992973106698,0.957700682672247
HALLMARK_APICAL_SURFACE,20,Up,0.868018110545095,0.957700682672247
HALLMARK_UV_RESPONSE_DN,99,Down,0.869543104582906,0.957700682672247
HALLMARK_WNT_BETA_CATENIN_SIGNALING,29,Down,0.895924118476616,0.957700682672247
HALLMARK_KRAS_SIGNALING_DN,53,Up,0.901023449798487,0.957700682672247
HALLMARK_IL2_STAT5_SIGNALING,146,Down,0.904141960182124,0.957700682672247
HALLMARK_NOTCH_SIGNALING,25,Up,0.915427261432307,0.957700682672247
HALLMARK_SPERMATOGENESIS,59,Down,0.950191217687367,0.957700682672247
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,103,Up,0.954944621134869,0.957700682672247
HALLMARK_ANGIOGENESIS,19,Down,0.957700682672247,0.957700682672247
