,NGenes,Direction,PValue,FDR
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,53,Up,1.14593146485691e-05,0.0172577278607451
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,51,Up,3.45738710461887e-05,0.0260341248977801
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,10,Up,0.000308224355836243,0.154728626629794
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,8,Up,0.00050426521394271,0.18985585304943
REACTOME_GABA_RECEPTOR_ACTIVATION,19,Up,0.000649135427235099,0.195519590683212
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES,12,Up,0.000955578032558795,0.224353094792089
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,98,Up,0.00116701857773452,0.224353094792089
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,8,Up,0.00125112638782194,0.224353094792089
REACTOME_GABA_B_RECEPTOR_ACTIVATION,16,Up,0.00147961153952104,0.224353094792089
REACTOME_TYROSINE_CATABOLISM,2,Up,0.00154907235034006,0.224353094792089
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,5,Up,0.00164142044129247,0.224353094792089
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,19,Up,0.00178767406208836,0.224353094792089
REACTOME_SELENOAMINO_ACID_METABOLISM,100,Up,0.00269167932906237,0.293013111333807
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING,4,Up,0.00282985483940697,0.293013111333807
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,31,Up,0.00291845728420127,0.293013111333807
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS,5,Down,0.00352429762447112,0.313979205367354
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,29,Up,0.00354425397825034,0.313979205367354
REACTOME_PI_3K_CASCADE_FGFR1,9,Up,0.00417915125053635,0.349655654628208
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,113,Up,0.00485583456850863,0.384888782114421
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,90,Up,0.00526154386454429,0.396194253000185
REACTOME_RECYCLING_PATHWAY_OF_L1,29,Down,0.00587668625318005,0.421442357013769
REACTOME_RSK_ACTIVATION,6,Down,0.00741807626049739,0.426442043239138
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,82,Up,0.00760303843720444,0.426442043239138
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,7,Up,0.00783491211798046,0.426442043239138
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION,6,Down,0.00813286956806323,0.426442043239138
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS,4,Up,0.00815727743214387,0.426442043239138
REACTOME_PI_3K_CASCADE_FGFR2,7,Up,0.00854130328310173,0.426442043239138
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,10,Up,0.00892292954746118,0.426442043239138
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,79,Up,0.00952088604413156,0.426442043239138
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,110,Up,0.00960978730508483,0.426442043239138
REACTOME_INFLUENZA_INFECTION,152,Up,0.0097223427590888,0.426442043239138
REACTOME_L1CAM_INTERACTIONS,62,Down,0.00989738650299484,0.426442043239138
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,1,Up,0.00993380660040346,0.426442043239138
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,1,Up,0.00993380660040346,0.426442043239138
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS,1,Up,0.00993380660040346,0.426442043239138
REACTOME_INTERFERON_SIGNALING,164,Up,0.0101938337029276,0.426442043239138
REACTOME_CREATINE_METABOLISM,2,Down,0.0114473286940148,0.457063297009046
REACTOME_FCGR_ACTIVATION,11,Up,0.0118082008911193,0.457063297009046
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY,4,Down,0.0120110085548807,0.457063297009046
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,25,Up,0.0121397954052868,0.457063297009046
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,19,Up,0.0127641070688537,0.46884744501692
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,23,Up,0.0137225778102892,0.492052432911797
REACTOME_BETA_DEFENSINS,3,Up,0.0144746711765387,0.499943964247738
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,22,Down,0.0146721966566398,0.499943964247738
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,19,Up,0.0149385646687571,0.499943964247738
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM,7,Up,0.0153724275160838,0.500221775583534
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,5,Up,0.0156111709511461,0.500221775583534
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,10,Down,0.0167242477949059,0.501548618544024
REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION,4,Down,0.0169364734938635,0.501548618544024
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,17,Down,0.0175197630298704,0.501548618544024
