,NGenes,Direction,PValue,FDR
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,90,Up,1.46102820840803e-28,2.2003084818625e-25
REACTOME_SELENOAMINO_ACID_METABOLISM,100,Up,4.54719329596111e-23,3.42403655185871e-20
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,98,Up,9.49529823566832e-23,4.7666397143055e-20
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,113,Up,5.92584212431034e-21,2.23107955980284e-18
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,110,Up,2.16716559558615e-19,6.52750277390548e-17
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,117,Up,1.38009656349675e-18,3.46404237437684e-16
REACTOME_INFLUENZA_INFECTION,152,Up,3.01335522227507e-14,6.48301852106607e-12
REACTOME_RRNA_PROCESSING,197,Up,2.83889412584841e-09,5.34421819190964e-07
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,157,Up,3.31115530342771e-09,5.54066654106904e-07
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,59,Up,4.84116469874464e-09,7.29079403630943e-07
REACTOME_RECYCLING_PATHWAY_OF_L1,29,Down,2.62356706131321e-08,3.3196835932712e-06
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,22,Down,2.64516620977785e-08,3.3196835932712e-06
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,18,Down,1.43571991580317e-07,1.66322630246121e-05
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,186,Up,7.97436622186751e-07,8.57813966438034e-05
REACTOME_INTERLEUKIN_10_SIGNALING,33,Down,1.1275434341589e-06,0.000113205360789554
REACTOME_TRANSLATION,271,Up,1.66726473278173e-06,0.00015693129297308
REACTOME_L1CAM_INTERACTIONS,62,Down,2.6101408366844e-06,0.000231227770590983
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,33,Down,1.02137677149685e-05,0.00085455189881903
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,37,Down,1.16297688906069e-05,0.000921812207855472
REACTOME_CHOLESTEROL_BIOSYNTHESIS,24,Down,1.32379068189041e-05,0.000996814383463477
REACTOME_MAP2K_AND_MAPK_ACTIVATION,30,Down,1.41986859743191e-05,0.00101824862272974
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,13,Down,9.423442565203e-05,0.00645077477417987
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,17,Down,0.000158724120392009,0.0103929793613203
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,9,Down,0.000180913227942085,0.011026767701413
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,90,Down,0.000183318025057373,0.011026767701413
REACTOME_ONCOGENIC_MAPK_SIGNALING,56,Down,0.00019036916350381,0.011026767701413
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,23,Down,0.000235952989191477,0.0131609333971246
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,55,Down,0.000278917558763791,0.0150017801249382
REACTOME_EPHRIN_SIGNALING,12,Down,0.000487122835378238,0.0252967927613664
REACTOME_EPH_EPHRIN_SIGNALING,61,Down,0.000523988082912911,0.0253144206072847
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,3,Up,0.000528385644770682,0.0253144206072847
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,40,Down,0.00053788941529423,0.0253144206072847
REACTOME_GAP_JUNCTION_ASSEMBLY,6,Down,0.000644469451669876,0.028546205712201
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,6,Down,0.000644469451669876,0.028546205712201
REACTOME_SIGNALING_BY_INTERLEUKINS,321,Down,0.0006811969500009,0.0293109316200387
REACTOME_INTERLEUKIN_1_SIGNALING,96,Down,0.000737097243437857,0.030835234683817
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,45,Down,0.00076056010580142,0.0309568518739713
REACTOME_P75NTR_REGULATES_AXONOGENESIS,4,Down,0.000818004101977097,0.0324187941467765
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,264,Up,0.000889960462519048,0.0339892047809515
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,15,Down,0.000902767723265643,0.0339892047809515
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,5,Down,0.00107544248498088,0.0389048857302488
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,17,Down,0.00108499681319419,0.0389048857302488
REACTOME_SMOOTH_MUSCLE_CONTRACTION,22,Down,0.00115371011186871,0.0404066843831226
REACTOME_MUSCLE_CONTRACTION,72,Down,0.00119281760912884,0.0408268936215463
REACTOME_LDL_CLEARANCE,15,Down,0.00135757690999471,0.0449584812894377
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,50,Down,0.00137323382424577,0.0449584812894377
REACTOME_ERK_MAPK_TARGETS,20,Down,0.0016422717074053,0.0526225785394124
REACTOME_RHO_GTPASES_ACTIVATE_KTN1,9,Down,0.0021208690831818,0.0665422674848289
REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE,77,Down,0.0022079030908117,0.0671057251145465
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,16,Down,0.00224861101742158,0.0671057251145465
