Set,N,DE,P.DE,FDR,DEG.GENES
REACTOME_VISUAL_PHOTOTRANSDUCTION,70,2,0.000678511566157691,1,"RGS9,DHRS9"
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION,8,1,0.00446791443646755,1,RRAS
REACTOME_SENSORY_PERCEPTION,195,2,0.00511184732507783,1,"RGS9,DHRS9"
REACTOME_TGFBR3_PTM_REGULATION,10,1,0.0055820301341768,1,MMP14
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION,14,1,0.00780683350860478,1,RRAS
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,15,1,0.00836232095835343,1,DHRS9
REACTOME_RA_BIOSYNTHESIS_PATHWAY,16,1,0.0089175233167953,1,DHRS9
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,17,1,0.00947244071695419,1,SLC46A1
REACTOME_GLUCONEOGENESIS,18,1,0.0100270732917944,1,SLC37A1
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,24,1,0.0133488948481779,1,MMP14
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,24,1,0.0133488948481779,1,RRAS
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,25,1,0.0139015373641327,1,RGS9
REACTOME_MEIOTIC_SYNAPSIS,32,1,0.0177620970089923,1,SYNE1
REACTOME_SYNTHESIS_OF_PA,32,1,0.0177620970089923,1,GPD1
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,33,1,0.0183124731219871,1,RGS9
REACTOME_SIGNALING_BY_RETINOIC_ACID,35,1,0.019412377363641,1,DHRS9
REACTOME_ION_HOMEOSTASIS,37,1,0.0205111518393631,1,CLIC2
REACTOME_RHOV_GTPASE_CYCLE,37,1,0.0205111518393631,1,ARHGAP12
REACTOME_SIGNALING_BY_TGFBR3,38,1,0.0210601157447353,1,MMP14
REACTOME_RHOF_GTPASE_CYCLE,40,1,0.0221571975494881,1,ARHGAP12
REACTOME_HEME_SIGNALING,46,1,0.0254416843942416,1,SLC46A1
REACTOME_COLLAGEN_DEGRADATION,49,1,0.0270801326294774,1,MMP14
REACTOME_RHOD_GTPASE_CYCLE,52,1,0.0287160554662288,1,ARHGAP12
REACTOME_IRON_UPTAKE_AND_TRANSPORT,54,1,0.0298052694394703,1,SLC46A1
REACTOME_MEIOSIS,55,1,0.0303494564436169,1,SYNE1
REACTOME_SEMAPHORIN_INTERACTIONS,60,1,0.0330661968722928,1,RRAS
REACTOME_GLUCOSE_METABOLISM,73,1,0.0400971008901475,1,SLC37A1
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,596,2,0.0423128457895387,1,"CLIC2,SLC46A1"
REACTOME_REPRODUCTION,80,1,0.0438635313223329,1,SYNE1
REACTOME_STIMULI_SENSING_CHANNELS,82,1,0.0449371633176293,1,CLIC2
REACTOME_CARDIAC_CONDUCTION,84,1,0.0460096901072908,1,CLIC2
REACTOME_PROTEIN_FOLDING,85,1,0.0465455393732864,1,RGS9
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,108,1,0.0587941811859176,1,MMP14
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,111,1,0.060381151462974,1,GPD1
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,122,1,0.0661790805594141,1,SLC46A1
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,123,1,0.0667045354517182,1,LILRB2
REACTOME_MUSCLE_CONTRACTION,136,1,0.0735108303015374,1,CLIC2
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,142,1,0.0766368247726861,1,MMP14
REACTOME_ION_CHANNEL_TRANSPORT,144,1,0.0776766724821448,1,CLIC2
REACTOME_RAC1_GTPASE_CYCLE,178,1,0.0951906512388982,1,ARHGAP12
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,179,1,0.0957011219575223,1,SLC46A1
REACTOME_PHOSPHOLIPID_METABOLISM,193,1,0.102820047628172,1,GPD1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,212,1,0.112399287787126,1,RGS9
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,218,1,0.115404775699594,1,DHRS9
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,238,1,0.125355823229867,1,MMP14
REACTOME_METABOLISM_OF_CARBOHYDRATES,247,1,0.129800227635288,1,SLC37A1
REACTOME_RHO_GTPASE_CYCLE,430,1,0.215798462243738,1,ARHGAP12
REACTOME_NEUTROPHIL_DEGRANULATION,445,1,0.222489878524668,1,LILRB2
REACTOME_SIGNALING_BY_GPCR,464,1,0.230890532044947,1,RGS9
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,496,1,0.244851151153659,1,RRAS
