,NGenes,Direction,PValue,FDR
REACTOME_COLLAGEN_DEGRADATION,16,Up,1.87426621746654e-05,0.0161982435010477
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,42,Up,2.15832691552934e-05,0.0161982435010477
REACTOME_METALLOTHIONEINS_BIND_METALS,5,Up,7.54112105528147e-05,0.0302139904207665
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,7,Up,8.05169631466129e-05,0.0302139904207665
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,6,Down,0.000535168520397545,0.140782516726341
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,7,Up,0.000562754896974047,0.140782516726341
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,0.000873685529884671,0.169763722080636
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS,6,Down,0.000904803315553021,0.169763722080636
REACTOME_COMPLEX_I_BIOGENESIS,49,Up,0.00169561089510843,0.214750739132222
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,11,Up,0.00180165734671803,0.214750739132222
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS,6,Down,0.00206224798454036,0.214750739132222
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,108,Up,0.00224532419251418,0.214750739132222
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO,2,Down,0.00226071059249257,0.214750739132222
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,90,Up,0.00232353693583099,0.214750739132222
REACTOME_CGMP_EFFECTS,5,Up,0.00250060570713242,0.214750739132222
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,5,Up,0.00250060570713242,0.214750739132222
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,3,Down,0.00263302355658365,0.214750739132222
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,32,Down,0.00268798861206056,0.214750739132222
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,23,Up,0.00271836378648383,0.214750739132222
