Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_OREXIN_RECEPTOR_PATHWAY,154,7,5.2075507734536e-06,0.00303330396532692,"CRH,PRKCB,CXCL2,NR4A3,SPP1,PRKCZ,OPRK1",7,94,0.074468085106383
WP_FOCAL_ADHESION,172,7,1.07481117492861e-05,0.00303330396532692,"PDGFB,LAMC1,PRKCB,CCND2,CAPN2,PDGFD,SPP1",7,94,0.074468085106383
WP_IL18_SIGNALING,241,8,1.0963749272266e-05,0.00303330396532692,"CCL20,PRKCB,CXCL3,CXCL2,TGM2,PTGS2,LRRFIP1,SPP1",8,94,0.0851063829787234
WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,86,5,3.82186587064606e-05,0.0069391319721707,"CCL20,CCL24,CXCL3,CXCL2,SPP1",5,94,0.0531914893617021
WP_CHEMOKINE_SIGNALING,149,6,5.00348556657613e-05,0.0069391319721707,"CCL20,CCL24,PRKCB,CXCL3,PRKCZ,GNG12",6,94,0.0638297872340426
WP_SPINAL_CORD_INJURY,91,5,5.01623997988243e-05,0.0069391319721707,"CXCL2,FCGR2A,PTGS2,IL1R1,LTB4R",5,94,0.0531914893617021
WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA,59,4,0.000130929240008003,0.0155244670295203,"SPP1,ITGAX,C3,TYROBP",4,94,0.0425531914893617
WP_METABOLISM_OF_ALPHALINOLENIC_ACID,5,2,0.000188420090997208,0.0195485844409603,"PTGS2,FADS2",2,94,0.0212765957446809
WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,198,6,0.000238062362773346,0.0219546401224308,"CCL20,CCL24,CXCL3,CXCL2,IL1R1,CCR5",6,94,0.0638297872340426
WP_COMPLEMENT_SYSTEM,71,4,0.000268529784976611,0.0222879721530587,"LAMC1,SPP1,ITGAX,C3",4,94,0.0425531914893617
WP_VEGFAVEGFR2_SIGNALING,398,8,0.000363261495667354,0.0258156977700472,"CRIP2,MEF2C,PRKCB,NFATC2,CAPN2,PTGS2,NR4A3,PRKCZ",8,94,0.0851063829787234
WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS,7,2,0.000393424765989881,0.0258156977700472,"CRH,PRKCB",2,94,0.0212765957446809
WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,33,3,0.000404342254229654,0.0258156977700472,"PRKCB,C3,PRKCZ",3,94,0.0319148936170213
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,91,4,0.000690971595981352,0.0365136481279638,"ATP8B1,ITGAX,C3,PRKCZ",4,94,0.0425531914893617
WP_INTEGRINMEDIATED_CELL_ADHESION,92,4,0.000719976540443277,0.0365136481279638,"CAPN11,TNS1,CAPN2,ITGAX",4,94,0.0425531914893617
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,249,6,0.000800516492558989,0.0365136481279638,"PDGFB,LAMC1,PDGFD,SPP1,ITGAX,GNG12",6,94,0.0638297872340426
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,42,3,0.00082686217654995,0.0365136481279638,"AKR1C1,S100A10,PTGS2",3,94,0.0319148936170213
WP_SEROTONIN_AND_ANXIETY,10,2,0.000835854595700376,0.0365136481279638,"CRH,PRKCB",2,94,0.0212765957446809
WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION,10,2,0.000835854595700376,0.0365136481279638,"MEF2C,CCND2",2,94,0.0212765957446809
WP_PI3KAKT_SIGNALING,267,6,0.00114753766643914,0.0476228131572244,"PDGFB,LAMC1,CCND2,PDGFD,SPP1,GNG12",6,94,0.0638297872340426
WP_LUNG_FIBROSIS,50,3,0.00137643895112426,0.0528399458959816,"PDGFB,CXCL2,SPP1",3,94,0.0319148936170213
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,187,5,0.0014005768791706,0.0528399458959816,"CCL20,CXCL3,CXCL2,PTGS2,CCR5",5,94,0.0531914893617021
WP_OSTEOCLAST_SIGNALING,15,2,0.00192268733346219,0.0693839342075486,"PDGFB,SPP1",2,94,0.0212765957446809
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,128,4,0.00243876615534295,0.0790471695152739,"CRH,PRKCB,PRKCZ,GNG12",4,94,0.0425531914893617
WP_HYPERTROPHY_MODEL,17,2,0.00247617639445436,0.0790471695152739,"IL1R1,NR4A3",2,94,0.0212765957446809
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS,17,2,0.00247617639445436,0.0790471695152739,"PDGFB,CXCL2",2,94,0.0212765957446809
WP_CANCER_PATHWAYS,435,7,0.0030281409773682,0.0930872967116891,"PDGFB,LAMC1,PRKCB,CCND2,PTGS2,AR,GNG12",7,94,0.074468085106383
WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS,20,2,0.00342992233731011,0.101672697855978,"NFATC2,CAPN2",2,94,0.0212765957446809
WP_MONOAMINE_TRANSPORT,22,2,0.00414638907094363,0.118672514789076,"NECTIN2,IL1R1",2,94,0.0212765957446809
WP_EBSTEINBARR_VIRUS_LMP1_SIGNALING,23,2,0.00452838036780796,0.12528519017602,"CCL20,PDLIM7",2,94,0.0212765957446809
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,77,3,0.00471785161350791,0.126316672232631,"PDGFB,PRKCB,PDGFD",3,94,0.0319148936170213
WP_GLIOBLASTOMA_SIGNALING,79,3,0.00506827393824812,0.131458355273311,"PRKCB,CCND2,PRKCZ",3,94,0.0319148936170213
WP_G_PROTEIN_SIGNALING,81,3,0.00543400177183935,0.136673377897778,"PRKCB,PRKCZ,GNG12",3,94,0.0319148936170213
WP_HEART_DEVELOPMENT,26,2,0.00576767946576524,0.14079923401721,"MEF2C,NFATC2",2,94,0.0212765957446809
WP_WNT_SIGNALING_AND_PLURIPOTENCY,86,3,0.00641643803317873,0.149336487312787,"PRKCB,CCND2,PRKCZ",3,94,0.0319148936170213
WP_WNT_SIGNALING_WP428,87,3,0.0066247683619641,0.149336487312787,"PRKCB,CCND2,NFATC2",3,94,0.0319148936170213
WP_16P112_DISTAL_DELETION_SYNDROME,28,2,0.00667024613393345,0.149336487312787,"NFATC2,C3",2,94,0.0212765957446809
WP_OSTEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES,88,3,0.00683709219022397,0.149336487312787,"PRKCB,HES6,PRKCZ",3,94,0.0319148936170213
WP_B_CELL_RECEPTOR_SIGNALING,95,3,0.00843668552258356,0.179549973942163,"MEF2C,PRKCB,NFATC2",3,94,0.0319148936170213
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,33,2,0.00918590487556309,0.190607526167934,"CXCL2,PTGS2",2,94,0.0212765957446809
WP_PEPTIDE_GPCRS,36,2,0.0108676663869057,0.218841374871617,"CCR5,OPRK1",2,94,0.0212765957446809
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,105,3,0.011073900897118,0.218841374871617,"MEF2C,HES6,LRRFIP1",3,94,0.0319148936170213
WP_MAPK_SIGNALING,204,4,0.0124611095399835,0.236766848451517,"PDGFB,MEF2C,IL1R1,GNG12",4,94,0.0425531914893617
WP_GASTRIN_SIGNALING,110,3,0.0125514955805624,0.236766848451517,"MEF2C,PTGS2,YES1",3,94,0.0319148936170213
