,Set,N,DE,P.DE,FDR
1,REACTOME_MEMBRANE_TRAFFICKING,586,7,7.63721765482913e-05,0.0942135199267056
2,REACTOME_VESICLE_MEDIATED_TRANSPORT,620,7,0.000108603481183522,0.0942135199267056
3,REACTOME_CARGO_CONCENTRATION_IN_THE_ER,32,2,0.00152826811405456,0.795856794130454
4,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,135,3,0.00186097283995334,0.795856794130454
5,REACTOME_RHOD_GTPASE_CYCLE,52,2,0.00399355696216577,0.795856794130454
6,REACTOME_SIGNALING_BY_PDGF,52,2,0.00399355696216577,0.795856794130454
7,REACTOME_INNATE_IMMUNE_SYSTEM,921,6,0.00583875420643933,0.795856794130454
8,REACTOME_DRUG_ADME,64,2,0.00598930697773735,0.795856794130454
9,REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,68,2,0.00673697242912001,0.795856794130454
10,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,69,2,0.00693019489770933,0.795856794130454
11,REACTOME_VISUAL_PHOTOTRANSDUCTION,70,2,0.00712592130375771,0.795856794130454
12,REACTOME_PREDNISONE_ADME,4,1,0.00721684693550051,0.795856794130454
13,REACTOME_TYROSINE_CATABOLISM,4,1,0.00721684693550051,0.795856794130454
14,REACTOME_RHOG_GTPASE_CYCLE,72,2,0.00752484910825825,0.795856794130454
15,REACTOME_RHOC_GTPASE_CYCLE,73,2,0.00772803215577201,0.795856794130454
16,REACTOME_NEUTROPHIL_DEGRANULATION,445,4,0.00832545753399648,0.795856794130454
17,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,5,1,0.00901311429664731,0.795856794130454
18,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,5,1,0.00901311429664731,0.795856794130454
19,REACTOME_RAC2_GTPASE_CYCLE,86,2,0.0105906350938677,0.795856794130454
20,REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,6,1,0.0108062148136014,0.795856794130454
