,Set,N,DE,P.DE,FDR
1,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,241,9,8.29640439015279e-07,0.00143942616169151
2,REACTOME_INTERLEUKIN_10_SIGNALING,44,4,3.54348058187697e-05,0.0307396940477827
3,REACTOME_GPCR_LIGAND_BINDING,261,7,0.000119780687283792,0.0692731641457929
4,REACTOME_HEMOSTASIS,499,9,0.000258829986428225,0.112267506613242
5,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,146,5,0.000387403698496228,0.134429083378191
6,REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS,10,2,0.000775699993505992,0.137425810169296
7,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,171,5,0.000794320979019271,0.137425810169296
8,REACTOME_SIGNALING_BY_GPCR,467,8,0.000806528349108227,0.137425810169296
9,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,470,8,0.000840593548359095,0.137425810169296
10,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,47,3,0.00103129449848426,0.137425810169296
11,REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,12,2,0.00113145570392822,0.137425810169296
12,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,108,4,0.0011390276731308,0.137425810169296
13,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,188,5,0.00121288748745095,0.137425810169296
14,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,50,3,0.00123525729464553,0.137425810169296
15,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,50,3,0.00123525729464553,0.137425810169296
16,REACTOME_NEURONAL_SYSTEM,284,6,0.00129537605840097,0.137425810169296
17,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,113,4,0.0013467820650553,0.137425810169296
18,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,195,5,0.0014257432755316,0.137425810169296
19,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,14,2,0.00155148956010094,0.140662172124563
20,REACTOME_ECM_PROTEOGLYCANS,55,3,0.00162847012598497,0.140662172124563
