,Set,N,DE,P.DE,FDR
1,HP_ABNORMALITY_OF_CARDIOVASCULAR_SYSTEM_ELECTROPHYSIOLOGY,452,4,8.25788650006628e-05,0.780016728451383
2,GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,190,3,0.000139796930385659,0.780016728451383
3,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,43,2,0.000253231380304041,0.780016728451383
4,GOBP_GLIAL_CELL_MIGRATION,53,2,0.000385244049060572,0.780016728451383
5,HP_ABNORMAL_HEART_VALVE_MORPHOLOGY,311,3,0.000593857710207945,0.780016728451383
6,HP_ABNORMAL_ATRIOVENTRICULAR_CONDUCTION,66,2,0.000597266472416212,0.780016728451383
7,GOBP_MONOATOMIC_CATION_TRANSPORT,764,4,0.000616848229451392,0.780016728451383
8,GOBP_CALCIUM_ION_TRANSPORT,324,3,0.000669003287564557,0.780016728451383
9,GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,340,3,0.000769542506451889,0.780016728451383
10,HP_SUPRAVENTRICULAR_ARRHYTHMIA,84,2,0.000965274890155617,0.780016728451383
11,GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,86,2,0.00101144539144238,0.780016728451383
12,GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,90,2,0.00110693074719273,0.780016728451383
13,GOBP_MONOATOMIC_ION_TRANSPORT,904,4,0.00116027512057144,0.780016728451383
14,HP_HEART_BLOCK,95,2,0.0012321625282272,0.780016728451383
15,HP_KYPHOSIS,401,3,0.00124013690753484,0.780016728451383
16,HP_ABNORMAL_FACIAL_SHAPE,956,4,0.00142891841027439,0.780016728451383
17,GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,104,2,0.00147393599929099,0.780016728451383
18,HP_CARDIAC_CONDUCTION_ABNORMALITY,105,2,0.00150209163790436,0.780016728451383
19,HP_HYPERTRIGLYCERIDEMIA,109,2,0.00161728649926546,0.780016728451383
20,HP_MITRAL_VALVE_PROLAPSE,111,2,0.00167642386317986,0.780016728451383
