Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
REACTOME_NEUTROPHIL_DEGRANULATION,445,18,4.87512482322029e-09,8.45346644346398e-06,"PPBP,SELL,LILRB2,C3,PADI2,SVIP,MGST1,FCN1,CDA,ADGRE3,LCN2,SIRPB1,TRPM2,PSMA2,CLEC12A,ARL8A,LAMP1,LYZ",18,157,0.114649681528662
REACTOME_INNATE_IMMUNE_SYSTEM,921,22,1.03082992665487e-06,0.000893729546409769,"PPBP,SELL,LILRB2,C3,PADI2,SVIP,MGST1,FCN1,CDA,ADGRE3,LCN2,ARPC1B,SIRPB1,DEFB1,CAPZA2,TRPM2,PSMA2,CLEC12A,ARL8A,LAMP1,LYZ,GAB2",22,157,0.140127388535032
REACTOME_SIGNALING_BY_GPCR,464,12,0.000163809310547556,0.0946817814964873,"PPBP,C3,ECE1,PLEKHG2,CCR1,ADGRE3,GRK6,PDE8B,PDE4B,PIK3CG,ADCY9,CCL4",12,157,0.0764331210191083
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,123,6,0.00029358327546654,0.127268349914745,"SELL,LILRB2,C3,SIGLEC12,CD300C,CD99",6,157,0.0382165605095541
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,111,5,0.0013547133305665,0.368602412938178,"PPBP,C3,ECE1,CCR1,CCL4",5,157,0.0318471337579618
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,8,2,0.00144830898597452,0.368602412938178,"CASP7,SEPTIN4",2,157,0.0127388535031847
REACTOME_ANTIMICROBIAL_PEPTIDES,31,3,0.00148801435442171,0.368602412938178,"LCN2,DEFB1,LYZ",3,157,0.0191082802547771
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,89,4,0.00416569968279299,0.700472067062217,"C3,CALU,NUCB1,GOLM1",4,157,0.0254777070063694
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,212,6,0.00477378418286684,0.700472067062217,"PPBP,C3,CCR1,PDE4B,ADCY9,CCL4",6,157,0.0382165605095541
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,47,3,0.0049284748131456,0.700472067062217,"PPBP,CCR1,CCL4",3,157,0.0191082802547771
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,48,3,0.00522914280148479,0.700472067062217,"KRT18,KRT8,CELA2A",3,157,0.0191082802547771
REACTOME_KERATINIZATION,48,3,0.00522914280148479,0.700472067062217,"KRT18,KRT8,CELA2A",3,157,0.0191082802547771
REACTOME_LONG_TERM_POTENTIATION,15,2,0.00525152068731766,0.700472067062217,"DLG2,NRGN",2,157,0.0127388535031847
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,17,2,0.00673708564594939,0.793308233867962,"C3,FCN1",2,157,0.0127388535031847
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,1,1,0.00732002983961211,0.793308233867962,FCN1,1,157,0.00636942675159236
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,1,1,0.00732002983961211,0.793308233867962,FCN1,1,157,0.00636942675159236
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,20,2,0.00927794887158347,0.918155785557202,"CASP7,SEPTIN4",2,157,0.0127388535031847
REACTOME_HEMOSTASIS,496,9,0.0109790158969222,0.918155785557202,"PPBP,SELL,CALU,CAPZA2,BCAR1,ATP1B3,PIK3CG,TNFRSF10D,CD99",9,157,0.0573248407643312
REACTOME_DEVELOPMENTAL_BIOLOGY,961,14,0.011108273769546,0.918155785557202,"CCND3,WFDC2,CSPG4,AQP3,ARPC1B,KRT18,MAFB,KRT8,PRNP,COL9A2,EZR,PSMA2,CELA2A,GAB2",14,157,0.089171974522293
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,118,4,0.0111297271266932,0.918155785557202,"SELL,ATP1B3,TNFRSF10D,CD99",4,157,0.0254777070063694
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,185,5,0.0117680433601521,0.918155785557202,"PPBP,C3,ECE1,CCR1,CCL4",5,157,0.0318471337579618
REACTOME_GPCR_LIGAND_BINDING,258,6,0.0119711293442384,0.918155785557202,"PPBP,C3,ECE1,CCR1,ADGRE3,CCL4",6,157,0.0382165605095541
REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,23,2,0.0121785369479906,0.918155785557202,"CSPG4,AQP3",2,157,0.0127388535031847
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,719,11,0.016913439042579,1,"SELL,LILRB2,C3,HLA-DQA2,CAPZA2,ERAP2,PSMA2,SIGLEC12,UNKL,CD300C,CD99",11,157,0.0700636942675159
REACTOME_MUSCLE_CONTRACTION,136,4,0.0178879569212325,1,"TNNI2,ATP1B3,MYL6B,ANXA6",4,157,0.0254777070063694
REACTOME_NCAM1_INTERACTIONS,29,2,0.0189926801043816,1,"PRNP,COL9A2",2,157,0.0127388535031847
REACTOME_SMOOTH_MUSCLE_CONTRACTION,34,2,0.0256278241616723,1,"MYL6B,ANXA6",2,157,0.0127388535031847
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,36,2,0.0285084479119148,1,"AQP3,ADCY9",2,157,0.0127388535031847
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,4,1,0.0289621917060373,1,CSPG4,1,157,0.00636942675159236
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,4,1,0.0289621917060373,1,CSPG4,1,157,0.00636942675159236
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,4,1,0.0289621917060373,1,CSPG4,1,157,0.00636942675159236
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,1,0.0289621917060373,1,LCN2,1,157,0.00636942675159236
REACTOME_PREDNISONE_ADME,4,1,0.0289621917060373,1,HSD11B1,1,157,0.00636942675159236
REACTOME_LEISHMANIA_INFECTION,158,4,0.029027797171914,1,"C3,ARPC1B,CD163,ADCY9",4,157,0.0254777070063694
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,596,9,0.0315948519687474,1,"AQP3,LCN2,SLC1A5,TRPM2,PLTP,CES3,PSMA2,ATP1B3,ADCY9",9,157,0.0573248407643312
REACTOME_APOPTOSIS,168,4,0.0351933656005757,1,"HMGB2,CASP7,PSMA2,SEPTIN4",4,157,0.0254777070063694
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,98,3,0.0353285600641975,1,"GRK6,PDE8B,ADCY9",3,157,0.0191082802547771
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,5,1,0.0360715433149794,1,AR,1,157,0.00636942675159236
REACTOME_ACTIVATION_OF_C3_AND_C5,5,1,0.0360715433149794,1,C3,1,157,0.00636942675159236
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,5,1,0.0360715433149794,1,C3,1,157,0.00636942675159236
