,NGenes,Direction,PValue,FDR
GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION,1,Down,2.16375027969337e-09,2.17824740656731e-05
GO_MHC_CLASS_II_PROTEIN_COMPLEX,13,Down,6.66501885094704e-06,0.0335483723862419
GO_MHC_CLASS_I_RECEPTOR_ACTIVITY,4,Down,2.53862754964747e-05,0.0718117198427753
GO_MHC_CLASS_IB_PROTEIN_BINDING,4,Down,2.85335133973479e-05,0.0718117198427753
GO_RETINOL_METABOLIC_PROCESS,19,Up,3.98988073568656e-05,0.0744964915587304
GO_COLLAGEN_CATABOLIC_PROCESS,16,Down,5.16307533912714e-05,0.0744964915587304
GO_TESTOSTERONE_DEHYDROGENASE_NADPLUS_ACTIVITY,3,Up,5.18004808692871e-05,0.0744964915587304
GO_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,1,Down,6.14494181771145e-05,0.0773264115986264
GO_IMMUNE_RECEPTOR_ACTIVITY,55,Down,0.000111879754346642,0.124187329841545
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION,4,Up,0.000123360812398475,0.124187329841545
GO_STEROL_BIOSYNTHETIC_PROCESS,61,Up,0.000169839278557516,0.155433819748955
GO_SMN_SM_PROTEIN_COMPLEX,17,Down,0.000303388452202041,0.254517629026496
GO_ENDOLYSOSOME_LUMEN,5,Down,0.000372431409060429,0.262888552746111
GO_MHC_CLASS_II_RECEPTOR_ACTIVITY,7,Down,0.000387462683689991,0.262888552746111
GO_PROPRIOCEPTION,2,Up,0.000391708382953378,0.262888552746111
GO_RETINOL_DEHYDROGENASE_ACTIVITY,6,Up,0.000426564964744467,0.268389343755159
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING,5,Down,0.000609520412639522,0.360943646708357
GO_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION,10,Down,0.000656570030631066,0.36720502768683
GO_TESTOSTERONE_DEHYDROGENASE_NAD_P_ACTIVITY,4,Up,0.000749251471794926,0.388314211400281
GO_ADHERENS_JUNCTION_ORGANIZATION,34,Down,0.00083931207769668,0.388314211400281
GO_MHC_PROTEIN_COMPLEX,18,Down,0.000850233413877043,0.388314211400281
GO_FOLATE_IMPORT_ACROSS_PLASMA_MEMBRANE,4,Down,0.000893964255239821,0.388314211400281
GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,10,Down,0.000937029152345818,0.388314211400281
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,66,Down,0.000948523249963669,0.388314211400281
GO_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING,9,Down,0.000964324553988976,0.388314211400281
GO_INTERMEDIATE_FILAMENT_ORGANIZATION,9,Down,0.0010596697426414,0.410295973045038
GO_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION,6,Down,0.00119738136329963,0.446445858679162
GO_MHC_PROTEIN_COMPLEX_BINDING,17,Down,0.00137097838696052,0.484217779108295
GO_GERM_CELL_PROLIFERATION,4,Down,0.00140071191468854,0.484217779108295
GO_STEROID_BIOSYNTHETIC_PROCESS,114,Up,0.00150198866523047,0.484217779108295
GO_VITAMIN_TRANSMEMBRANE_TRANSPORT,11,Down,0.0015361927414724,0.484217779108295
GO_MAMMALIAN_OOGENESIS_STAGE,4,Up,0.00156900668666091,0.484217779108295
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,106,Down,0.00158728386913418,0.484217779108295
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,4,Down,0.00166448814150633,0.492600132897131
GO_AMYLOID_BETA_BINDING,42,Down,0.00171262587179891,0.492600132897131
GO_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION,6,Down,0.00182817537897765,0.50283048939754
GO_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,14,Down,0.00188802334270334,0.50283048939754
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION,11,Down,0.00189803899842123,0.50283048939754
GO_RESPONSE_TO_STILBENOID,1,Down,0.00197340289239518,0.508868693399339
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,82,Down,0.00202192785695575,0.508868693399339
GO_TAURINE_TRANSPORT,4,Up,0.00219050130633309,0.537848210996469
GO_REGULATORY_T_CELL_DIFFERENTIATION,19,Down,0.00238244929557427,0.571050406155861
GO_REGULATION_OF_WATER_LOSS_VIA_SKIN,6,Up,0.0028548845609372,0.641077443041583
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,27,Down,0.0028892084576676,0.641077443041583
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,18,Down,0.00289782111623107,0.641077443041583
GO_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS,11,Down,0.00298784652520063,0.641077443041583
GO_INSULIN_LIKE_GROWTH_FACTOR_II_BINDING,3,Down,0.00299301080986932,0.641077443041583
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION,2,Up,0.00319420074327521,0.642961203782061
GO_BONE_MARROW_DEVELOPMENT,7,Down,0.00321945808379793,0.642961203782061
GO_POLE_PLASM,11,Down,0.00323948386494458,0.642961203782061
