,Set,N,DE,P.DE,FDR
1,HP_ABNORMALITY_OF_CARDIOVASCULAR_SYSTEM_ELECTROPHYSIOLOGY,451,4,8.35227702781467e-05,0.777869636226221
2,GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,188,3,0.000137563975441779,0.777869636226221
3,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,43,2,0.000255842531691503,0.777869636226221
4,GOBP_GLIAL_CELL_MIGRATION,53,2,0.000389210196595617,0.777869636226221
5,HP_ABNORMAL_HEART_VALVE_MORPHOLOGY,311,3,0.000602823560236585,0.777869636226221
6,HP_ABNORMAL_ATRIOVENTRICULAR_CONDUCTION,66,2,0.000603402869891198,0.777869636226221
7,GOBP_MONOATOMIC_CATION_TRANSPORT,757,4,0.000607480866983149,0.777869636226221
8,GOBP_CALCIUM_ION_TRANSPORT,321,3,0.000660969402044579,0.777869636226221
9,GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,337,3,0.000761291212500489,0.777869636226221
10,HP_SUPRAVENTRICULAR_ARRHYTHMIA,83,2,0.000952241886596305,0.777869636226221
11,GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,86,2,0.00102180441849277,0.777869636226221
12,GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,90,2,0.00111826055993059,0.777869636226221
13,GOBP_MONOATOMIC_ION_TRANSPORT,896,4,0.00114421541058319,0.777869636226221
14,HP_KYPHOSIS,399,3,0.00124067419702599,0.777869636226221
15,HP_HEART_BLOCK,95,2,0.00124476417329437,0.777869636226221
16,HP_ABNORMAL_FACIAL_SHAPE,951,4,0.00142844759350127,0.777869636226221
17,GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,103,2,0.00146080839455268,0.777869636226221
18,HP_CARDIAC_CONDUCTION_ABNORMALITY,105,2,0.0015174296419873,0.777869636226221
19,HP_HYPERTRIGLYCERIDEMIA,109,2,0.00163379031510956,0.777869636226221
20,HP_MITRAL_VALVE_PROLAPSE,111,2,0.00169352573609976,0.777869636226221
