,NGenes,Direction,PValue,FDR
GO_CYTOSOLIC_RIBOSOME,94,Up,1.92088543650648e-09,1.93375536893107e-05
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,98,Up,1.1323131208871e-08,5.69949809398521e-05
GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,53,Up,1.18671853835143e-07,0.000398223184186128
GO_PIGMENT_GRANULE,87,Down,2.57196521167422e-07,0.000647299344648109
GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY,9,Up,8.75836654501712e-07,0.00159633582704999
GO_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS,4,Down,9.51426935760397e-07,0.00159633582704999
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,118,Up,1.64629719247114e-06,0.00236761054808671
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,110,Up,2.19895027188488e-06,0.00276710404838313
GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,40,Up,4.12813893692183e-06,0.00461755274199912
GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL,4,Down,4.70944981104474e-06,0.00474100312477874
GO_GDP_BINDING,56,Down,1.76748856943203e-05,0.0158977485313237
GO_LYSOSOMAL_LUMEN,59,Down,1.99014644019133e-05,0.0158977485313237
GO_SPONTANEOUS_NEUROTRANSMITTER_SECRETION,3,Up,2.05295252714024e-05,0.0158977485313237
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,197,Up,2.82828852838045e-05,0.0203374147251471
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,154,Up,4.89191590803424e-05,0.0316673578105093
GO_VIRAL_GENE_EXPRESSION,188,Up,5.0330557759824e-05,0.0316673578105093
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN,2,Down,5.45137280435357e-05,0.0322817470714279
GO_TYPE_5_METABOTROPIC_GLUTAMATE_RECEPTOR_BINDING,2,Down,5.98995684011586e-05,0.033500497505248
GO_ISOPRENOID_BIOSYNTHETIC_PROCESS,21,Down,0.000115377749412782,0.0611319896493933
GO_RIBOSOMAL_SUBUNIT,177,Up,0.000135327005112973,0.0657609800533479
GO_HEART_TRABECULA_FORMATION,4,Down,0.000142335468999732,0.0657609800533479
GO_TRABECULA_FORMATION,6,Down,0.000143711290471208,0.0657609800533479
GO_VACUOLAR_LUMEN,117,Down,0.000152652834950561,0.0668154821498824
GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS,7,Down,0.000235635010995924,0.0975742976312604
GO_SARCOPLASMIC_RETICULUM_LUMEN,4,Down,0.000242312251989819,0.0975742976312604
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,131,Up,0.000285924084792337,0.110707606215556
GO_INTEGRIN_BIOSYNTHETIC_PROCESS,1,Up,0.000327152092119176,0.116681720000363
GO_REGULATION_OF_PROSTATIC_BUD_FORMATION,1,Up,0.000327152092119176,0.116681720000363
GO_KERATAN_SULFATE_CATABOLIC_PROCESS,5,Down,0.000349688927735919,0.116681720000363
GO_HISTONE_CITRULLINATION,1,Up,0.000359305981922246,0.116681720000363
GO_PROTEIN_ARGININE_DEIMINASE_ACTIVITY,1,Up,0.000359305981922246,0.116681720000363
GO_PLATELET_DEGRANULATION,76,Down,0.000502240900536739,0.15800184830323
GO_NAD_BINDING,48,Down,0.000536650694228065,0.163710986024059
GO_AMINOGLYCAN_CATABOLIC_PROCESS,29,Down,0.00055997761538286,0.165802783942919
GO_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,14,Down,0.000609344556120997,0.175264904184859
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,67,Down,0.000632782280367658,0.176950533790589
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,26,Down,0.000701666321624179,0.190910131345692
GO_AZUROPHIL_GRANULE,126,Down,0.000779592399365029,0.206530439063362
GO_S100_PROTEIN_BINDING,11,Down,0.000809402523754965,0.208929620683109
GO_PHYTOSTEROID_METABOLIC_PROCESS,3,Down,0.000845105958380626,0.212692042075444
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS,8,Down,0.000935497135497064,0.226668008338984
GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_ROTATIONAL_MECHANISM,21,Down,0.000945669648379588,0.226668008338984
GO_KERATIN_FILAMENT,7,Down,0.000974843623449604,0.228226761796911
GO_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS,11,Down,0.00104672355489265,0.239485591525097
GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,25,Down,0.00129785393970573,0.283011177813015
GO_GTPASE_ACTIVITY,218,Down,0.00131329151592893,0.283011177813015
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,8,Down,0.0013471790396833,0.283011177813015
GO_PROTEIN_REFOLDING,30,Down,0.00134941258915513,0.283011177813015
GO_LARGE_RIBOSOMAL_SUBUNIT,112,Up,0.00144004243395413,0.295855248624822
GO_SMALL_RIBOSOMAL_SUBUNIT,69,Up,0.00151807940632659,0.301532653774082
