Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_MALE_INFERTILITY,107,2,0.00640080614881605,1,"ETV5,SLC46A1",2,24,0.0833333333333333
WP_PHASE_I_BIOTRANSFORMATIONS_NONP450,6,1,0.00673193569166564,1,LIPA,1,24,0.0416666666666667
WP_NRF2_PATHWAY,110,2,0.00675263114310766,1,"PDGFB,SLC39A8",2,24,0.0833333333333333
WP_PLEURAL_MESOTHELIOMA,358,3,0.00730306615351439,1,"ITGA1,PDGFB,MMP14",3,24,0.125
WP_REGULATION_OF_ACTIN_CYTOSKELETON,121,2,0.00811622361189858,1,"ITGA1,PDGFB",2,24,0.0833333333333333
WP_OSTEOBLAST_SIGNALING,9,1,0.0100815956629262,1,PDGFB,1,24,0.0416666666666667
WP_H19_RBE2F1_AND_CDKBETACATENIN_IN_COLORECTAL_CANCER,13,1,0.0145309725737581,1,PMAIP1,1,24,0.0416666666666667
WP_FOCAL_ADHESION,173,2,0.0160526572239889,1,"ITGA1,PDGFB",2,24,0.0833333333333333
WP_DEGRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES,15,1,0.0167484677501991,1,LIPA,1,24,0.0416666666666667
WP_NOTCH1_REGULATION_OF_ENDOTHELIAL_CELL_CALCIFICATION,15,1,0.0167484677501991,1,ITGA1,1,24,0.0416666666666667
WP_OSTEOCLAST_SIGNALING,15,1,0.0167484677501991,1,PDGFB,1,24,0.0416666666666667
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,18,1,0.0200657467265994,1,SLC46A1,1,24,0.0416666666666667
WP_ETHER_LIPID_BIOSYNTHESIS,18,1,0.0200657467265994,1,FAR2,1,24,0.0416666666666667
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,18,1,0.0200657467265994,1,ITGA1,1,24,0.0416666666666667
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS,18,1,0.0200657467265994,1,PDGFB,1,24,0.0416666666666667
WP_TP53_NETWORK,18,1,0.0200657467265994,1,PMAIP1,1,24,0.0416666666666667
WP_ANGIOGENESIS,21,1,0.0233722987339894,1,PDGFB,1,24,0.0416666666666667
WP_MATRIX_METALLOPROTEINASES,22,1,0.0244721047038835,1,MMP14,1,24,0.0416666666666667
WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,23,1,0.0255707237028564,1,PMAIP1,1,24,0.0416666666666667
WP_GENES_CONTROLLING_NEPHROGENESIS,24,1,0.0266681569563115,1,PDGFB,1,24,0.0416666666666667
WP_UNFOLDED_PROTEIN_RESPONSE,24,1,0.0266681569563115,1,PMAIP1,1,24,0.0416666666666667
WP_PLURIPOTENT_STEM_CELL_DIFFERENTIATION_PATHWAY,27,1,0.0299533544795058,1,PDGFB,1,24,0.0416666666666667
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,28,1,0.0310460569807962,1,ITGA1,1,24,0.0416666666666667
WP_ZINC_HOMEOSTASIS,29,1,0.032137579845497,1,SLC39A8,1,24,0.0416666666666667
WP_NUCLEAR_RECEPTORS_METAPATHWAY,252,2,0.0323379830125494,1,"PDGFB,SLC39A8",2,24,0.0833333333333333
WP_FLUOROPYRIMIDINE_ACTIVITY,31,1,0.0343170915366327,1,CDA,1,24,0.0416666666666667
WP_PI3KAKT_SIGNALING,266,2,0.0356978480511391,1,"ITGA1,PDGFB",2,24,0.0833333333333333
WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,33,1,0.0364918992839101,1,MMP14,1,24,0.0416666666666667
