,Set,N,DE,P.DE,FDR
1,WP_GPCRS_CLASS_A_RHODOPSINLIKE,123,5,5.66933768786174e-06,0.00470555028092525
2,WP_PEPTIDE_GPCRS,36,3,5.78187248720808e-05,0.0239947708219135
3,WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,50,3,0.000155509348104611,0.0430242529756091
4,WP_PTDINS45P2_IN_CYTOKINESIS_PATHWAY,11,2,0.000231522035275229,0.04804082231961
5,WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,201,4,0.000810171428923073,0.13448845720123
6,WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,27,2,0.00144647306272376,0.200095440343454
7,WP_EBOLA_VIRUS_INFECTION_IN_HOST,123,3,0.00215912499268322,0.256010534846725
8,WP_VITAMIN_D_RECEPTOR_PATHWAY,135,3,0.00281162341807737,0.291705929625527
9,WP_AGERAGE_PATHWAY,64,2,0.00791103989367337,0.72957367908321
10,WP_COMPLEMENT_SYSTEM,72,2,0.00992478656036081,0.82126439921457
11,WP_IRINOTECAN_PATHWAY,6,1,0.012460038959406,0.82126439921457
12,WP_G_PROTEIN_SIGNALING,82,2,0.0127264684497166,0.82126439921457
13,WP_COMPLEMENTMEDIATED_INFLAMMATION_OF_PULMONARY_ALVEOLUS_IN_COVID19_HYPOTHETICAL_PATHWAY,7,1,0.0145219003358653,0.82126439921457
14,WP_HYPOTHETICAL_CRANIOFACIAL_DEVELOPMENT_PATHWAY,7,1,0.0145219003358653,0.82126439921457
15,WP_SPINAL_CORD_INJURY,91,2,0.0155078127375345,0.82126439921457
16,WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,92,2,0.0158316028764255,0.82126439921457
17,WP_SEROTONIN_TRANSPORTER_ACTIVITY,9,1,0.0186330031608295,0.859188479082694
18,WP_TAMOXIFEN_METABOLISM,9,1,0.0186330031608295,0.859188479082694
19,WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,11,1,0.0227273353264491,0.954171778714353
20,WP_NANOPARTICLE_TRIGGERED_REGULATED_NECROSIS,12,1,0.0247682333174607,0.954171778714353
