Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,63,4,7.10476420337696e-06,0.012326765892859,"PLTP,CES3,LDLR,ABCA1",4,42,0.0952380952380952
REACTOME_SIGNALING_BY_GPCR,461,6,0.00026737716104886,0.231949687209886,"C3,CCL23,CCR5,ADRB2,PRKCB,RHOB",6,42,0.142857142857143
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,185,4,0.000473671860503048,0.246147946259956,"C3,CCL23,CCR5,ADRB2",4,42,0.0952380952380952
REACTOME_LDL_CLEARANCE,18,2,0.000567488060541685,0.246147946259956,"CES3,LDLR",2,42,0.0476190476190476
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,111,3,0.00135774139670126,0.440466900951318,"C3,CCL23,CCR5",3,42,0.0714285714285714
REACTOME_GPCR_LIGAND_BINDING,256,4,0.00158468408574872,0.440466900951318,"C3,CCL23,CCR5,ADRB2",4,42,0.0952380952380952
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,35,2,0.00216059714574819,0.440466900951318,"LDLR,AKR1C1",2,42,0.0476190476190476
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,36,2,0.00228484271386851,0.440466900951318,"PLTP,ABCA1",2,42,0.0476190476190476
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,36,2,0.00228484271386851,0.440466900951318,"CES3,LDLR",2,42,0.0476190476190476
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,44,2,0.00339688412314285,0.589359395365285,"PLTP,ABCA1",2,42,0.0476190476190476
REACTOME_SENSORY_PERCEPTION,192,3,0.00636648632850357,0.739723649389278,"LDLR,AKR1C1,RIPOR2",3,42,0.0714285714285714
REACTOME_ADRENOCEPTORS,4,1,0.0078524474966718,0.739723649389278,ADRB2,1,42,0.0238095238095238
REACTOME_DISINHIBITION_OF_SNARE_FORMATION,4,1,0.0078524474966718,0.739723649389278,PRKCB,1,42,0.0238095238095238
