,Set,N,DE,P.DE,FDR
1,GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,589,12,8.17975714872776e-09,0.000131628652037327
2,GOBP_TAXIS,371,9,1.7642303266205e-07,0.00121595013734263
3,GOMF_MOLECULAR_TRANSDUCER_ACTIVITY,798,12,2.26687199355449e-07,0.00121595013734263
4,GOBP_DEFENSE_RESPONSE,1475,14,4.73654382900179e-06,0.0190551158240742
5,GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,1377,13,1.19390700674195e-05,0.0333444508435479
6,GOBP_LEUKOCYTE_MIGRATION,339,7,1.33584226132078e-05,0.0333444508435479
7,GOBP_LOCOMOTION,991,11,1.45047946746729e-05,0.0333444508435479
8,GOBP_HEMOPOIESIS,847,10,2.23924419370346e-05,0.0450423969563451
9,GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT,4,2,3.22054907732604e-05,0.0510410759171884
10,GOBP_LYMPHOCYTE_DIFFERENTIATION,391,7,3.33560095039825e-05,0.0510410759171884
11,GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY,265,6,3.48901214944738e-05,0.0510410759171884
12,GOBP_LEUKOCYTE_DIFFERENTIATION,560,8,4.36004354199521e-05,0.0584681838981557
13,GOBP_T_CELL_DIFFERENTIATION,290,6,5.76151861391356e-05,0.0713187365654592
14,GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,979,10,7.62076296454379e-05,0.0759849403438941
15,GOBP_CELL_ACTIVATION,983,10,7.8839941148352e-05,0.0759849403438941
16,GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT,6,2,8.02724326277777e-05,0.0759849403438941
17,GOBP_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION,6,2,8.02724326277777e-05,0.0759849403438941
18,GOBP_MONONUCLEAR_CELL_MIGRATION,196,5,9.42245687036497e-05,0.0812812419821418
19,GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,38,3,9.64583384496369e-05,0.0812812419821418
20,GOBP_MYELOID_LEUKOCYTE_MIGRATION,202,5,0.000108576165279923,0.0812812419821418
