,Set,N,DE,P.DE,FDR,DEG.GENES
1,HALLMARK_IL2_STAT5_SIGNALING,191,3,0.00627552170979079,0.168456047315048,COL6A1,TGM2,RHOB
2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,3,0.00673824189260191,0.168456047315048,LDLR,ABCA1,RHOB
3,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,160,2,0.0395767832740372,0.388249078074518,TGM2,RHOB
4,HALLMARK_HEME_METABOLISM,178,2,0.0479450672842743,0.388249078074518,C3,NFE2
5,HALLMARK_ALLOGRAFT_REJECTION,184,2,0.0508667316595605,0.388249078074518,CCR5,PRKCB
6,HALLMARK_INFLAMMATORY_RESPONSE,189,2,0.0533496740475279,0.388249078074518,LDLR,ABCA1
7,HALLMARK_ADIPOGENESIS,191,2,0.0543548709304325,0.388249078074518,C3,ABCA1
8,HALLMARK_CHOLESTEROL_HOMEOSTASIS,71,1,0.130773473400507,0.64861541209238,LDLR
9,HALLMARK_PROTEIN_SECRETION,94,1,0.169438400047561,0.64861541209238,ABCA1
10,HALLMARK_BILE_ACID_METABOLISM,95,1,0.171080830821044,0.64861541209238,ABCA1
11,HALLMARK_PI3K_AKT_MTOR_SIGNALING,99,1,0.177618906422964,0.64861541209238,PRKCB
12,HALLMARK_COAGULATION,113,1,0.2001081369878,0.64861541209238,C3
13,HALLMARK_UV_RESPONSE_DN,133,1,0.231197387558768,0.64861541209238,LDLR
14,HALLMARK_UV_RESPONSE_UP,143,1,0.246296488577169,0.64861541209238,RHOB
15,HALLMARK_APOPTOSIS,151,1,0.258166982816193,0.64861541209238,RHOB
16,HALLMARK_MYOGENESIS,155,1,0.264033593115023,0.64861541209238,TNNT1
17,HALLMARK_APICAL_JUNCTION,170,1,0.285632718605515,0.64861541209238,NECTIN2
18,HALLMARK_HYPOXIA,174,1,0.291287179904321,0.64861541209238,TGM2
19,HALLMARK_ESTROGEN_RESPONSE_EARLY,181,1,0.30107753336847,0.64861541209238,TGM2
20,HALLMARK_COMPLEMENT,187,1,0.309364081858544,0.64861541209238,C3
21,HALLMARK_G2M_CHECKPOINT,193,1,0.317554695663957,0.64861541209238,BRCA2
22,HALLMARK_INTERFERON_GAMMA_RESPONSE,195,1,0.320263769127484,0.64861541209238,ST3GAL5
23,HALLMARK_MTORC1_SIGNALING,196,1,0.321614366236796,0.64861541209238,LDLR
24,HALLMARK_MITOTIC_SPINDLE,197,1,0.322962343557044,0.64861541209238,BRCA2
25,HALLMARK_E2F_TARGETS,198,1,0.32430770604619,0.64861541209238,BRCA2
26,HALLMARK_ANDROGEN_RESPONSE,97,0,1,1,
27,HALLMARK_ANGIOGENESIS,27,0,1,1,
28,HALLMARK_APICAL_SURFACE,36,0,1,1,
29,HALLMARK_DNA_REPAIR,148,0,1,1,
30,HALLMARK_ESTROGEN_RESPONSE_LATE,173,0,1,1,
31,HALLMARK_FATTY_ACID_METABOLISM,143,0,1,1,
32,HALLMARK_GLYCOLYSIS,179,0,1,1,
33,HALLMARK_HEDGEHOG_SIGNALING,30,0,1,1,
34,HALLMARK_IL6_JAK_STAT3_SIGNALING,82,0,1,1,
35,HALLMARK_INTERFERON_ALPHA_RESPONSE,96,0,1,1,
36,HALLMARK_KRAS_SIGNALING_DN,115,0,1,1,
37,HALLMARK_KRAS_SIGNALING_UP,172,0,1,1,
38,HALLMARK_MYC_TARGETS_V1,195,0,1,1,
39,HALLMARK_MYC_TARGETS_V2,57,0,1,1,
40,HALLMARK_NOTCH_SIGNALING,31,0,1,1,
41,HALLMARK_OXIDATIVE_PHOSPHORYLATION,200,0,1,1,
42,HALLMARK_P53_PATHWAY,194,0,1,1,
43,HALLMARK_PANCREAS_BETA_CELLS,22,0,1,1,
44,HALLMARK_PEROXISOME,95,0,1,1,
45,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,0,1,1,
46,HALLMARK_SPERMATOGENESIS,93,0,1,1,
47,HALLMARK_TGF_BETA_SIGNALING,52,0,1,1,
48,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,0,1,1,
49,HALLMARK_WNT_BETA_CATENIN_SIGNALING,39,0,1,1,
50,HALLMARK_XENOBIOTIC_METABOLISM,165,0,1,1,
