,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,13,Up,1.75418792787497e-23,2.68566171757659e-20
2,REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION,5,Up,1.75969379434009e-13,1.34704559956734e-10
3,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,6.21362986331203e-13,3.17102244024357e-10
4,REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,7,Up,4.82356404367268e-10,1.84621913771572e-07
5,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,9.91432888889012e-10,3.03576750577815e-07
6,REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,11,Up,1.52762395847867e-09,3.8979871340514e-07
7,REACTOME_PD_1_SIGNALING,14,Up,1.74406263336498e-07,3.81451413097398e-05
8,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,4.36252086059267e-06,8.34877429695921e-04
9,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,20,Up,3.14249023670236e-05,0.00534572505821256
10,REACTOME_PEPTIDE_HORMONE_METABOLISM,59,Up,1.32483132550192e-04,0.0202831675934344
11,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,117,Up,2.58242481225367e-04,0.0359426580687306
12,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,27,Up,5.59360656252422e-04,0.0713650970602049
13,REACTOME_SIGNALING_BY_NOTCH2,29,Up,7.47355046800194e-04,0.0880154289731613
14,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,114,Up,0.00142299152821465,0.155614287835473
15,REACTOME_MRNA_EDITING_C_TO_U_CONVERSION,6,Up,0.00208772370330751,0.213086999317586
16,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,91,Up,0.00604514280866682,0.544418449415818
17,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,5,Up,0.00799298233739377,0.669164868951404
18,REACTOME_MRNA_EDITING,8,Up,0.00874153976422474,0.669164868951404
19,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,53,Up,0.0264507375136867,0.992005095846727
20,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,128,Up,0.0305370378230639,0.992005095846727
21,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,189,Up,0.0400908900442599,0.992005095846727
22,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,60,Up,0.0449204074159135,0.992005095846727
23,REACTOME_FCGR_ACTIVATION,12,Up,0.0474829365626867,0.992005095846727
24,REACTOME_OTHER_INTERLEUKIN_SIGNALING,21,Up,0.0565799137004173,0.992005095846727
25,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,275,Up,0.0863675955632572,0.992005095846727
26,REACTOME_TCR_SIGNALING,108,Up,0.101083596509721,0.992005095846727
27,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,26,Up,0.103525174623526,0.992005095846727
28,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,0.108180092752872,0.992005095846727
29,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,5,Up,0.11851395984637,0.992005095846727
30,REACTOME_GPCR_LIGAND_BINDING,262,Up,0.133668442824376,0.992005095846727
31,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,0.138085460511946,0.992005095846727
32,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,0.159233746713099,0.992005095846727
33,REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,8,Up,0.160903015761312,0.992005095846727
34,REACTOME_HIV_INFECTION,224,Up,0.168006519736601,0.992005095846727
35,REACTOME_COMPLEMENT_CASCADE,37,Up,0.202428184316762,0.992005095846727
36,REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,24,Up,0.202999175852502,0.992005095846727
37,REACTOME_KILLING_MECHANISMS,11,Up,0.220782173011569,0.992005095846727
38,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,9,Up,0.267973711998602,0.992005095846727
39,REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,22,Up,0.270052605328906,0.992005095846727
40,REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,12,Up,0.273562291542244,0.992005095846727
41,REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,36,Up,0.343755983357953,0.992005095846727
42,REACTOME_SIGNALING_BY_NOTCH,168,Up,0.362454951734558,0.992005095846727
43,REACTOME_PROGRAMMED_CELL_DEATH,169,Up,0.365416055094018,0.992005095846727
44,REACTOME_SIGNALING_BY_INTERLEUKINS,410,Up,0.365473461803991,0.992005095846727
45,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,689,Up,0.376078300372815,0.992005095846727
46,REACTOME_INFECTIOUS_DISEASE,522,Up,0.423502678659528,0.992005095846727
47,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,0.441867422828495,0.992005095846727
48,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,19,Up,0.500713996040298,0.992005095846727
49,REACTOME_PARASITE_INFECTION,58,Up,0.514390631203918,0.992005095846727
50,REACTOME_SUPPRESSION_OF_APOPTOSIS,7,Up,0.515371807221582,0.992005095846727
