,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_ANTIMICROBIAL_PEPTIDES,29,Up,8.87769621082446e-67,1.35917528987722e-63
2,REACTOME_DAP12_SIGNALING,28,Up,8.44395427058941e-12,6.46384699413619e-09
3,REACTOME_DAP12_INTERACTIONS,35,Up,3.19280806196379e-09,1.62939638095552e-06
4,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,1.04994920414611e-07,4.01868057886925e-05
5,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,3.6345871118004e-07,1.11291057363328e-04
6,REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,11,Up,3.05394724857531e-06,7.792655395948e-04
7,REACTOME_CHL1_INTERACTIONS,8,Up,3.01091893843816e-05,0.00658530984964118
8,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,117,Up,1.3429163342268e-04,0.0257000613462655
9,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,14,Up,0.00244937526472286,0.416665947810078
10,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,0.00702320561491873,0.977851727311161
11,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,114,Up,0.00835406535431778,0.977851727311161
12,REACTOME_SIGNALING_BY_NOTCH2,29,Up,0.00967118036411463,0.977851727311161
13,REACTOME_LAMININ_INTERACTIONS,26,Up,0.0395373386233427,0.977851727311161
14,REACTOME_PD_1_SIGNALING,14,Up,0.0605607035585588,0.977851727311161
15,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,0.0675410647012032,0.977851727311161
16,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,0.086343701432807,0.977851727311161
17,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,53,Up,0.0916122435743057,0.977851727311161
18,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,109,Up,0.108754735115937,0.977851727311161
19,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,189,Up,0.10901512560938,0.977851727311161
20,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,13,Up,0.114290747918907,0.977851727311161
21,REACTOME_INNATE_IMMUNE_SYSTEM,892,Up,0.132110024528863,0.977851727311161
22,REACTOME_OTHER_INTERLEUKIN_SIGNALING,21,Up,0.144459996571149,0.977851727311161
23,REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,7,Up,0.148222335304079,0.977851727311161
24,REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION,5,Up,0.193816818868132,0.977851727311161
25,REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,6,Up,0.242022427483658,0.977851727311161
26,REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION,6,Up,0.242022427483658,0.977851727311161
27,REACTOME_GPCR_LIGAND_BINDING,262,Up,0.247251091480649,0.977851727311161
28,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,275,Up,0.249071465746777,0.977851727311161
29,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,0.273331043977206,0.977851727311161
30,REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION,7,Up,0.28537618417632,0.977851727311161
31,REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS,10,Up,0.302711573004714,0.977851727311161
32,REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS,8,Up,0.324332642155234,0.977851727311161
33,REACTOME_RUNX3_REGULATES_WNT_SIGNALING,8,Up,0.324332642155234,0.977851727311161
34,REACTOME_SIGNALING_BY_INTERLEUKINS,410,Up,0.374949594655198,0.977851727311161
35,REACTOME_RUNX3_REGULATES_P14_ARF,10,Up,0.391233892109636,0.977851727311161
36,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,73,Up,0.402907325240422,0.977851727311161
37,REACTOME_REGULATION_OF_IFNG_SIGNALING,14,Up,0.407166327377912,0.977851727311161
38,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,221,Up,0.423289259124117,0.977851727311161
39,REACTOME_L1CAM_INTERACTIONS,94,Up,0.459618633235243,0.977851727311161
40,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,20,Up,0.461213147489364,0.977851727311161
41,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,0.463646684462388,0.977851727311161
42,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,689,Up,0.470262667588698,0.977851727311161
43,REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,14,Up,0.493305981196334,0.977851727311161
44,REACTOME_KILLING_MECHANISMS,11,Up,0.514405698442399,0.977851727311161
45,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,60,Up,0.521937471685658,0.977851727311161
46,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,27,Up,0.55882771937426,0.977851727311161
47,REACTOME_SIGNALING_BY_NOTCH,168,Up,0.559494984740692,0.977851727311161
48,REACTOME_TCR_SIGNALING,108,Up,0.564870104162277,0.977851727311161
49,REACTOME_PROGRAMMED_CELL_DEATH,169,Up,0.568731705025873,0.977851727311161
50,REACTOME_PEPTIDE_HORMONE_METABOLISM,59,Up,0.618117927599432,0.977851727311161
