,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,5,Up,1.93525573876815e-10,2.96287653605404e-07
2,REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION,5,Up,3.68355450951418e-08,2.8197609770331e-05
3,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,117,Up,6.99617137131411e-08,3.57037945649397e-05
4,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,2.60923496614779e-06,9.98684683293065e-04
5,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,9.06061786985584e-05,0.0248103494389148
6,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,9.72319377096595e-05,0.0248103494389148
7,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,0.00734806263699421,0.974999900816939
8,REACTOME_PD_1_SIGNALING,14,Up,0.017654220655144,0.974999900816939
9,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,114,Up,0.0235471855318519,0.974999900816939
10,REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,8,Up,0.0280236051701575,0.974999900816939
11,REACTOME_HCMV_LATE_EVENTS,53,Up,0.0311954478984432,0.974999900816939
12,REACTOME_COMPLEMENT_CASCADE,37,Up,0.0401012532865323,0.974999900816939
13,REACTOME_FCGR_ACTIVATION,12,Up,0.0844332079847907,0.974999900816939
14,REACTOME_BICARBONATE_TRANSPORTERS,10,Up,0.0975733184214739,0.974999900816939
15,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,78,Up,0.114569953330877,0.974999900816939
16,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,0.139182792927018,0.974999900816939
17,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,189,Up,0.157789577233668,0.974999900816939
18,REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,8,Up,0.181674378536607,0.974999900816939
19,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,102,Up,0.207630290715672,0.974999900816939
20,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,689,Up,0.212775429607395,0.974999900816939
21,REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION,6,Up,0.232127686497823,0.974999900816939
22,REACTOME_SIGNALING_BY_INTERLEUKINS,410,Up,0.243373418876183,0.974999900816939
23,REACTOME_MEIOTIC_SYNAPSIS,32,Up,0.269824712301158,0.974999900816939
24,REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,24,Up,0.276912152093431,0.974999900816939
25,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,275,Up,0.299581589755234,0.974999900816939
26,REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,12,Up,0.300681872068867,0.974999900816939
27,REACTOME_GPCR_LIGAND_BINDING,262,Up,0.318558024903495,0.974999900816939
28,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,0.33603312838607,0.974999900816939
29,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,128,Up,0.337846472491638,0.974999900816939
30,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,10,Up,0.368287885613694,0.974999900816939
31,REACTOME_HCMV_INFECTION,93,Up,0.378761212711151,0.974999900816939
32,REACTOME_OTHER_INTERLEUKIN_SIGNALING,21,Up,0.391930025607924,0.974999900816939
33,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,Up,0.395143350948713,0.974999900816939
34,REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,11,Up,0.412174241309722,0.974999900816939
35,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,60,Up,0.415818794547337,0.974999900816939
36,REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,36,Up,0.428691980237762,0.974999900816939
37,REACTOME_MEIOSIS,51,Up,0.45546305131979,0.974999900816939
38,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,0.46773613915043,0.974999900816939
39,REACTOME_PARASITE_INFECTION,58,Up,0.479225709296849,0.974999900816939
40,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,22,Up,0.480577450015708,0.974999900816939
41,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,0.497229602864437,0.974999900816939
42,REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,22,Up,0.503536707085869,0.974999900816939
43,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,27,Up,0.534514706975437,0.974999900816939
44,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,25,Up,0.541673000721197,0.974999900816939
45,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,735,Up,0.55464470872735,0.974999900816939
46,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,26,Up,0.560209360312318,0.974999900816939
47,REACTOME_REPRODUCTION,66,Up,0.562695580567707,0.974999900816939
48,REACTOME_INFECTIOUS_DISEASE,522,Up,0.574919965089754,0.974999900816939
49,REACTOME_INFLAMMASOMES,20,Up,0.587830310320791,0.974999900816939
50,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,0.588737932543444,0.974999900816939
