,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,1.46805487932047e-143,2.24759202023964e-140
2,REACTOME_INTERLEUKIN_7_SIGNALING,22,Up,8.32461404123094e-17,3.18624602428114e-14
3,REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,34,Up,6.25468251700808e-10,1.59598648892323e-07
4,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,5.74337265210386e-09,1.13746369806534e-06
5,REACTOME_PROTEIN_METHYLATION,16,Up,5.94363787362685e-09,1.13746369806534e-06
6,REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS,8,Up,2.49201312010827e-08,3.81527208688576e-06
7,REACTOME_RUNX3_REGULATES_WNT_SIGNALING,8,Up,2.49201312010827e-08,3.81527208688576e-06
8,REACTOME_NONSENSE_MEDIATED_DECAY_NMD,30,Up,2.19834473732567e-07,2.804721494038e-05
9,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,26,Up,4.92554296904199e-07,5.80077406584868e-05
10,REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,16,Up,2.31694533308208e-06,2.53374521782048e-04
11,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,2.50769053008642e-06,2.55951613437488e-04
12,REACTOME_REPRESSION_OF_WNT_TARGET_GENES,14,Up,6.7343434993971e-06,6.06487052798644e-04
13,REACTOME_TRANSLATION,187,Up,1.90400677514532e-05,0.00161946354041527
14,REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,37,Up,2.40213243069112e-05,0.00193561302704637
15,REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,94,Up,3.11568936437736e-05,0.00238506020843087
16,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,8,Up,5.11480516374874e-05,0.00301183334834589
17,REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,8,Up,5.11480516374874e-05,0.00301183334834589
18,REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,8,Up,5.11480516374874e-05,0.00301183334834589
19,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,8,Up,5.11480516374874e-05,0.00301183334834589
20,REACTOME_REGULATION_OF_PTEN_LOCALIZATION,8,Up,5.11480516374874e-05,0.00301183334834589
21,REACTOME_SELENOAMINO_ACID_METABOLISM,22,Up,7.88519446321597e-05,0.00447119730488283
22,REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,8,Up,8.25791504698435e-05,0.00451530997747608
23,REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX,9,Up,1.4092318443278e-04,0.00661246225006813
24,REACTOME_HSF1_ACTIVATION,24,Up,1.42528578871488e-04,0.00661246225006813
25,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,Up,2.3231573540757e-04,0.0104610409090879
26,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,25,Up,2.44427501278099e-04,0.0106919572701934
