,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_PD_1_SIGNALING,14,Up,7.87691066105708e-30,1.20595502220784e-26
2,REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,7,Up,3.2968634180294e-25,1.6869827021609e-22
3,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,3.30564866524016e-25,1.6869827021609e-22
4,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,1.98380463496811e-23,7.59301224034044e-21
5,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,117,Up,9.54810166353785e-22,2.92362872937529e-19
6,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,1.71260883070524e-21,4.37000686634953e-19
7,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,2.4913380773881e-12,5.4489122806874e-10
8,REACTOME_REGULATION_OF_IFNG_SIGNALING,14,Up,4.0794439614582e-10,7.80703588124063e-08
9,REACTOME_FCGR_ACTIVATION,12,Up,2.33428388546648e-09,3.97087625405465e-07
10,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,20,Up,2.97399258554892e-09,4.55318264847539e-07
11,REACTOME_CHL1_INTERACTIONS,8,Up,3.7779208697713e-09,5.25817895601805e-07
12,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,7,Up,5.11936673927379e-09,6.53145873152347e-07
13,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,114,Up,4.8410820707854e-07,5.70130511567112e-05
14,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,27,Up,8.14175318354513e-07,8.90358866000542e-05
15,REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,10,Up,2.93349461894457e-06,2.80698766350258e-04
16,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,60,Up,6.8350820355877e-06,5.81361699804709e-04
17,REACTOME_KILLING_MECHANISMS,11,Up,9.41891700344082e-06,7.58966417487784e-04
18,REACTOME_TCR_SIGNALING,108,Up,5.4476975613108e-05,0.00417021248318342
19,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,14,Up,7.61792459405978e-05,0.00531621890788817
20,REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,24,Up,7.63924336861787e-05,0.00531621890788817
21,REACTOME_DAP12_SIGNALING,28,Up,2.47320730908602e-04,0.0162343314953293
22,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,2.55814416675922e-04,0.0162343314953293
23,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,4.38225186761833e-04,0.0258047215743218
24,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,36,Up,4.89599145995401e-04,0.0277620849081096
25,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,14,Up,6.60251395303276e-04,0.0361016030789042
26,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,189,Up,0.00100174608882632,0.0511224420664368
27,REACTOME_DAP12_INTERACTIONS,35,Up,0.00154742053004019,0.0764226074674686
28,REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,36,Up,0.0023703825047956,0.113407987963815
29,REACTOME_INTERLEUKIN_12_SIGNALING,45,Up,0.00277700330943865,0.128836123234866
30,REACTOME_LAMININ_INTERACTIONS,26,Up,0.00324185828224004,0.141808143717414
31,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,0.00395574836514504,0.168229187417696
32,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,24,Up,0.00551589354550852,0.228238730220907
33,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,55,Up,0.00961228015099199,0.387273708188651
34,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,27,Up,0.010106596798383,0.396748710213446
