,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,29,Up,2.09208442876553e-107,3.20298126044002e-104
2,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,29,Up,2.6001758701915e-46,1.9904346286316e-43
3,REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,118,Up,2.01154051518666e-38,1.02655617625026e-35
4,REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,11,Up,8.37276424104378e-35,3.20467551325951e-32
5,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,144,Up,1.13118234720034e-33,3.46368034712743e-31
6,REACTOME_G0_AND_EARLY_G1,27,Up,2.74541239041711e-30,7.00537728288099e-28
7,REACTOME_CELL_CYCLE_MITOTIC,484,Up,1.1107173033882e-29,2.42929741641048e-27
8,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,108,Up,3.29435348371911e-28,6.30456897946745e-26
9,REACTOME_MITOTIC_PROMETAPHASE,194,Up,5.05075013858133e-27,8.59188718018669e-25
10,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,180,Up,1.27264893199983e-25,1.94842551489174e-23
11,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,225,Up,5.40078501547829e-25,7.51691078063387e-23
12,REACTOME_CELL_CYCLE,593,Up,1.24100445678809e-24,1.58331485278547e-22
13,REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,132,Up,3.71424741633856e-24,4.37424061108795e-22
14,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,7,Up,1.32880222962235e-22,1.45314015253701e-20
15,REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,13,Up,1.5613355251021e-22,1.59360312595421e-20
16,REACTOME_CELL_CYCLE_CHECKPOINTS,250,Up,3.08678163413786e-21,2.95366417616567e-19
17,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,28,Up,2.49522166425378e-20,2.24716727527796e-18
18,REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,46,Up,5.48533066701875e-20,4.66557847289206e-18
19,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,19,Up,6.45475070551736e-20,5.20117017376162e-18
20,REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,11,Up,6.83585441540309e-19,5.23284655499107e-17
21,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,34,Up,2.66117093034753e-18,1.9401203306486e-16
22,REACTOME_M_PHASE,344,Up,8.50443982608017e-18,5.91831698805852e-16
23,REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,5,Up,2.15588851126002e-17,1.43507187423439e-15
24,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,28,Up,7.00557431765194e-17,4.46897261680214e-15
25,REACTOME_METABOLISM_OF_NUCLEOTIDES,89,Up,4.16989162930646e-15,2.55364163378728e-13
26,REACTOME_PHOSPHORYLATION_OF_EMI1,6,Up,3.1239479553702e-14,1.8395247383353e-12
27,REACTOME_PHOSPHORYLATION_OF_THE_APC_C,19,Up,9.4150357378913e-14,5.3386739684117e-12
28,REACTOME_S_PHASE,156,Up,1.67113775034698e-13,9.13754248493294e-12
29,REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,16,Up,2.36509302694152e-13,1.21789758497048e-11
30,REACTOME_KINESINS,48,Up,2.38647469295325e-13,1.21789758497048e-11
31,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,84,Up,3.46849360479748e-13,1.68530614593871e-11
32,REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,22,Up,3.52252101045322e-13,1.68530614593871e-11
