,NGenes,Direction,PValue,FDR
HALLMARK_IL6_JAK_STAT3_SIGNALING,51,Down,0.00449157566492969,0.113573630971358
HALLMARK_G2M_CHECKPOINT,154,Up,0.00454294523885431,0.113573630971358
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,101,Up,0.0129985985542309,0.146665522208615
HALLMARK_E2F_TARGETS,158,Up,0.0141226727521573,0.146665522208615
HALLMARK_BILE_ACID_METABOLISM,57,Up,0.0146665522208615,0.146665522208615
HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.0347690230958497,0.220356697345718
HALLMARK_PI3K_AKT_MTOR_SIGNALING,90,Up,0.0377206162502068,0.220356697345718
HALLMARK_PEROXISOME,76,Up,0.0420483312858102,0.220356697345718
HALLMARK_PROTEIN_SECRETION,85,Up,0.0446213856018908,0.220356697345718
HALLMARK_CHOLESTEROL_HOMEOSTASIS,54,Up,0.048965533559498,0.220356697345718
HALLMARK_ADIPOGENESIS,147,Up,0.0502023794854686,0.220356697345718
HALLMARK_MITOTIC_SPINDLE,151,Up,0.0528856073629724,0.220356697345718
HALLMARK_ESTROGEN_RESPONSE_LATE,85,Up,0.0646992366170608,0.248843217757926
HALLMARK_HEME_METABOLISM,130,Up,0.0736329471714549,0.262974811326625
HALLMARK_APOPTOSIS,117,Up,0.0996076374086915,0.332025458028972
HALLMARK_COAGULATION,36,Up,0.114397069848973,0.34162800039017
HALLMARK_MTORC1_SIGNALING,176,Up,0.116153520132658,0.34162800039017
HALLMARK_XENOBIOTIC_METABOLISM,96,Up,0.125863446938582,0.348863088082341
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,43,Up,0.138731969084754,0.348863088082341
HALLMARK_UV_RESPONSE_UP,102,Up,0.139545235232937,0.348863088082341
HALLMARK_SPERMATOGENESIS,49,Up,0.147072921467236,0.350173622541038
HALLMARK_DNA_REPAIR,138,Up,0.162610185469926,0.369568603340741
HALLMARK_GLYCOLYSIS,114,Up,0.170982413801557,0.371700899568602
HALLMARK_ANDROGEN_RESPONSE,74,Up,0.181269755867295,0.377645324723532
HALLMARK_INTERFERON_GAMMA_RESPONSE,158,Up,0.211043451554825,0.41508105380966
HALLMARK_MYOGENESIS,59,Up,0.219590399837045,0.41508105380966
HALLMARK_MYC_TARGETS_V1,193,Up,0.224143769057217,0.41508105380966
HALLMARK_HEDGEHOG_SIGNALING,13,Down,0.259703619480356,0.463756463357779
HALLMARK_FATTY_ACID_METABOLISM,112,Up,0.285501638818841,0.492244204860071
HALLMARK_APICAL_SURFACE,20,Up,0.30246833512027,0.504113891867117
HALLMARK_INFLAMMATORY_RESPONSE,99,Down,0.329846937442099,0.53201118942274
HALLMARK_KRAS_SIGNALING_UP,84,Down,0.345351429587383,0.539611608730286
HALLMARK_COMPLEMENT,112,Up,0.391386857422694,0.561233054035688
HALLMARK_MYC_TARGETS_V2,53,Up,0.392596752363568,0.561233054035688
HALLMARK_WNT_BETA_CATENIN_SIGNALING,26,Up,0.393285105299624,0.561233054035688
HALLMARK_INTERFERON_ALPHA_RESPONSE,84,Up,0.414137832568942,0.561233054035688
HALLMARK_TGF_BETA_SIGNALING,39,Up,0.415312459986409,0.561233054035688
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,52,Down,0.470650182182572,0.619276555503384
HALLMARK_ANGIOGENESIS,9,Up,0.499189059882676,0.627940513113368
HALLMARK_UV_RESPONSE_DN,82,Up,0.502352410490695,0.627940513113368
HALLMARK_KRAS_SIGNALING_DN,44,Down,0.579932241042211,0.707234440295379
HALLMARK_TNFA_SIGNALING_VIA_NFKB,143,Up,0.640713286726651,0.762753912769823
HALLMARK_IL2_STAT5_SIGNALING,143,Down,0.682759697048141,0.793906624474583
HALLMARK_HYPOXIA,112,Up,0.714034277026845,0.811402587530505
HALLMARK_APICAL_JUNCTION,84,Down,0.773779398947709,0.859754887719676
HALLMARK_P53_PATHWAY,145,Up,0.855971417121928,0.930403714262965
HALLMARK_ESTROGEN_RESPONSE_EARLY,92,Down,0.88852555898449,0.945239956366479
HALLMARK_ALLOGRAFT_REJECTION,134,Down,0.935186812218595,0.96776823231488
HALLMARK_NOTCH_SIGNALING,17,Down,0.957756710197177,0.96776823231488
HALLMARK_PANCREAS_BETA_CELLS,10,Down,0.96776823231488,0.96776823231488
