,NGenes,Direction,PValue,FDR
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,90,Down,8.17948717088189e-11,1.20402051155381e-07
REACTOME_SELENOAMINO_ACID_METABOLISM,98,Down,2.98658907492666e-09,2.19812955914603e-06
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,110,Down,1.23369269374746e-08,6.0533188173209e-06
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,117,Down,5.30780594615734e-08,1.9532725881859e-05
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,113,Down,1.33654163185867e-07,3.56024477268972e-05
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,99,Down,1.68976848018193e-07,3.56024477268972e-05
REACTOME_INFLUENZA_INFECTION,152,Down,1.69305118266495e-07,3.56024477268972e-05
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,21,Up,1.24173990971775e-05,0.00228480143388065
REACTOME_DEFENSINS,3,Down,2.99014426446463e-05,0.0048905470636577
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,3,Up,5.32452867622895e-05,0.00722137142904902
REACTOME_PROTEIN_FOLDING,62,Up,5.39640527986e-05,0.00722137142904902
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,14,Up,7.4073233403032e-05,0.00908631663077193
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,61,Up,0.000131159021863898,0.0148512369372045
REACTOME_GLUTATHIONE_CONJUGATION,15,Up,0.000287328210323608,0.0272936515384044
REACTOME_BETA_DEFENSINS,2,Down,0.00028828216248088,0.0272936515384044
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,17,Up,0.000296670125417439,0.0272936515384044
REACTOME_L1CAM_INTERACTIONS,50,Up,0.000320199641661362,0.0277255219132662
REACTOME_HEDGEHOG_OFF_STATE,81,Up,0.000355602251829297,0.0282089457277186
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,153,Up,0.00036411003317028,0.0282089457277186
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,92,Up,0.00042140090347224,0.0310151064955568
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,76,Up,0.000500258269456349,0.0350657225066545
REACTOME_RHO_GTPASES_ACTIVATE_CIT,13,Up,0.000648585460335018,0.0433962635278703
REACTOME_GAP_JUNCTION_ASSEMBLY,6,Up,0.000902446364101704,0.0553500436649045
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,6,Up,0.000902446364101704,0.0553500436649045
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,36,Up,0.000958613246386332,0.0561448629598151
REACTOME_MAPK6_MAPK4_SIGNALING,77,Up,0.000991689155540213,0.0561448629598151
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,56,Up,0.00113755414238214,0.0595911107033958
REACTOME_RRNA_PROCESSING,196,Down,0.00115426160836736,0.0595911107033958
REACTOME_RECYCLING_PATHWAY_OF_L1,26,Up,0.00117400965380331,0.0595911107033958
REACTOME_PHOSPHORYLATION_OF_EMI1,4,Up,0.00124083557438983,0.0608836655167274
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,63,Up,0.0017323605633654,0.08042786791378
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,54,Up,0.00186952434455439,0.08042786791378
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,13,Up,0.0018965846506446,0.08042786791378
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,128,Up,0.00190265228015658,0.08042786791378
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,59,Down,0.00191234740284124,0.08042786791378
REACTOME_OTHER_INTERLEUKIN_SIGNALING,14,Down,0.00201574369542051,0.0824215199905275
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,76,Up,0.00210181356536262,0.0836180964382103
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,75,Up,0.00231117169866329,0.0888605133713692
