,NGenes,Direction,PValue,FDR
GO_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION,1,Up,9.63383639458917e-07,0.00949607253414654
GO_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,4,Up,2.52649239183924e-05,0.082727770796034
GO_NEURON_FATE_DETERMINATION,1,Up,3.14544989760734e-05,0.082727770796034
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,72,Up,3.35711761371752e-05,0.082727770796034
GO_DEATH_RECEPTOR_ACTIVITY,7,Down,4.80040755387234e-05,0.0946352345170394
GO_CYTOKINE_RECEPTOR_ACTIVITY,40,Down,0.000100647522726975,0.147110735055218
GO_CALCIUM_CHANNEL_INHIBITOR_ACTIVITY,7,Up,0.00016879937946175,0.147110735055218
GO_SCAVENGER_RECEPTOR_ACTIVITY,5,Down,0.000171038560542595,0.147110735055218
GO_CHROMOSOME_CONDENSATION,25,Up,0.000189419217233253,0.147110735055218
GO_REGULATION_OF_CELL_DIVISION,77,Up,0.000191065966262377,0.147110735055218
GO_ER_RETENTION_SEQUENCE_BINDING,2,Up,0.000198190482946359,0.147110735055218
GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,53,Down,0.00019974224511553,0.147110735055218
GO_POSITIVE_REGULATION_OF_CELL_DIVISION,28,Up,0.000208988078854225,0.147110735055218
GO_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY,2,Up,0.00021128699204307,0.147110735055218
GO_GLUTATHIONE_PEROXIDASE_ACTIVITY,10,Up,0.000224894526261145,0.147110735055218
GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,10,Up,0.000242317054128442,0.147110735055218
GO_CYTOSOLIC_RIBOSOME,94,Down,0.000253716394028478,0.147110735055218
GO_PROTEASOME_ACCESSORY_COMPLEX,24,Up,0.000348694482116141,0.176004355270005
GO_SPINDLE_MICROTUBULE,44,Up,0.00037414748644446,0.176004355270005
GO_GLUTATHIONE_DERIVATIVE_METABOLIC_PROCESS,9,Up,0.000377496258213982,0.176004355270005
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS,37,Up,0.00038582993910599,0.176004355270005
GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,70,Up,0.000392827007805632,0.176004355270005
GO_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,7,Up,0.000441737308325173,0.189313245572227
GO_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,4,Up,0.000513458798989417,0.207955248938503
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY,5,Up,0.000527430376733548,0.207955248938503
GO_TAU_PROTEIN_BINDING,34,Up,0.000628418270884093,0.238243034465558
GO_REGULATION_OF_SPINDLE_CHECKPOINT,10,Up,0.00065976312993385,0.240862413768814
GO_REGULATION_OF_HEART_RATE,22,Up,0.000684529264888811,0.240978748714608
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION,7,Up,0.000770152998030339,0.252209557860736
GO_TUMOR_NECROSIS_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,6,Down,0.000775874878905726,0.252209557860736
GO_CELLULAR_RESPONSE_TO_IRON_ION,3,Up,0.0008044314766436,0.252209557860736
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION,7,Up,0.000845901591607743,0.252209557860736
GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,83,Up,0.000866829225398335,0.252209557860736
GO_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,7,Up,0.000901890957425805,0.252209557860736
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT,5,Up,0.000926342566462395,0.252209557860736
GO_HISTONE_SERINE_PHOSPHORYLATION,5,Up,0.000932209801047188,0.252209557860736
GO_CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS,2,Down,0.000946713365207185,0.252209557860736
GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,25,Up,0.00101149363651032,0.262376125660059
GO_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION,7,Up,0.00112439710916644,0.273682708460742
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,98,Down,0.00113981396190951,0.273682708460742
GO_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,6,Up,0.001193410883671,0.273682708460742
GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY,18,Up,0.00121834328126793,0.273682708460742
GO_DETECTION_OF_CALCIUM_ION,4,Up,0.00122119029745184,0.273682708460742
