,NGenes,Direction,PValue,FDR
HALLMARK_IL6_JAK_STAT3_SIGNALING,51,Down,0.00111244887547411,0.0556224437737057
HALLMARK_BILE_ACID_METABOLISM,57,Up,0.00315207909710878,0.0788019774277195
HALLMARK_PROTEIN_SECRETION,85,Up,0.0369497284247248,0.298503326128775
HALLMARK_PI3K_AKT_MTOR_SIGNALING,90,Up,0.0458878784506418,0.298503326128775
HALLMARK_G2M_CHECKPOINT,154,Up,0.0565434321979544,0.298503326128775
HALLMARK_IL2_STAT5_SIGNALING,143,Down,0.0732067153615945,0.298503326128775
HALLMARK_HEDGEHOG_SIGNALING,13,Down,0.0752004901951988,0.298503326128775
HALLMARK_PEROXISOME,76,Up,0.0762977584378806,0.298503326128775
HALLMARK_SPERMATOGENESIS,49,Up,0.0782771150982185,0.298503326128775
HALLMARK_COAGULATION,36,Up,0.0785170952387432,0.298503326128775
HALLMARK_APICAL_SURFACE,20,Up,0.0797670209933285,0.298503326128775
HALLMARK_E2F_TARGETS,158,Up,0.0837793947897903,0.298503326128775
HALLMARK_ADIPOGENESIS,147,Up,0.0860849119521623,0.298503326128775
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,101,Up,0.0873241472328887,0.298503326128775
HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.0918241017636904,0.298503326128775
HALLMARK_MYC_TARGETS_V2,53,Up,0.095521064361208,0.298503326128775
HALLMARK_MITOTIC_SPINDLE,151,Up,0.113076907561111,0.33257913988562
HALLMARK_MYC_TARGETS_V1,193,Up,0.119910141936051,0.333083727600141
HALLMARK_DNA_REPAIR,138,Up,0.129349172480489,0.333231666840601
HALLMARK_INFLAMMATORY_RESPONSE,99,Down,0.134107707527345,0.333231666840601
HALLMARK_HEME_METABOLISM,130,Up,0.145369613286733,0.333231666840601
HALLMARK_MYOGENESIS,59,Up,0.147193458208733,0.333231666840601
HALLMARK_INTERFERON_ALPHA_RESPONSE,84,Down,0.153286566746677,0.333231666840601
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,43,Up,0.17705152616849,0.357728547604848
HALLMARK_XENOBIOTIC_METABOLISM,96,Up,0.178864273802424,0.357728547604848
HALLMARK_CHOLESTEROL_HOMEOSTASIS,54,Up,0.224143026843394,0.412535115344833
HALLMARK_ANDROGEN_RESPONSE,74,Up,0.225273120581338,0.412535115344833
HALLMARK_KRAS_SIGNALING_UP,84,Down,0.231019664593106,0.412535115344833
HALLMARK_ESTROGEN_RESPONSE_LATE,85,Up,0.282452570614073,0.474059794060132
HALLMARK_GLYCOLYSIS,114,Up,0.286796966153143,0.474059794060132
HALLMARK_WNT_BETA_CATENIN_SIGNALING,26,Up,0.293917072317282,0.474059794060132
HALLMARK_INTERFERON_GAMMA_RESPONSE,158,Down,0.315009944543555,0.492203038349305
HALLMARK_APOPTOSIS,117,Up,0.349276039317457,0.529206120177965
HALLMARK_ANGIOGENESIS,9,Up,0.41427490101935,0.583203446902455
HALLMARK_KRAS_SIGNALING_DN,44,Down,0.419601287066385,0.583203446902455
HALLMARK_FATTY_ACID_METABOLISM,112,Up,0.419906481769767,0.583203446902455
HALLMARK_PANCREAS_BETA_CELLS,10,Up,0.438130383276351,0.592068085508583
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,52,Down,0.468627711930103,0.610313428413218
HALLMARK_UV_RESPONSE_UP,102,Up,0.481188487075611,0.610313428413218
HALLMARK_TGF_BETA_SIGNALING,39,Up,0.488250742730574,0.610313428413218
HALLMARK_MTORC1_SIGNALING,176,Up,0.511017978152837,0.623192656283948
HALLMARK_HYPOXIA,112,Down,0.566939198818195,0.674927617640709
HALLMARK_UV_RESPONSE_DN,82,Up,0.641087189809866,0.745450220709147
HALLMARK_COMPLEMENT,112,Up,0.728226411923404,0.827530013549323
HALLMARK_ESTROGEN_RESPONSE_EARLY,92,Down,0.747918861011869,0.831020956679854
HALLMARK_ALLOGRAFT_REJECTION,134,Up,0.820994581376326,0.892385414539484
HALLMARK_NOTCH_SIGNALING,17,Down,0.85434549351495,0.908878184590372
HALLMARK_TNFA_SIGNALING_VIA_NFKB,143,Down,0.87534472696077,0.911817423917468
HALLMARK_P53_PATHWAY,145,Down,0.928060502760776,0.9470005130212
HALLMARK_APICAL_JUNCTION,84,Down,0.977622961549777,0.977622961549777
