,logFC,AveExpr,t,P.Value,adj.P.Val
HLA-DR; DP; DQ,1.14182763171545,0.752496471596151,24.8870721700357,2.8307610417928e-133,4.35937200436092e-131
HLA-DR,0.859645848964011,1.86271452847566,24.5428553086935,8.99002509516892e-130,6.92231932328007e-128
CD86,0.86150215494549,0.739687830416042,22.8959448112404,1.26890140305806e-113,6.51369386903138e-112
CD1c,0.966779847654543,0.130146144940723,22.8530892877048,3.23736965180677e-113,1.24638731594561e-111
CD54,0.684618206264865,0.390902197481158,15.9079775704289,1.2215876352973e-56,3.7624899167157e-55
CD116,0.397922091895965,1.20588275327241,13.1338221213419,2.10528027710172e-39,5.40355271122774e-38
CD5,0.443813455561822,0.382167964835862,9.81106465886049,6.27678654467339e-23,1.38089303982815e-21
CD39,0.400560041156836,1.49193953916791,9.67785833801333,2.30300818223667e-22,4.43329075080558e-21
CD11c,0.438549698592233,0.688981471825439,9.22201316609767,1.72995189621093e-20,2.96013991129426e-19
CD112 (Nectin-2),0.304442724248789,0.925156883342075,8.94119999516018,2.23964134872723e-19,3.44904767703993e-18
CD48,0.37279482289857,0.811401770619282,6.61058807818355,2.00461593017275e-11,2.37469887112772e-10
CD58 (LFA-3),0.229336095649163,0.967729394002824,6.00323500397014,9.983394262525e-10,1.09817336887775e-08
CD127 (IL-7Rα),0.245569676282933,1.23238051736106,5.35229660932441,4.43151074870709e-08,4.54968436867261e-07
CD172a (SIRPα),0.25406820445481,1.3801883622146,4.73524532938559,1.10792410969634e-06,1.00364889937198e-05
CD32,0.271354866408127,0.590282348480015,4.43327431264991,4.68662552761247e-06,4.00966850695733e-05
CD33,0.231454700158321,0.781741241808208,3.98268951384691,3.4294197340659e-05,2.77963494234815e-04
CD162,0.214484006719823,0.66736948973301,3.28293870345602,5.15293784082082e-04,0.00360705648857457
CD44,0.170211768068122,0.618968602722226,2.11726018858017,0.0171303281417056,0.0942168047793806
CD83,0.134237412101535,1.76107079105302,1.72438576943207,0.0423334755781322,0.217311841301079
CD267 (TACI),0.129732141883371,1.42950082076583,1.31691075590054,0.0939482961348698,0.428215878466483
CD101 (BB27),0.133703209992003,0.311504204975695,1.31338180685446,0.0945411679731196,0.428215878466483
CD4,0.135177780774895,0.652101344814081,1.0910529083474,0.137637019153837,0.605602884276883
CD275 (B7-H2; B7-RP1; ICOSL),0.121030841600956,1.34636060334165,1.02482099128887,0.15273535162611,0.653367893067247
CD43,0.124662605474538,0.955920691527783,0.811532532898847,0.208538936501717,0.845131479506958
CD71,0.122500792499238,0.15266321949587,0.579097026658592,0.281267920848589,0.999999955708742
CD45RO,0.11222904050599,0.923002830603822,0.520011726465577,0.301533051087862,0.999999955708742
CD137 (4-1BB),0.107083301517233,2.23797406675122,0.324325685008505,0.372848890792697,0.999999955708742
FcεRIα,0.0990813551660513,0.982730903889371,0,0.513856872377708,0.999999955708742
CD103 (Integrin αE),0.0927283702613069,1.01266216467937,0,0.595155727824305,0.999999955708742
IgE,0.0938670801357687,1.88761414983611,0,0.609581903708007,0.999999955708742
CD18,0.0903880357930134,0.536095404635249,0,0.618733928059419,0.999999955708742
CD13,0.0856243371172259,1.22111521006684,0,0.691201676411757,0.999999955708742
CD40,0.0718411002562557,0.581628817710075,0,0.83987653330441,0.999999955708742
CD84,0.0763551838052733,0.784053784728124,0,0.840062830310594,0.999999955708742
CLEC12A,0.057668104503286,0.506030416528632,0,0.875228589932853,0.999999955708742
CD45,0.0506472535563004,0.804492218259836,0,0.929545085177334,0.999999955708742
CD196 (CCR6),0.0601910095500056,0.700841510636726,0,0.948869233277444,0.999999955708742
CD274 (B7-H1; PD-L1),0.0574634984519898,0.931348403980279,0,0.95667545988057,0.999999955708742
CD2,0.0542665845397176,0.355995560919044,0,0.959406260505576,0.999999955708742
CD131,0.0534499180626921,1.46113512076715,0,0.965567829468776,0.999999955708742
CD49d,0.0433371226190836,0.522483654269109,0,0.974982926969543,0.999999955708742
CD42b,0.0474108798866751,1.28599139446219,0,0.978728788129409,0.999999955708742
CD61,0.0329327213319066,0.847460135107896,0,0.986278836505508,0.999999955708742
CD11a,0.0220254064787141,0.632878147538349,0,0.988000603880379,0.999999955708742
CD72,0.0263684907214386,0.907724200496019,0,0.988257434405861,0.999999955708742
CD25,0.0310715458386932,0.752640560027417,0,0.988619151043055,0.999999955708742
CD226 (DNAM-1),0.0396799813023877,1.23920516964018,0,0.988847012924928,0.999999955708742
CD155 (PVR),0.0338018563671636,0.713365063451548,0,0.992914408171207,0.999999955708742
CD3,0.023058647971261,0.793949008364813,0,0.993786796869734,0.999999955708742
CD194 (CCR4),0.0223057156277343,0.91386720534815,0,0.995181415046501,0.999999955708742
CD200 (OX2),0.0555711320490224,1.48212013672684,0,0.995352338315783,0.999999955708742
CD158e1 (KIR3DL1; NKB1),0.0340015061974827,1.32064848434234,0,0.995707613778954,0.999999955708742
CD62P (P-Selectin),0.0220873056177044,1.00153113768266,0,0.997051393018199,0.999999955708742
CD319 (CRACC),0.0342342300862505,1.53099372444011,0,0.997139353756533,0.999999955708742
CD55,0.013703943473042,0.986999856639347,0,0.997254017996549,0.999999955708742
CD154,0.0412863424070771,1.82385295299655,0,0.99813635501824,0.999999955708742
CD7,0.0164466855792077,0.53581213781951,0,0.998187434603252,0.999999955708742
CD56 (NCAM),0.0193203591538826,1.12532966664497,0,0.99832550155435,0.999999955708742
CD8,0.0135619728250267,0.460529750221906,0,0.998784747877494,0.999999955708742
CD141 (Thrombomodulin),0.0250426985719158,0.332822162026582,0,0.998872984321211,0.999999955708742
CD272 (BTLA),0.026650112718886,1.66341369775801,0,0.999079198861537,0.999999955708742
TCR α/β,0.0162731219260373,1.25698343495709,0,0.999314523122377,0.999999955708742
CD244 (2B4),0.00673472367788424,0.927019395472403,0,0.999320073599737,0.999999955708742
CD195 (CCR5),0.0238446312359439,1.08877997940633,0,0.999361393882945,0.999999955708742
CD279 (PD-1),0.0342596924120378,2.12499842506601,0,0.999364590833676,0.999999955708742
IgD,0.00545938697810321,0.61927628822311,0,0.999403692130476,0.999999955708742
CD122 (IL-2Rβ),0.0208964682860895,0.768068191616674,0,0.999454976994561,0.999999955708742
CD270 (HVEM; TR2),0.0344723001130313,1.70394793717737,0,0.999455256074397,0.999999955708742
TCR Vδ2,0.00457867555569006,0.593655604811079,0,0.999640812062276,0.999999955708742
CD28,0.0196797709344887,0.799510772482887,0,0.999673568230445,0.999999955708742
CD161,0.0111498862239552,1.42474052978777,0,0.99978740435774,0.999999955708742
CD150 (SLAM),0.030740867948988,2.04585256048148,0,0.999898106967544,0.999999955708742
CD37,0.0142432713004923,1.75158358087915,0,0.999908079972485,0.999999955708742
CD41,0.00448494104869389,0.324595435797814,0,0.999948807280277,0.999999955708742
CD278 (ICOS),0.00273821291500645,1.38330009502379,0,0.999948952538772,0.999999955708742
CD183 (CXCR3),0.00782699028617231,1.16606209486642,0,0.999990312434884,0.999999955708742
CD134 (OX40),0.0214085468963331,1.56395166444697,0,0.999990663535256,0.999999955708742
CD79b (Igβ),0.00128204877715803,1.29283628385667,0,0.999997925195799,0.999999955708742
CD74,0.0298163826366755,0.760320684400226,0,0.999998147472999,0.999999955708742
LOX-1,0.00683524732644367,1.14347063095921,0,0.99999880684485,0.999999955708742
NKp80,0.00233057049893479,2.01132608841623,0,0.999999023148523,0.999999955708742
CD23,0.0160433727865623,1.43555078734007,0,0.999999553141816,0.999999955708742
CX3CR1,0.0022338053369215,1.55233638633771,0,0.999999955708742,0.999999955708742
