,logFC,AveExpr,t,P.Value,adj.P.Val
CD45RA,0.47335190604971,1.50530158263368,13.1855178152293,1.07369533116353e-39,8.26745404995917e-38
CD19,0.455579040993254,0.602206276862356,11.3855583964402,3.65684640468385e-30,1.12630869264263e-28
CD20,0.409613315966587,0.962561470506908,10.3930330636382,1.75460223172202e-25,3.37760929606489e-24
HLA-DR; DP; DQ,0.46802955863863,0.752496471596151,9.27094588713774,1.09863946406096e-20,1.87989419405987e-19
CD22,0.236533945138808,0.511280469858631,4.55182698802954,2.68826947926215e-06,2.06996749903186e-05
CD82,0.162657691230346,0.777891706300082,3.14134949375936,8.43135947984132e-04,0.00418848180611472
HLA-A;B;C,0.157600147055305,0.415803484564059,1.92472186973196,0.0271452518013249,0.101960214083025
HLA-DR,0.146631829600146,1.86271452847566,1.58876543665852,0.0560713730997499,0.196249805849125
CD35,0.142442661577036,0.792338099653258,1.2907838762169,0.0984031846426337,0.322427456063098
CD95 (Fas),0.12779179510138,0.656065918742593,1.19020151232467,0.116996731600914,0.375364513886267
CD21,0.132555811964302,0.540868331867556,1.13625270584913,0.127938064530233,0.402091059952161
CD352 (NTB-A),0.0955345673503208,1.15224259115413,0,0.56690681484267,0.999999999992263
CD72,0.090970292939392,0.907724200496019,0,0.615159133701339,0.999999999992263
CD83,0.0943215884730978,1.76107079105302,0,0.618516578856377,0.999999999992263
CD1c,0.0828411697926928,0.130146144940723,0,0.683341195258484,0.999999999992263
CD73 (Ecto-5'-nucleotidase),0.0820949581374539,1.01817854295667,0,0.738011155965334,0.999999999992263
CD24,0.0863853820934992,2.10672383592713,0,0.746148463421613,0.999999999992263
CD69,0.0699843131951684,0.559895799670153,0,0.85323914036606,0.999999999992263
CD40,0.0605896746878533,0.581628817710075,0,0.928803092803706,0.999999999992263
CD52,0.0563008303659567,0.888021991127373,0,0.959849625874175,0.999999999992263
CD3,0.0445157604080784,0.793949008364813,0,0.97126381951835,0.999999999992263
CD42b,0.0514495469733921,1.28599139446219,0,0.975840420205151,0.999999999992263
CD268 (BAFF-R),0.0446467487075098,0.923845625444032,0,0.978169408009475,0.999999999992263
CD27,0.037492017335168,0.684479723424041,0,0.983440680122314,0.999999999992263
CD335 (NKp46),0.0362930607756375,1.1699158094233,0,0.992743162622002,0.999999999992263
TIGIT (VSTM3),0.0473152247996353,1.43437652836306,0,0.993588194555411,0.999999999992263
CD196 (CCR6),0.0403590166431893,0.700841510636726,0,0.995078288566582,0.999999999992263
GPR56,0.0306273316548732,1.08257288441316,0,0.995322453256734,0.999999999992263
CD61,0.0230461713979919,0.847460135107896,0,0.996193465030054,0.999999999992263
CD314 (NKG2D),0.0442228915460841,1.64752633080457,0,0.996555858024359,0.999999999992263
CD279 (PD-1),0.0474232416291629,2.12499842506601,0,0.996715970893906,0.999999999992263
CD62P (P-Selectin),0.0252469981097702,1.00153113768266,0,0.997324703028737,0.999999999992263
CD272 (BTLA),0.0359026913260498,1.66341369775801,0,0.997949564596603,0.999999999992263
IgD,0.015082919331904,0.61927628822311,0,0.99860038009759,0.999999999992263
CLEC1B (CLEC2),0.0173482814860137,0.541744657085823,0,0.998776593471102,0.999999999992263
CD152 (CTLA-4),0.0335995921028023,1.70273263244106,0,0.998911472921815,0.999999999992263
CD86,0.00507116010717634,0.739687830416042,0,0.999123627946514,0.999999999992263
CD185 (CXCR5),0.0295214015184009,1.57814381701486,0,0.999139449195508,0.999999999992263
CD37,0.0313829194797548,1.75158358087915,0,0.999198873350051,0.999999999992263
CD278 (ICOS),0.0210468540902717,1.38330009502379,0,0.99933822935261,0.999999999992263
CX3CR1,0.0414509767707419,1.55233638633771,0,0.999588175250328,0.999999999992263
CD137 (4-1BB),0.0291630985011873,2.23797406675122,0,0.999686117566073,0.999999999992263
CD7,0.00555298965711521,0.53581213781951,0,0.999786681988858,0.999999999992263
CD158 (KIR2DL1/S1/S3/S5),0.0147428708176545,1.00049547595887,0,0.99989686199011,0.999999999992263
CD158e1 (KIR3DL1; NKB1),0.011461473866741,1.32064848434234,0,0.999900813242832,0.999999999992263
CD109,0.0219442374023718,2.16479046733973,0,0.999915809427594,0.999999999992263
CD192 (CCR2),0.0233373380973709,1.57684621132614,0,0.999925678882609,0.999999999992263
CD62L,0.00134164282490337,0.388208524970357,0,0.999933265729212,0.999999999992263
CD267 (TACI),0.018021843395451,1.42950082076583,0,0.99993533529993,0.999999999992263
CD131,0.00479216624868377,1.46113512076715,0,0.999964137070728,0.999999999992263
CD23,0.0346529332645773,1.43555078734007,0,0.999972568114906,0.999999999992263
CD79b (Igβ),0.00877421303635144,1.29283628385667,0,0.999991785527155,0.999999999992263
CD223 (LAG-3),0.00626248128710157,1.81682804768408,0,0.999996963818683,0.999999999992263
Podoplanin,0.00393219570924915,2.06872602369425,0,0.999997179687272,0.999999999992263
CD200 (OX2),0.0236531903366606,1.48212013672684,0,0.999998771410253,0.999999999992263
CD119 (IFN-γ R α chain),0.00129621673027842,1.06714066608984,0,0.99999881547378,0.999999999992263
CD154,0.00912512970224307,1.82385295299655,0,0.999998897157226,0.999999999992263
CD150 (SLAM),0.0154798237569156,2.04585256048148,0,0.999999118833024,0.999999999992263
NKp80,0.00424837553415012,2.01132608841623,0,0.999999404737189,0.999999999992263
CD134 (OX40),0.00444838693674419,1.56395166444697,0,0.999999980475099,0.999999999992263
