,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_HSF1_ACTIVATION,24,Up,0,0
2,REACTOME_ATTENUATION_PHASE,24,Up,0,0
3,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,29,Up,6.21705007277483e-266,3.17276788713942e-263
4,REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,73,Up,3.41027108054171e-86,1.30528125607734e-83
5,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,87,Up,2.3335722231884e-78,7.14539814740286e-76
6,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,3.5788330261165e-58,9.13198893830727e-56
7,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,49,Up,4.28610976102794e-58,9.37433434876254e-56
8,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,Up,6.44790926678803e-50,1.23396863593156e-47
9,REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,6,Up,3.75622505650163e-47,6.38975617944888e-45
10,REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,1,Up,2.13923157399203e-22,2.97742139980164e-20
11,REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,1,Up,2.13923157399203e-22,2.97742139980164e-20
12,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,102,Up,1.34024536317949e-17,1.70992970918983e-15
13,REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,14,Up,2.3689835027638e-16,2.7899336482549e-14
14,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,11,Up,2.38251668076032e-13,2.60545217017432e-11
15,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,33,Up,3.14642241743367e-13,3.2114484807273e-11
16,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,3.63092264979709e-13,3.47433911052459e-11
17,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,14,Up,1.27207899387494e-12,1.14561937624855e-10
18,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,1.38318630632179e-11,1.17647679721036e-09
19,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,417,Up,1.87212432602626e-11,1.50853807534011e-09
