,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,32,Up,1.01747323100026e-17,1.5577515166614e-14
2,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,14,Up,8.10369479334614e-15,6.20337836430647e-12
3,REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,16,Up,2.13548807843078e-14,1.08981074935917e-11
4,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,7.87098907353243e-14,3.01262106789454e-11
5,REACTOME_DECTIN_2_FAMILY,21,Up,3.48924075342935e-13,1.06840551870007e-10
6,REACTOME_SODIUM_CALCIUM_EXCHANGERS,8,Up,7.44995822843095e-12,1.90098100795463e-09
7,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,41,Up,1.08827950134249e-11,2.38022273793622e-09
8,REACTOME_NEUTROPHIL_DEGRANULATION,440,Up,1.66491024073677e-11,3.18622197321e-09
9,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,2.9281265378987e-11,4.48648778232331e-09
10,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,12,Up,2.93042964227519e-11,4.48648778232331e-09
11,REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,9,Up,1.57293813868062e-10,2.18924390029093e-08
12,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,2.75891454905431e-10,3.51991514550178e-08
13,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,36,Up,6.46136125759197e-10,7.21390322061177e-08
14,REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,31,Up,6.59664566221847e-10,7.21390322061177e-08
15,REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,13,Up,9.66782513010784e-10,9.8676268494634e-08
16,REACTOME_AMYLOID_FIBER_FORMATION,40,Up,2.0797118898151e-09,1.99002431456682e-07
17,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,84,Up,4.55427605969032e-09,4.10152743963875e-07
18,REACTOME_DAP12_INTERACTIONS,35,Up,5.30222487132146e-09,4.50983682110731e-07
19,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,8.61095655082316e-09,6.9386181470054e-07
20,REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,7,Up,1.01612181738331e-08,7.77841251206926e-07
21,REACTOME_DAP12_SIGNALING,28,Up,1.33724227552153e-08,9.7491329705879e-07
22,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,Up,2.1539198547392e-08,1.4989324080026e-06
23,REACTOME_FCGR_ACTIVATION,12,Up,2.32089208543895e-08,1.54490686209002e-06
24,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,1.2100377671032e-07,7.71903258931252e-06
25,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,26,Up,6.2536610005565e-07,3.8297419967408e-05
26,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,117,Up,6.84396057201095e-07,4.03003985990337e-05
27,REACTOME_INNATE_IMMUNE_SYSTEM,892,Up,7.81805095276577e-07,4.43312444766089e-05
28,REACTOME_PARASITE_INFECTION,58,Up,8.39155375769547e-07,4.47304301675364e-05
29,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,8.62422097466085e-07,4.47304301675364e-05
30,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,14,Up,8.76494386039251e-07,4.47304301675364e-05
31,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,32,Up,9.80625241181559e-07,4.84302336854505e-05
32,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,2.15614501845915e-06,1.03158063226905e-04
33,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,3.08502925993171e-06,1.43126660513802e-04
34,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,65,Up,4.91628104782644e-06,2.21377243653596e-04
35,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,34,Up,5.20934589911165e-06,2.2787167347257e-04
36,REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,16,Up,1.0792906124671e-05,4.58998313246424e-04
37,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,102,Up,1.32842728049972e-05,5.49681666606776e-04
38,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,1.38803995813579e-05,5.59233993659447e-04
39,REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,10,Up,1.63133981532496e-05,6.4040545058013e-04
40,REACTOME_LEISHMANIA_INFECTION,193,Up,1.84125369502712e-05,7.0473985177163e-04
41,REACTOME_EPH_EPHRIN_SIGNALING,84,Up,2.30692224233831e-05,8.61438525126817e-04
42,REACTOME_NGF_STIMULATED_TRANSCRIPTION,36,Up,3.46688901118571e-05,0.00123463971580647
43,REACTOME_RECYCLING_PATHWAY_OF_L1,35,Up,3.46763604047539e-05,0.00123463971580647
44,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,Up,3.73344405456822e-05,0.00129521897529857
45,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,3.80697935260845e-05,0.00129521897529857
46,REACTOME_INFLAMMASOMES,20,Up,4.5065349637127e-05,0.00149989239770525
47,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,4.86252600136731e-05,0.00158394198044539
48,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Up,8.63294916987962e-05,0.00275355107897619
49,REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,36,Up,9.3032312701535e-05,0.00290678511726633
50,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,54,Up,1.15457322778132e-04,0.00353530322346641
