,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_INTRAFLAGELLAR_TRANSPORT,42,Up,8.51603151267043e-32,1.30380442458984e-28
2,REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC,11,Up,5.57366297976884e-16,4.26663901101305e-13
3,REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS,12,Up,6.41959623116929e-13,3.27613394330673e-10
4,REACTOME_CILIUM_ASSEMBLY,178,Up,3.58529997643332e-12,1.37227356597985e-09
5,REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,18,Up,5.16488241758425e-08,1.5814869962643e-05
6,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,94,Up,2.60490910825514e-06,6.64685974123102e-04
7,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,268,Up,3.0605632615258e-06,6.69388907627999e-04
8,REACTOME_DECTIN_2_FAMILY,21,Up,3.43935448180283e-05,0.00658206463955016
9,REACTOME_KINESINS,48,Up,4.27161551373591e-05,0.00726649261281075
10,REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,33,Up,4.31472967580494e-04,0.0660585113365735
11,REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,9,Up,7.11284106016123e-04,0.0989978151191531
12,REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,3,Up,0.00123236600279103,0.151648909580115
13,REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION,6,Up,0.00128767852680698,0.151648909580115
14,REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,14,Up,0.00197398013947888,0.215868828110154
15,REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM,3,Up,0.00241676762141738,0.221676359289362
16,REACTOME_P75NTR_REGULATES_AXONOGENESIS,7,Up,0.00247793234509397,0.221676359289362
17,REACTOME_GLUTATHIONE_CONJUGATION,32,Up,0.00260625373429687,0.221676359289362
18,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,49,Up,0.00326792604202066,0.263326040543875
19,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,42,Up,0.00380574774394855,0.287971878021898
20,REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,18,Up,0.00394997350650545,0.287971878021898
21,REACTOME_ATTENUATION_PHASE,24,Up,0.00449143641698234,0.312563143381817
22,REACTOME_TIGHT_JUNCTION_INTERACTIONS,23,Up,0.00481372470996698,0.315199964759023
23,REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,21,Up,0.00494108370621591,0.315199964759023
24,REACTOME_HEME_DEGRADATION,9,Up,0.00514803995380526,0.315265966771034
25,REACTOME_HSF1_ACTIVATION,24,Up,0.00598645845867724,0.352510303855187
26,REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,6,Up,0.00673447646604078,0.381869758129942
27,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,88,Up,0.00755818228205727,0.405969254212895
28,REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,49,Up,0.00768981604975438,0.405969254212895
29,REACTOME_AURKA_ACTIVATION_BY_TPX2,70,Up,0.00853920701793783,0.435784198148761
30,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,79,Up,0.00943925236142363,0.466177269849664
31,REACTOME_FRUCTOSE_CATABOLISM,4,Up,0.0109606282077152,0.524397555812872
32,REACTOME_AGGREPHAGY,36,Up,0.0133677208844009,0.589941273708853
33,REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,23,Up,0.0134865738600979,0.589941273708853
34,REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,6,Up,0.0143376938111527,0.609750256246523
