,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,7.85213615771716e-21,1.2021620457465e-17
2,REACTOME_CD22_MEDIATED_BCR_REGULATION,5,Up,4.06627350465176e-12,6.91718303957983e-10
3,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS,5,Up,2.69334760866323e-09,3.17193476066415e-07
4,REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,9,Up,1.92215265455842e-08,1.96187714275263e-06
5,REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,5,Up,3.99233733416595e-07,2.77830384482185e-05
6,REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS,8,Up,9.63705732311887e-07,5.67474413911346e-05
7,REACTOME_RUNX3_REGULATES_WNT_SIGNALING,8,Up,9.63705732311887e-07,5.67474413911346e-05
8,REACTOME_REPRESSION_OF_WNT_TARGET_GENES,14,Up,9.28459733407503e-05,0.00364479962012022
9,REACTOME_HSF1_ACTIVATION,24,Up,1.11480175712454e-04,0.00416283290282358
10,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,Up,3.67948026734386e-04,0.0112665685786069
11,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,19,Up,3.95731627726781e-04,0.0118797082754843
12,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,108,Up,6.63128746627246e-04,0.0184590929288421
13,REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,5,Up,9.13072465344515e-04,0.02452480604285
