,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,2.37572948986514e-24,3.63724184898353e-21
2,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,12,Up,1.07961582454277e-23,8.26445913687491e-21
3,REACTOME_NEUTROPHIL_DEGRANULATION,440,Up,1.16978068364835e-18,4.48458669529642e-16
4,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,1.1968223159322e-18,4.48458669529642e-16
5,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,1.46459395666114e-18,4.48458669529642e-16
6,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,4.52788969589024e-15,1.15536652073466e-12
7,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,26,Up,1.35564426797983e-14,2.96498767753875e-12
8,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,4.77054062945017e-13,9.12962212961027e-11
9,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,1.35081653928444e-12,2.29788902404942e-10
10,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,109,Up,1.17642740189528e-11,1.80111035230168e-09
11,REACTOME_FIBRONECTIN_MATRIX_FORMATION,6,Up,1.54920600256198e-11,2.15621308174763e-09
12,REACTOME_AMYLOID_FIBER_FORMATION,40,Up,1.77826705856907e-11,2.26877238889104e-09
13,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,2.73594808784226e-11,3.10437380131817e-09
14,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,2.83874808742354e-11,3.10437380131817e-09
15,REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,39,Up,1.26405866947569e-10,1.29018254864486e-08
16,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,41,Up,1.44491639111249e-10,1.38260437174577e-08
17,REACTOME_RECYCLING_PATHWAY_OF_L1,35,Up,2.72210507749341e-10,2.45149580802495e-08
18,REACTOME_INNATE_IMMUNE_SYSTEM,892,Up,3.62638330847532e-10,3.08444046959762e-08
