,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_PD_1_SIGNALING,14,Up,3.60429575510235e-247,5.5181768010617e-244
2,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,3.73553837462474e-162,2.85955462577524e-159
3,REACTOME_FCGR_ACTIVATION,12,Up,3.48441720422243e-52,1.77821424655484e-49
4,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,60,Up,2.45627093618268e-46,9.4013770082392e-44
5,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,117,Up,7.40730058309817e-37,2.26811543854466e-34
6,REACTOME_TCR_SIGNALING,108,Up,2.35836499321843e-26,6.01776134102902e-24
7,REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,24,Up,2.28387862724888e-20,4.99516882616862e-18
8,REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,36,Up,6.65550801101794e-18,1.27369784560856e-15
9,REACTOME_PARASITE_INFECTION,58,Up,4.19760694657229e-15,7.1405958168913e-13
10,REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,94,Up,5.97742061980552e-13,9.15143096892225e-11
11,REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,8,Up,2.38940938384246e-12,3.32562342423891e-10
12,REACTOME_OTHER_INTERLEUKIN_SIGNALING,21,Up,1.00016167378984e-10,1.27603960214353e-08
13,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,84,Up,1.62399355505437e-10,1.91256471752942e-08
14,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,134,Up,2.57987108855018e-10,2.82127331183595e-08
15,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,113,Up,5.46900969321505e-08,5.5820358935415e-06
16,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,4.11517628165228e-07,3.93770930450602e-05
17,REACTOME_DAP12_SIGNALING,28,Up,1.2876914037653e-06,1.1596797289204e-04
18,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,6.11004768801628e-06,5.19693500575162e-04
19,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,14,Up,6.76178317513967e-06,5.44857370586254e-04
20,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,8.86047353068462e-06,6.78269248773908e-04
21,REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,12,Up,1.21637435243305e-05,8.86794825511903e-04
22,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,1.98563234261372e-05,0.00137068857618857
23,REACTOME_LEISHMANIA_INFECTION,193,Up,2.12502849632245e-05,0.00137068857618857
24,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,14,Up,2.26491524303485e-05,0.00137068857618857
25,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,21,Up,2.32250915369292e-05,0.00137068857618857
26,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,2.40567507160691e-05,0.00137068857618857
27,REACTOME_DAP12_INTERACTIONS,35,Up,2.41728227022152e-05,0.00137068857618857
28,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,34,Up,3.0967787449002e-05,0.00169327437801507
29,REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,112,Up,5.65691853412539e-05,0.00298646285370551
30,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,27,Up,1.46967301538442e-04,0.0075002312885118
31,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,1.59322300101201e-04,0.00783671533288487
32,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,689,Up,1.63798099707587e-04,0.00783671533288487
33,REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,13,Up,1.71611845556549e-04,0.00796174956203264
34,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,32,Up,2.08216021726255e-04,0.00930157014234079
35,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,41,Up,2.12642034606093e-04,0.00930157014234079
36,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,26,Up,3.69278173359923e-04,0.0157045800948345
37,REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,9,Up,3.97972189600079e-04,0.0164674438453438
38,REACTOME_SODIUM_CALCIUM_EXCHANGERS,8,Up,5.4154639046642e-04,0.021818619047476
39,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,Up,6.21842795016252e-04,0.0244113158761508
40,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,6.89212929588687e-04,0.0262517435110132
41,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,32,Up,7.0301860480179e-04,0.0262517435110132
42,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,36,Up,0.00135597691331892,0.049428587006935
43,REACTOME_INTERLEUKIN_2_SIGNALING,12,Up,0.00173629099645787,0.0618200352459769
44,REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,7,Up,0.00192416527170808,0.0669522052496608
45,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,0.00202176264086164,0.0687848578479814
46,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,36,Up,0.00225008080799387,0.0737793329378481
47,REACTOME_SIGNALING_BY_INTERLEUKINS,410,Up,0.0022649435977001,0.0737793329378481
48,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,26,Up,0.00232689637496769,0.074218298959907
49,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,17,Up,0.00248067337591427,0.077508386500505
50,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,65,Up,0.00324270353584979,0.0992915822677207
