,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,Up,3.93143510425238e-33,6.0190271446104e-30
2,REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5,5,Up,1.10268260442977e-13,8.44103533690991e-11
3,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,19,Up,4.48010880988119e-13,2.2863488626427e-10
4,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,5.60979930302386e-11,2.14715068323238e-08
5,REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,7,Up,7.25026055493853e-10,2.22002978192218e-07
6,REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,29,Up,2.29285441402279e-09,5.85060017978149e-07
7,REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID,7,Up,3.35951821743452e-09,7.34774627270321e-07
8,REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,18,Up,5.06268536525126e-09,9.43473557572757e-07
9,REACTOME_REGULATION_OF_TNFR1_SIGNALING,32,Up,5.54621947626049e-09,9.43473557572757e-07
10,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,6.24879298949385e-08,9.10267164530934e-06
11,REACTOME_PROTEIN_REPAIR,6,Up,6.54012985619874e-08,9.10267164530934e-06
12,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,11,Up,7.17949371554061e-08,9.15983739874389e-06
13,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,54,Up,8.89164545265352e-08,1.04716224523173e-05
14,REACTOME_NRCAM_INTERACTIONS,7,Up,2.81166801807034e-07,3.07475981118978e-05
15,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,4.00988842056176e-07,4.09275944792003e-05
16,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,98,Up,6.01505216646844e-07,5.75565304178948e-05
17,REACTOME_TRYPTOPHAN_CATABOLISM,13,Up,1.28744131410386e-06,1.15945450111354e-04
18,REACTOME_TNF_SIGNALING,42,Up,1.53986597489617e-06,1.30974155975891e-04
19,REACTOME_INFLAMMASOMES,20,Up,1.98686348217089e-06,1.60099367958086e-04
20,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,60,Up,2.5202533058461e-06,1.92247388178344e-04
21,REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,7,Up,2.63696613438617e-06,1.92247388178344e-04
22,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,14,Up,3.29293741362955e-06,2.29143189949963e-04
23,REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,22,Up,3.44238626312812e-06,2.29143189949963e-04
24,REACTOME_INTERLEUKIN_7_SIGNALING,22,Up,3.9665642688554e-06,2.53033745650734e-04
25,REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,5,Up,1.1087034248253e-05,6.78969977363014e-04
26,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,15,Up,1.64665467494311e-05,9.6962627205304e-04
27,REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,3,Up,1.84437390378215e-05,0.00104582831358906
28,REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM,6,Up,2.19027963917412e-05,0.00119761361699128
29,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,6,Up,7.43284001190174e-05,0.00367086388974889
