,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,Up,8.75843096333886e-125,1.34091578048718e-121
2,REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,14,Up,2.25852996812147e-70,1.72890469059699e-67
3,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,2.43339492141586e-49,1.24184254156256e-46
4,REACTOME_ANTIMICROBIAL_PEPTIDES,29,Up,9.60853594431467e-41,3.67766713268644e-38
5,REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,4,Up,7.62865057811163e-34,1.66849486215556e-31
6,REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,4,Up,7.62865057811163e-34,1.66849486215556e-31
7,REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,4,Up,7.62865057811163e-34,1.66849486215556e-31
8,REACTOME_NEUTROPHIL_DEGRANULATION,440,Up,9.85783413829269e-34,1.88654300821576e-31
9,REACTOME_CS_DS_DEGRADATION,10,Up,1.37904362144475e-23,2.34590642714656e-21
10,REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS,7,Up,8.15185052396652e-21,1.24804831521927e-18
11,REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,1,Up,1.62904257577799e-20,2.07838681959675e-18
12,REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,1,Up,1.62904257577799e-20,2.07838681959675e-18
13,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,14,Up,2.79100546699243e-18,3.28694566920416e-16
14,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,Up,4.39640492117568e-18,4.80778281022855e-16
15,REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,6,Up,2.52261940509535e-17,2.57475353946732e-15
16,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,6.70549936821478e-17,6.41632470796051e-15
17,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,3.38954864990406e-16,3.05258763706065e-14
18,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,7,Up,5.75277846524971e-15,4.8930576834985e-13
19,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,1.76226956659283e-13,1.42001826655454e-11
20,REACTOME_INNATE_IMMUNE_SYSTEM,892,Up,3.21344678149949e-13,2.45989351123786e-11
21,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,33,Up,3.48541991464893e-13,2.54103709015596e-11
22,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,14,Up,1.97213556409197e-12,1.37242706755673e-10
23,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,33,Up,2.60397649948607e-12,1.73334261770138e-10
24,REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH,9,Up,1.82262968813869e-11,1.16268585522514e-09
25,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,109,Up,6.35557673158843e-11,3.89215519042475e-09
26,REACTOME_IRAK4_DEFICIENCY_TLR2_4,11,Up,2.46733491729234e-09,1.45288067629791e-07
27,REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,14,Up,3.1370275538045e-09,1.77493769007323e-07
28,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,22,Up,3.24613032802419e-09,1.77493769007323e-07
29,REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,10,Up,1.15645429102075e-08,6.10528110190607e-07
30,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,90,Up,2.29359616119636e-08,1.16005191277456e-06
31,REACTOME_AMYLOID_FIBER_FORMATION,40,Up,2.38792766901394e-08,1.16005191277456e-06
32,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,2.42466761651116e-08,1.16005191277456e-06
33,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,15,Up,4.70412878272222e-08,2.18243065646901e-06
34,REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,16,Up,5.15919840417822e-08,2.32315669317555e-06
35,REACTOME_FCGR_ACTIVATION,12,Up,7.55854024864446e-08,3.3063214630499e-06
36,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,91,Up,1.42943873833794e-07,6.07908530109828e-06
37,REACTOME_NEUROTRANSMITTER_CLEARANCE,7,Up,1.5667465260462e-07,6.40202179402643e-06
38,REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,16,Up,1.58900606252779e-07,6.40202179402643e-06
39,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,56,Up,3.53129663302503e-07,1.38626029363111e-05
40,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,142,Up,4.22160653117958e-07,1.5932963774283e-05
41,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,113,Up,4.27654739565192e-07,1.5932963774283e-05
42,REACTOME_PENTOSE_PHOSPHATE_PATHWAY,11,Up,4.37089796551198e-07,1.5932963774283e-05
43,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,31,Up,1.13327060834421e-06,4.03497046831391e-05
44,REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,20,Up,2.53894479550715e-06,8.83437382254875e-05
45,REACTOME_HYDROLYSIS_OF_LPC,6,Up,3.58677836201962e-06,1.19427012446853e-04
46,REACTOME_HYALURONAN_METABOLISM,14,Up,3.58827078547042e-06,1.19427012446853e-04
47,REACTOME_DAP12_INTERACTIONS,35,Up,8.08041480174282e-06,2.63215214073793e-04
48,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,16,Up,1.00118513847982e-05,3.19336343127625e-04
49,REACTOME_KERATAN_SULFATE_DEGRADATION,9,Up,1.6281673880516e-05,5.05102564958807e-04
