,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,8,Up,2.72951833161395e-23,4.17889256570095e-20
2,REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,8,Up,1.18975944499348e-20,9.10760855142506e-18
3,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,4.73449650342596e-17,2.41617138224838e-14
4,REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,6,Up,2.10351882991866e-15,8.05121832151368e-13
5,REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,6,Up,2.84205345967365e-15,8.70236769352073e-13
6,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,109,Up,1.77029840469535e-14,4.5172114293143e-12
7,REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,13,Up,2.51931003529103e-12,5.5100909486151e-10
8,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,102,Up,2.14823699562995e-11,4.11118855038682e-09
9,REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS,8,Up,4.66652619139301e-10,7.1444515990227e-08
10,REACTOME_RUNX3_REGULATES_WNT_SIGNALING,8,Up,4.66652619139301e-10,7.1444515990227e-08
11,REACTOME_GAB1_SIGNALOSOME,16,Up,7.54780695030895e-10,1.05051749462936e-07
12,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,11,Up,1.14994021399057e-09,1.46713205634963e-07
13,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS,10,Up,3.58615137361286e-09,4.22338288692406e-07
14,REACTOME_SIGNALING_BY_EGFR_IN_CANCER,23,Up,8.3127491769186e-09,9.09058499275884e-07
15,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,12,Up,1.69388866197105e-08,1.72889569431845e-06
16,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,36,Up,4.49576170305838e-08,4.30188197961399e-06
17,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,17,Up,6.57827344752525e-08,5.92431567538892e-06
18,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,221,Up,8.10542225153991e-08,6.89411192617089e-06
19,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,23,Up,9.49051421940583e-08,7.64735645784754e-06
20,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,14,Up,1.24370111395694e-07,9.52053202734038e-06
21,REACTOME_EGFR_DOWNREGULATION,28,Up,3.40351587624372e-07,2.48132514596626e-05
22,REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION,7,Up,3.58965611223669e-07,2.49807432174289e-05
23,REACTOME_PHENYLALANINE_METABOLISM,5,Up,4.69910746366962e-07,3.0865864220536e-05
24,REACTOME_CIRCADIAN_CLOCK,64,Up,4.83854174587108e-07,3.0865864220536e-05
25,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,Up,5.81782608184754e-07,3.56283669252343e-05
26,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,6,Up,6.48916603197318e-07,3.82112045959652e-05
27,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,13,Up,1.06892521111023e-06,6.06120184522137e-05
28,REACTOME_INTERLEUKIN_12_SIGNALING,45,Up,1.29010980747227e-06,7.05413612585732e-05
29,REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,7,Up,1.35004345418636e-06,7.1272983736528e-05
30,REACTOME_SIGNALING_BY_INTERLEUKINS,410,Up,1.99144194028111e-06,1.01629920352346e-04
31,REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,19,Up,3.481257865703e-06,1.71929219109396e-04
32,REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,15,Up,7.41786325427698e-06,3.51176247999358e-04
33,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,8,Up,7.56944231481307e-06,3.51176247999358e-04
34,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,36,Up,1.76969015812778e-05,7.96881068262832e-04
35,REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID,7,Up,2.2200827150777e-05,9.71127610509701e-04
36,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,55,Up,2.9023524103936e-05,0.00123430598342017
37,REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION,5,Up,4.22836124405148e-05,0.00174962731476833
