,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,16,Up,4.68813765460435e-19,3.58876937459963e-16
2,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,32,Up,2.08680545957471e-18,1.06496638620296e-15
3,REACTOME_P2Y_RECEPTORS,9,Up,5.02809810344195e-15,1.92450454909241e-12
4,REACTOME_SODIUM_CALCIUM_EXCHANGERS,8,Up,3.36812709941341e-14,1.03132051784038e-11
5,REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,9,Up,6.90938172285141e-14,1.76304390294758e-11
6,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,2.91426723122206e-13,6.37391875857282e-11
7,REACTOME_DECTIN_2_FAMILY,21,Up,3.75659473585545e-13,7.18918317574336e-11
8,REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,31,Up,7.24327892377667e-12,1.23216222581134e-09
9,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,2.35362742700485e-11,3.60340359074443e-09
10,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,32,Up,7.03808824976765e-11,9.79573919126752e-09
11,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,2.03934178983874e-10,2.60186023353593e-08
12,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,117,Up,2.24719392757202e-10,2.64650300239443e-08
13,REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,13,Up,3.05663253144027e-10,3.34264600402504e-08
14,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Up,4.61907673897425e-10,4.71453765824639e-08
15,REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,12,Up,5.6503529491046e-10,5.40668147817447e-08
16,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,7,Up,1.53728003635922e-09,1.38445631509763e-07
17,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,2.97584822099668e-08,2.53112423685884e-06
18,REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,13,Up,5.6753964238448e-08,4.57317469731915e-06
19,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,21,Up,3.46099330374799e-07,2.52322892763722e-05
20,REACTOME_INTERLEUKIN_18_SIGNALING,6,Up,3.90745824044192e-07,2.71923571187117e-05
21,REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,7,Up,5.22585210204618e-07,3.47859981227509e-05
22,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,5.92169677187717e-07,3.77754906572664e-05
23,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,6.30805691078279e-07,3.86305405216338e-05
24,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,Up,6.89015691737066e-07,4.05724240019018e-05
25,REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,16,Up,3.24802750719792e-06,1.83482823680565e-04
26,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,131,Up,3.35566235340027e-06,1.83482823680565e-04
