,Set,NGenes,Direction,PValue,FDR
1,WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,86,Up,1.79845011118776e-07,0.000147832599139634
2,WP_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,7,Up,2.66273941875876e-05,0.00831203178507182
3,WP_COVID19_ADVERSE_OUTCOME_PATHWAY,7,Up,3.03358824272694e-05,0.00831203178507182
4,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,86,Down,0.000109497349359202,0.022501705293316
5,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,50,Down,0.000183950824769715,0.0286777429982069
6,WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS,3,Up,0.000209326591227788,0.0286777429982069
7,WP_ZINC_HOMEOSTASIS,23,Down,0.000645311066382518,0.0757779566523471
8,WP_OXIDATIVE_PHOSPHORYLATION,50,Down,0.000750443803954757,0.0771081008563513
9,WP_FEMALE_STEROID_HORMONES_IN_CARDIOMYOCYTE_ENERGY_METABOLISM,10,Down,0.0010254384632873,0.0936567129802404
10,WP_DUAL_HIJACK_MODEL_OF_VIF_IN_HIV_INFECTION,8,Down,0.00117908372528791,0.0969206822186666
11,WP_T_CELL_MODULATION_IN_PANCREATIC_CANCER,21,Down,0.00230455822866791,0.172156306224899
12,WP_SULFATASE_AND_AROMATASE_PATHWAY,2,Down,0.00251323074780874,0.172156306224899
13,WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS,3,Down,0.00284395450175413,0.174946550504478
14,WP_ALPHA_6_BETA_4_SIGNALING,25,Up,0.00297962494776484,0.174946550504478
15,WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,53,Up,0.00389151558007055,0.213255053787866
16,WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY,31,Down,0.00467155751718499,0.240001267445379
17,WP_IL5_SIGNALING,37,Up,0.00522767814552834,0.252773613860253
18,WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,11,Up,0.0056944157358968,0.260044985272621
