,Set,N,DE,P.DE,FDR
1,HP_CYANOTIC_EPISODE,3,2,2.2063880442653e-06,0.0355074027963615
2,GOBP_GLOMERULUS_DEVELOPMENT,57,2,0.00114096238744419,1
3,HP_EEG_WITH_SPIKE_WAVE_COMPLEXES,77,2,0.00206992366958393,1
4,HP_CYANOSIS,79,2,0.00217728873178939,1
5,HP_ABNORMAL_ANKLE_MORPHOLOGY,83,2,0.00239979972519157,1
6,HP_LIMITED_NECK_RANGE_OF_MOTION,3,1,0.00264170044851575,1
7,HP_PHOTOSENSITIVE_MYOCLONIC_SEIZURE,3,1,0.00264170044851575,1
8,HP_BRADYKINESIA,96,2,0.00319386869963146,1
9,GOBP_POSITIVE_REGULATION_OF_GASTRULATION,4,1,0.00352079711262232,1
10,GOCC_ER_UBIQUITIN_LIGASE_COMPLEX,4,1,0.00352079711262232,1
11,GOBP_ERAD_PATHWAY,107,2,0.00394918535676306,1
12,HP_EEG_WITH_FOCAL_EPILEPTIFORM_DISCHARGES,107,2,0.00394918535676306,1
13,GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,109,2,0.00409461327069268,1
14,GOBP_CARDIAC_CELL_FATE_COMMITMENT,5,1,0.00439915966677962,1
15,GOBP_POSITIVE_REGULATION_OF_MONOCYTE_EXTRAVASATION,5,1,0.00439915966677962,1
16,GOBP_PURINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT,5,1,0.00439915966677962,1
17,GOBP_URIDINE_TRANSMEMBRANE_TRANSPORT,5,1,0.00439915966677962,1
18,GOBP_VITAMIN_B6_METABOLIC_PROCESS,5,1,0.00439915966677962,1
19,GOMF_LAMININ_1_BINDING,5,1,0.00439915966677962,1
20,HP_ABLEPHARON,5,1,0.00439915966677962,1
